"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",34,2756,63,28,0,56
"2",34,2745,70,28,0,56
"3",34,1585,72,17,0,56
"4",34,1179,73,13,0,56
"5",34,2726,79,28,0,56
"6",34,1634,80,17,0,56
"7",34,1195,81,13,0,56
"8",34,2747,85,28,1,56
"9",34,1201,86,13,1,56
"10",34,1255,88,13,1,56
"11",34,2703,88,28,1,56
"12",34,2755,88,28,1,56
"13",34,1173,89,13,1,56
"14",34,1181,89,13,NA,NA
"15",34,3666,89,37,0,56
"16",34,1211,90,13,NA,NA
"17",34,1568,90,17,NA,NA
"18",34,1199,91,13,1,56
"19",34,1204,91,13,1,56
"20",34,1316,91,14,0,56
"21",34,1191,92,13,1,56
"22",34,2506,92,26,0,56
"23",34,1229,93,13,1,56
"24",34,1581,93,17,0,56
"25",34,2718,93,28,1,56
"26",34,1583,94,17,0,56
"27",34,1639,94,17,0,56
"28",34,1196,95,13,NA,NA
"29",34,1206,95,13,1,56
"30",34,1225,95,13,1,56
"31",34,1236,95,13,1,56
"32",34,2142,95,22,0,56
"33",34,2702,95,28,1,56
"34",34,2738,95,28,1,56
"35",34,1243,96,13,NA,NA
"36",34,1251,96,13,1,56
"37",34,2776,96,28,1,56
"38",34,1261,97,13,1,56
"39",34,1562,97,17,0,56
"40",34,1614,97,17,0,56
"41",34,1635,97,17,0,56
"42",34,1636,97,17,0,56
"43",34,2712,97,28,1,56
"44",34,2724,97,28,1,56
"45",34,3639,97,37,NA,NA
"46",34,1170,98,13,1,56
"47",34,1221,98,13,1,56
"48",34,1224,98,13,1,56
"49",34,1226,98,13,1,56
"50",34,1249,98,13,NA,NA
"51",34,1609,98,17,0,56
"52",34,1219,99,13,1,56
"53",34,1234,99,13,1,56
"54",34,1580,99,17,NA,NA
"55",34,1644,99,17,0,56
"56",34,2752,99,28,1,56
"57",34,1178,100,13,1,56
"58",34,1192,100,13,1,56
"59",34,2760,100,28,1,56
"60",34,1172,101,13,1,56
"61",34,1220,101,13,1,56
"62",34,1231,101,13,1,56
