"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",48,3602,17,37,NA,NA
"2",48,3666,25,37,NA,NA
"3",48,3649,27,37,NA,NA
"4",48,3618,30,37,NA,NA
"5",48,3611,31,37,NA,NA
"6",48,3644,34,37,NA,NA
"7",48,3623,35,37,NA,NA
"8",48,3614,37,37,NA,NA
"9",48,3594,39,37,NA,NA
"10",48,3592,40,37,NA,NA
"11",48,3651,42,37,NA,NA
"12",48,3589,43,37,NA,NA
"13",48,3631,43,37,NA,NA
"14",48,3669,43,37,NA,NA
"15",48,3593,45,37,NA,NA
"16",48,3622,45,37,NA,NA
"17",48,3624,47,37,NA,NA
"18",48,3652,47,37,NA,NA
"19",48,3657,47,37,NA,NA
"20",48,3616,48,37,NA,NA
"21",48,3627,50,37,NA,NA
"22",48,3660,50,37,NA,NA
"23",48,3595,52,37,NA,NA
"24",48,3654,52,37,NA,NA
"25",48,2422,53,25,NA,NA
"26",48,3650,53,37,NA,NA
"27",48,3659,53,37,NA,NA
"28",48,3596,55,37,NA,NA
"29",48,3620,55,37,NA,NA
"30",48,3628,55,37,NA,NA
"31",48,3632,55,37,NA,NA
"32",48,3606,56,37,0,56
"33",48,3641,56,37,0,56
"34",48,125,57,2,0,56
"35",48,3617,57,37,0,56
"36",48,3647,57,37,0,56
"37",48,3658,57,37,0,56
"38",48,3663,57,37,0,56
"39",48,1993,58,20,NA,NA
"40",48,3590,58,37,NA,NA
"41",48,3603,58,37,0,56
"42",48,3605,58,37,0,56
"43",48,3607,58,37,0,56
"44",48,1361,59,14,NA,NA
"45",48,3599,59,37,0,56
"46",48,3636,59,37,0,56
"47",48,3653,59,37,NA,NA
"48",48,3668,59,37,NA,NA
"49",48,3625,60,37,0,56
"50",48,3637,60,37,0,56
"51",48,3638,60,37,0,56
"52",48,3664,60,37,NA,NA
"53",48,3613,61,37,0,56
"54",48,3643,62,37,0,56
"55",48,3646,62,37,0,56
"56",48,2448,63,25,NA,NA
"57",48,3633,63,37,0,56
"58",48,3639,63,37,0,56
"59",48,3655,63,37,NA,NA
"60",48,3609,64,37,0,56
"61",48,3640,64,37,NA,NA
"62",48,3642,64,37,0,56
"63",48,3667,64,37,0,56
"64",48,123,65,2,0,56
"65",48,1982,65,20,0,56
"66",48,3604,65,37,0,56
"67",48,3612,65,37,0,56
"68",48,3615,66,37,0,56
"69",48,131,67,2,0,56
"70",48,1992,67,20,0,56
"71",48,127,68,2,NA,NA
"72",48,1298,68,14,NA,NA
"73",48,1937,68,20,0,56
"74",48,2415,68,25,0,56
"75",48,3645,68,37,0,56
"76",48,3656,68,37,0,56
"77",48,1380,69,14,NA,NA
"78",48,3608,69,37,0,56
"79",48,3648,69,37,0,56
"80",48,3665,69,37,NA,NA
"81",48,2019,70,20,NA,NA
"82",48,2376,71,25,0,56
"83",48,2425,71,25,0,56
"84",48,2419,72,25,0,56
"85",48,3630,72,37,NA,NA
"86",48,203,73,2,NA,NA
"87",48,2372,73,25,NA,NA
"88",48,1958,74,20,0,56
"89",48,3591,74,37,0,56
"90",48,3610,74,37,0,56
"91",48,3629,74,37,NA,NA
"92",48,121,75,2,0,56
"93",48,180,75,2,NA,NA
"94",48,1336,75,14,0,56
"95",48,1342,75,14,NA,NA
"96",48,3600,75,37,0,56
"97",48,3634,75,37,NA,NA
"98",48,155,76,2,NA,NA
"99",48,158,76,2,NA,NA
"100",48,202,76,2,0,56
"101",48,2460,76,25,0,56
"102",48,1332,77,14,0,56
"103",48,1404,77,14,NA,NA
"104",48,1949,77,20,0,56
"105",48,2011,77,20,NA,NA
"106",48,2454,77,25,0,56
"107",48,3597,77,37,0,56
"108",48,160,78,2,NA,NA
"109",48,193,78,2,0,56
"110",48,198,78,2,NA,NA
"111",48,1969,78,20,0,56
"112",48,2459,78,25,0,56
"113",48,3626,78,37,0,56
"114",48,1347,79,14,0,56
"115",48,1359,79,14,0,56
"116",48,2383,79,25,0,56
"117",48,2463,79,25,0,56
"118",48,3635,79,37,0,56
"119",48,179,80,2,NA,NA
"120",48,186,80,2,0,56
"121",48,212,80,2,NA,NA
"122",48,1392,80,14,0,56
"123",48,2405,80,25,NA,NA
"124",48,2408,80,25,0,56
"125",48,2453,80,25,NA,NA
"126",48,1405,81,14,NA,NA
"127",48,2013,81,20,NA,NA
"128",48,2389,81,25,NA,NA
"129",48,3621,81,37,0,56
"130",48,144,82,2,0,56
"131",48,2007,82,20,NA,NA
"132",48,2010,82,20,NA,NA
"133",48,2378,82,25,NA,NA
"134",48,2390,82,25,0,56
"135",48,2461,82,25,NA,NA
"136",48,148,83,2,0,56
"137",48,165,83,2,0,56
"138",48,170,83,2,0,56
"139",48,197,83,2,0,56
"140",48,1348,83,14,NA,NA
"141",48,1960,83,20,NA,NA
"142",48,2386,83,25,NA,NA
"143",48,149,84,2,0,56
"144",48,166,84,2,0,56
"145",48,206,84,2,0,56
"146",48,1331,84,14,0,56
"147",48,1365,84,14,0,56
"148",48,1379,84,14,NA,NA
"149",48,124,85,2,NA,NA
"150",48,183,85,2,0,56
"151",48,192,85,2,0,56
"152",48,1312,85,14,NA,NA
"153",48,1355,85,14,0,56
"154",48,1368,85,14,0,56
"155",48,2000,85,20,0,56
"156",48,2446,85,25,NA,NA
"157",48,128,86,2,0,56
"158",48,159,86,2,0,56
"159",48,162,86,2,NA,NA
"160",48,188,86,2,0,56
"161",48,1310,86,14,NA,NA
"162",48,1951,86,20,NA,NA
"163",48,1994,86,20,NA,NA
"164",48,2026,86,20,0,56
"165",48,2421,86,25,NA,NA
"166",48,2429,86,25,NA,NA
"167",48,2436,86,25,0,56
"168",48,156,87,2,0,56
"169",48,190,87,2,NA,NA
"170",48,200,87,2,NA,NA
"171",48,208,87,2,NA,NA
"172",48,219,87,2,NA,NA
"173",48,1377,87,14,0,56
"174",48,1981,87,20,0,56
"175",48,2017,87,20,NA,NA
"176",48,2416,87,25,NA,NA
"177",48,2418,87,25,0,56
"178",48,2444,87,25,0,56
"179",48,122,88,2,0,56
"180",48,147,88,2,NA,NA
"181",48,168,88,2,NA,NA
"182",48,169,88,2,0,56
"183",48,204,88,2,NA,NA
"184",48,210,88,2,NA,NA
"185",48,211,88,2,NA,NA
"186",48,224,88,2,0,56
"187",48,1297,88,14,NA,NA
"188",48,1299,88,14,0,56
"189",48,1364,88,14,0,56
"190",48,1395,88,14,NA,NA
"191",48,1400,88,14,NA,NA
"192",48,1401,88,14,NA,NA
"193",48,1961,88,20,0,56
"194",48,1974,88,20,NA,NA
"195",48,2001,88,20,NA,NA
"196",48,2016,88,20,NA,NA
"197",48,2024,88,20,0,56
"198",48,178,89,2,NA,NA
"199",48,182,89,2,0,56
"200",48,195,89,2,NA,NA
"201",48,1305,89,14,0,56
"202",48,1323,89,14,NA,NA
"203",48,1947,89,20,0,56
"204",48,2392,89,25,NA,NA
"205",48,2439,89,25,NA,NA
"206",48,132,90,2,0,56
"207",48,176,90,2,NA,NA
"208",48,187,90,2,NA,NA
"209",48,214,90,2,0,56
"210",48,229,90,2,NA,NA
"211",48,1344,90,14,NA,NA
"212",48,1996,90,20,NA,NA
"213",48,2381,90,25,NA,NA
"214",48,2443,90,25,NA,NA
"215",48,2452,90,25,0,56
"216",48,117,91,2,0,56
"217",48,145,91,2,0,56
"218",48,150,91,2,0,56
"219",48,205,91,2,0,56
"220",48,216,91,2,NA,NA
"221",48,223,91,2,NA,NA
"222",48,1313,91,14,NA,NA
"223",48,1354,91,14,0,56
"224",48,1383,91,14,NA,NA
"225",48,1384,91,14,0,56
"226",48,1412,91,14,0,56
"227",48,1945,91,20,0,56
"228",48,2005,91,20,0,56
"229",48,2379,91,25,NA,NA
"230",48,2426,91,25,0,56
"231",48,2428,91,25,NA,NA
"232",48,2458,91,25,NA,NA
"233",48,2468,91,25,0,56
"234",48,137,92,2,NA,NA
"235",48,142,92,2,0,56
"236",48,226,92,2,NA,NA
"237",48,1327,92,14,NA,NA
"238",48,1330,92,14,NA,NA
"239",48,1360,92,14,0,56
"240",48,1393,92,14,NA,NA
"241",48,1936,92,20,0,56
"242",48,1940,92,20,0,56
"243",48,1948,92,20,NA,NA
"244",48,2393,92,25,NA,NA
"245",48,2394,92,25,NA,NA
"246",48,2403,92,25,NA,NA
"247",48,118,93,2,NA,NA
"248",48,129,93,2,0,56
"249",48,157,93,2,NA,NA
"250",48,164,93,2,NA,NA
"251",48,227,93,2,0,56
"252",48,1303,93,14,0,56
"253",48,1329,93,14,0,56
"254",48,1343,93,14,NA,NA
"255",48,2002,93,20,NA,NA
"256",48,2025,93,20,NA,NA
"257",48,2404,93,25,NA,NA
"258",48,2412,93,25,NA,NA
