"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",68,1156,59,13,0,56
"2",68,1170,64,13,0,56
"3",68,1193,65,13,NA,NA
"4",68,1182,66,13,NA,NA
"5",68,3485,67,35,NA,NA
"6",68,1180,68,13,0,56
"7",68,1208,69,13,NA,NA
"8",68,1219,69,13,NA,NA
"9",68,1178,71,13,NA,NA
"10",68,3498,71,35,0,56
"11",68,1211,72,13,NA,NA
"12",68,1191,73,13,0,56
"13",68,1185,74,13,NA,NA
"14",68,1228,75,13,0,56
"15",68,1172,76,13,NA,NA
"16",68,1212,76,13,NA,NA
"17",68,1236,77,13,0,56
"18",68,3444,77,35,NA,NA
"19",68,1223,78,13,NA,NA
"20",68,3492,78,35,NA,NA
"21",68,1162,79,13,0,56
"22",68,3486,79,35,0,56
"23",68,1183,81,13,0,56
"24",68,1196,81,13,0,56
"25",68,1210,81,13,0,56
"26",68,1218,81,13,0,56
"27",68,3432,81,35,NA,NA
"28",68,1175,82,13,0,56
"29",68,1179,82,13,NA,NA
"30",68,1190,82,13,0,56
"31",68,1158,83,13,NA,NA
"32",68,1189,83,13,NA,NA
"33",68,1199,84,13,0,56
"34",68,1200,84,13,NA,NA
"35",68,1174,85,13,0,56
"36",68,1198,85,13,0,56
"37",68,1225,85,13,0,56
"38",68,3416,85,35,1,56
"39",68,3419,85,35,1,56
"40",68,3464,85,35,NA,NA
"41",68,3866,85,39,0,56
"42",68,1157,86,13,0,56
"43",68,1209,86,13,NA,NA
"44",68,3413,86,35,1,56
"45",68,3493,86,35,1,56
"46",68,3515,86,35,NA,NA
"47",68,1215,87,13,0,56
"48",68,1217,87,13,NA,NA
"49",68,3507,87,35,1,56
"50",68,3522,87,35,NA,NA
"51",68,1159,88,13,NA,NA
"52",68,1237,88,13,0,56
"53",68,3423,88,35,1,56
"54",68,1166,89,13,0,56
"55",68,1173,89,13,0,56
"56",68,1176,89,13,NA,NA
"57",68,1188,89,13,NA,NA
"58",68,1216,89,13,NA,NA
"59",68,3473,89,35,NA,NA
"60",68,1164,90,13,NA,NA
"61",68,1195,90,13,0,56
"62",68,1202,90,13,0,56
"63",68,1214,90,13,NA,NA
"64",68,3484,90,35,NA,NA
"65",68,3488,90,35,NA,NA
"66",68,3514,90,35,1,56
"67",68,3523,91,35,1,56
"68",68,1204,92,13,0,56
"69",68,1231,92,13,NA,NA
"70",68,3462,92,35,NA,NA
"71",68,3489,92,35,NA,NA
"72",68,3842,92,39,NA,NA
"73",68,1186,93,13,NA,NA
"74",68,1194,93,13,NA,NA
"75",68,1207,93,13,NA,NA
"76",68,1220,93,13,NA,NA
"77",68,1229,93,13,0,56
"78",68,3468,93,35,NA,NA
"79",68,3476,93,35,NA,NA
"80",68,3481,93,35,NA,NA
"81",68,3856,93,39,NA,NA
"82",68,1160,94,13,NA,NA
"83",68,1163,94,13,0,56
"84",68,1165,94,13,NA,NA
"85",68,1192,94,13,0,56
"86",68,1201,94,13,0,56
"87",68,3443,94,35,NA,NA
"88",68,3479,94,35,NA,NA
"89",68,3840,94,39,NA,NA
"90",68,1161,95,13,0,56
"91",68,1171,95,13,NA,NA
"92",68,3420,95,35,NA,NA
"93",68,3436,95,35,NA,NA
"94",68,3469,95,35,NA,NA
"95",68,1169,96,13,NA,NA
"96",68,1232,96,13,0,56
"97",68,3435,96,35,1,56
"98",68,3463,96,35,NA,NA
"99",68,3923,97,39,0,56
"100",68,1167,98,13,0,56
"101",68,1197,98,13,NA,NA
"102",68,1227,98,13,NA,NA
"103",68,3452,98,35,NA,NA
"104",68,3466,98,35,NA,NA
"105",68,3516,98,35,NA,NA
"106",68,1184,99,13,0,56
"107",68,1213,99,13,NA,NA
"108",68,3425,99,35,1,56
"109",68,3451,99,35,NA,NA
"110",68,3505,99,35,NA,NA
