"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",56,2268,44,23,NA,NA
"2",56,2241,50,23,NA,NA
"3",56,2237,52,23,NA,NA
"4",56,2244,52,23,NA,NA
"5",56,2266,56,23,0,56
"6",56,2281,56,23,0,56
"7",56,2218,57,23,0,56
"8",56,2223,59,23,0,56
"9",56,2208,60,23,0,56
"10",56,2236,60,23,0,56
"11",56,2304,60,23,NA,NA
"12",56,2217,61,23,0,56
"13",56,2258,62,23,0,56
"14",56,2262,63,23,0,56
"15",56,2274,63,23,NA,NA
"16",56,2305,63,23,0,56
"17",56,2214,64,23,0,56
"18",56,2216,64,23,0,56
"19",56,2267,64,23,0,56
"20",56,2257,67,23,0,56
"21",56,2317,67,23,0,56
"22",56,2220,68,23,0,56
"23",56,2264,68,23,0,56
"24",56,2272,68,23,0,56
"25",56,2321,68,23,0,56
"26",56,3720,68,37,0,56
"27",56,2271,69,23,0,56
"28",56,2242,70,23,0,56
"29",56,2252,70,23,0,56
"30",56,2303,70,23,0,56
"31",56,2307,70,23,0,56
"32",56,2231,71,23,0,56
"33",56,2265,71,23,0,56
"34",56,2297,71,23,0,56
"35",56,2301,71,23,0,56
"36",56,2309,71,23,0,56
"37",56,2284,72,23,NA,NA
"38",56,2288,72,23,0,56
"39",56,2289,72,23,0,56
"40",56,2306,72,23,0,56
"41",56,2234,73,23,0,56
"42",56,2249,73,23,0,56
"43",56,2255,73,23,0,56
"44",56,2298,73,23,0,56
"45",56,2253,74,23,0,56
"46",56,2269,75,23,0,56
"47",56,2277,75,23,0,56
"48",56,2279,75,23,0,56
"49",56,2295,75,23,0,56
"50",56,2302,75,23,0,56
"51",56,2212,76,23,0,56
"52",56,2219,76,23,0,56
"53",56,2229,76,23,0,56
"54",56,2238,76,23,0,56
"55",56,2278,76,23,0,56
"56",56,2296,76,23,NA,NA
"57",56,2222,77,23,NA,NA
"58",56,2256,77,23,0,56
"59",56,2211,78,23,0,56
"60",56,2247,78,23,0,56
"61",56,2250,78,23,0,56
"62",56,2282,78,23,0,56
"63",56,2290,78,23,0,56
"64",56,2294,78,23,0,56
"65",56,2225,79,23,0,56
"66",56,2228,79,23,0,56
"67",56,2243,79,23,0,56
"68",56,2276,79,23,0,56
"69",56,2318,79,23,0,56
"70",56,2215,80,23,0,56
"71",56,2239,80,23,0,56
"72",56,2286,80,23,0,56
"73",56,2209,81,23,0,56
"74",56,2210,81,23,0,56
"75",56,2221,81,23,0,56
"76",56,2275,81,23,0,56
"77",56,2300,81,23,0,56
"78",56,2311,81,23,0,56
"79",56,2248,82,23,0,56
"80",56,2251,82,23,0,56
"81",56,2273,82,23,NA,NA
"82",56,2285,82,23,0,56
"83",56,2292,82,23,NA,NA
"84",56,2246,83,23,0,56
"85",56,2313,83,23,0,56
"86",56,2240,84,23,0,56
"87",56,2316,84,23,0,56
"88",56,2226,85,23,0,56
"89",56,2245,85,23,0,56
"90",56,2261,85,23,0,56
"91",56,2263,85,23,0,56
"92",56,2308,85,23,0,56
"93",56,2315,85,23,0,56
"94",56,2322,85,23,0,56
"95",56,2213,86,23,0,56
"96",56,2224,86,23,0,56
"97",56,2227,86,23,0,56
"98",56,2260,86,23,0,56
"99",56,2270,86,23,0,56
"100",56,2283,86,23,0,56
"101",56,2230,87,23,0,56
"102",56,2233,87,23,0,56
"103",56,2259,89,23,0,56
"104",56,2314,90,23,0,56
"105",56,2232,91,23,0,56
"106",56,2280,91,23,0,56
"107",56,2310,91,23,0,56
"108",56,2312,91,23,0,56
"109",56,2293,92,23,0,56
"110",56,2320,94,23,0,56
"111",56,3767,94,38,0,56
"112",56,2299,95,23,0,56
"113",56,2356,96,24,0,56
"114",56,2482,97,25,0,56
"115",56,2319,98,23,0,56
"116",56,1755,99,18,0,56
"117",56,3799,101,38,0,56
"118",56,2334,102,24,0,56
"119",56,3817,103,38,0,56
"120",56,3842,103,38,0,56
"121",56,3852,103,38,0,56
"122",56,1731,104,18,NA,NA
"123",56,2497,104,25,0,56
"124",56,3848,104,38,0,56
"125",56,3790,105,38,0,56
"126",56,3824,105,38,NA,NA
"127",56,3791,106,38,0,56
"128",56,3818,106,38,0,56
"129",56,1740,107,18,0,56
"130",56,1749,107,18,0,56
"131",56,1689,108,18,0,56
"132",56,1780,109,18,0,56
"133",56,3787,109,38,0,56
"134",56,3792,109,38,0,56
"135",56,2333,110,24,0,56
"136",56,2364,110,24,0,56
"137",56,3780,110,38,0,56
"138",56,3811,110,38,0,56
"139",56,3850,110,38,0,56
"140",56,3779,111,38,0,56
"141",56,3809,111,38,0,56
"142",56,3827,111,38,0,56
"143",56,1724,112,18,0,56
"144",56,3768,113,38,NA,NA
"145",56,3800,113,38,0,56
"146",56,3803,113,38,0,56
"147",56,3830,113,38,0,56
"148",56,3843,113,38,0,56
"149",56,3846,113,38,0,56
"150",56,1684,114,18,0,56
"151",56,1692,114,18,NA,NA
"152",56,1742,114,18,0,56
"153",56,2404,114,25,0,56
"154",56,3793,114,38,0,56
"155",56,3810,114,38,0,56
"156",56,3860,114,38,0,56
"157",56,3832,115,38,0,56
"158",56,3861,115,38,NA,NA
"159",56,1711,117,18,0,56
"160",56,1750,117,18,0,56
"161",56,1678,118,18,0,56
"162",56,3819,118,38,0,56
"163",56,1770,119,18,0,56
"164",56,3776,119,38,0,56
"165",56,3777,119,38,0,56
"166",56,1698,120,18,NA,NA
"167",56,1769,120,18,0,56
"168",56,3789,120,38,0,56
"169",56,3797,120,38,0,56
"170",56,3798,120,38,0,56
"171",56,3822,120,38,0,56
"172",56,1766,121,18,0,56
"173",56,3785,121,38,0,56
"174",56,3795,121,38,0,56
"175",56,3796,121,38,0,56
"176",56,3804,121,38,0,56
"177",56,3807,121,38,0,56
"178",56,3831,121,38,0,56
"179",56,2444,122,25,0,56
"180",56,3802,122,38,0,56
"181",56,3833,122,38,0,56
"182",56,1720,123,18,0,56
"183",56,1721,123,18,0,56
"184",56,1725,123,18,0,56
"185",56,1771,123,18,0,56
"186",56,3836,123,38,0,56
"187",56,1717,124,18,0,56
"188",56,1751,124,18,0,56
"189",56,3773,124,38,0,56
"190",56,3806,124,38,0,56
"191",56,3829,124,38,0,56
"192",56,3840,124,38,0,56
"193",56,3857,124,38,0,56
"194",56,1685,125,18,0,56
"195",56,1697,125,18,NA,NA
"196",56,1747,125,18,0,56
"197",56,3783,125,38,0,56
"198",56,207,126,3,0,56
"199",56,1681,126,18,0,56
"200",56,1701,126,18,0,56
"201",56,1762,126,18,0,56
"202",56,2495,126,25,0,56
"203",56,2565,126,26,0,56
"204",56,3781,126,38,NA,NA
"205",56,3794,126,38,0,56
"206",56,3805,126,38,NA,NA
"207",56,3835,126,38,NA,NA
"208",56,3838,126,38,0,56
"209",56,1276,127,13,0,56
"210",56,1690,127,18,0,56
"211",56,1702,127,18,NA,NA
"212",56,1718,127,18,0,56
"213",56,1753,127,18,0,56
"214",56,3820,127,38,0,56
"215",56,3839,127,38,0,56
"216",56,3854,127,38,0,56
"217",56,1727,128,18,0,56
"218",56,1745,128,18,0,56
"219",56,2370,128,24,NA,NA
"220",56,3770,128,38,0,56
"221",56,3782,128,38,0,56
"222",56,3834,128,38,0,56
"223",56,3845,128,38,0,56
"224",56,3855,128,38,0,56
"225",56,1706,129,18,0,56
"226",56,1710,129,18,0,56
"227",56,1714,129,18,0,56
"228",56,1722,129,18,0,56
"229",56,1759,129,18,0,56
"230",56,1761,129,18,0,56
"231",56,1778,129,18,0,56
"232",56,1781,129,18,0,56
"233",56,3786,129,38,0,56
"234",56,3849,129,38,NA,NA
"235",56,1682,130,18,0,56
"236",56,1709,130,18,0,56
"237",56,3766,130,38,0,56
"238",56,3813,130,38,0,56
"239",56,3814,130,38,0,56
"240",56,3837,130,38,0,56
"241",56,216,131,3,0,56
"242",56,1694,131,18,0,56
"243",56,1723,131,18,0,56
"244",56,1729,131,18,0,56
"245",56,1733,131,18,0,56
"246",56,3858,131,38,0,56
"247",56,1726,132,18,0,56
"248",56,1736,132,18,0,56
"249",56,1757,132,18,0,56
"250",56,2579,132,26,0,56
"251",56,3351,132,34,0,56
"252",56,3823,132,38,0,56
"253",56,3841,132,38,0,56
"254",56,3859,132,38,0,56
"255",56,1688,133,18,0,56
"256",56,1713,133,18,0,56
"257",56,1775,133,18,0,56
"258",56,2450,133,25,NA,NA
"259",56,2460,133,25,0,56
"260",56,3826,133,38,0,56
"261",56,1278,134,13,0,56
"262",56,1693,134,18,0,56
"263",56,1707,134,18,0,56
"264",56,1732,134,18,NA,NA
"265",56,1735,134,18,NA,NA
"266",56,1776,134,18,0,56
"267",56,3812,134,38,0,56
"268",56,3851,134,38,NA,NA
"269",56,1252,135,13,NA,NA
"270",56,1687,135,18,NA,NA
"271",56,1691,135,18,0,56
"272",56,1734,135,18,0,56
"273",56,2376,135,24,0,56
"274",56,2602,135,26,0,56
"275",56,3788,135,38,0,56
"276",56,1675,136,18,0,56
"277",56,1737,136,18,0,56
"278",56,1743,136,18,0,56
"279",56,1748,136,18,0,56
"280",56,256,137,3,0,56
"281",56,1677,137,18,0,56
"282",56,1704,137,18,0,56
"283",56,1764,137,18,0,56
"284",56,3434,137,34,0,56
"285",56,3769,137,38,NA,NA
"286",56,1719,138,18,0,56
"287",56,1728,138,18,0,56
"288",56,1754,138,18,0,56
"289",56,1777,138,18,0,56
"290",56,3774,138,38,0,56
"291",56,3856,138,38,0,56
"292",56,1202,139,13,0,56
"293",56,1257,139,13,0,56
"294",56,1680,139,18,0,56
"295",56,1708,139,18,0,56
