treat_one,treat_zero,control_one,control_zero,
0,1577,0,1902,
0,1719,0,1686,
0,2008,3,1475,
0,1629,5,1816,
1,1888,2,1617,
0,1423,1,2088,
0,1839,0,1676,
0,1888,14,1505,
0,2174,4,1267,
0,986,10,2439,
2,1668,4,1862,
0,1583,5,1790,
0,1561,9,1800,
0,1670,5,1858,
0,1717,3,1780,
0,1254,12,2246,
0,1520,0,1929,
0,1942,0,1605,
0,1682,0,1799,
1,1565,3,1823,
0,1864,5,1648,
0,1401,5,2088,
0,1696,3,1781,
0,1595,6,1815,
2,1764,10,1743,
0,1738,6,1752,
0,1792,0,1659,
0,1798,3,1640,
1,1731,9,1682,
0,1945,2,1501,
1,1428,4,1976,
0,2002,6,1399,
0,2037,7,1417,
0,1965,5,1500,
1,1990,2,1382,
0,1960,1,1534,
0,1838,1,1630,
0,1620,6,1872,
2,1347,2,2163,
3,2090,10,1382,
0,1865,0,1638,
0,1682,2,1758,
0,1776,3,1695,
0,1539,4,1978,
0,1809,10,1624,
0,1658,9,1845,
0,1748,2,1659,
0,1824,3,1699,
0,1968,4,1448,
0,1832,2,1600,
0,1284,7,2107,
2,1986,0,1515,
0,1716,7,1634,
0,1468,1,2062,
0,2023,4,1454,
0,1554,1,1895,
0,1531,5,1926,
0,1785,5,1668,
0,1761,1,1720,
1,1939,7,1489,
0,1739,3,1715,
0,1632,8,1819,
0,1659,6,1814,
0,1816,0,1654,
0,1594,5,1868,
0,1419,4,2083,
1,1944,2,1526,
0,2199,0,1271,
0,1834,13,1658,
0,1937,11,1472,
0,1229,13,2180,
0,1479,1,2002,
1,1478,4,2005,
0,1869,1,1662,
0,1884,3,1536,
1,2084,5,1404,
0,1836,2,1639,
0,1283,3,2209,
0,1675,10,1691,
0,1498,3,1972,
0,1908,8,1549,
0,1671,6,1748,
0,1563,1,1976,
0,1608,6,1802,
0,1511,2,1940,
0,1869,4,1621,
0,1765,1,1781,
0,1760,1,1721,
0,1729,1,1711,
0,1563,0,1922,
0,1339,8,2126,
1,1637,0,1818,
0,1799,6,1680,
0,1684,7,1789,
0,2042,0,1404,
0,1803,11,1594,
0,1735,7,1715,
0,1660,3,1882,
1,1817,1,1715,
1,1783,0,1760,
0,1824,0,1605,
0,1857,3,1649,
0,1941,0,1512,
0,1527,13,1910,
2,1641,6,1852,
1,1773,1,1682,
0,1759,3,1826,
0,1483,2,2074,
0,1906,0,1609,
1,1700,2,1712,
1,1949,0,1433,
0,1778,5,1740,
0,1356,6,2029,
1,1728,2,1772,
1,1491,7,1898,
0,1756,6,1675,
0,1996,2,1459,
0,1822,1,1652,
1,2019,9,1387,
0,1575,2,1785,
0,1544,8,1973,
0,1543,6,2002,
0,1569,11,1716,
0,1501,4,1974,
0,1689,6,1760,
0,1595,6,1822,
0,1679,0,1738,
0,1692,2,1699,
1,1846,1,1607,
0,1621,6,1885,
0,1897,2,1628,
0,1527,10,1905,
0,1908,8,1562,
1,2022,2,1467,
1,1938,5,1484,
0,1947,0,1517,
0,1495,9,2021,
1,1837,7,1590,
0,1585,2,1809,
0,1726,0,1726,
0,1875,5,1589,
0,1535,8,1873,
0,1659,18,1822,
0,1845,0,1598,
0,1599,8,1934,
0,1365,2,2138,
0,1881,7,1661,
0,2207,1,1275,
0,1729,0,1726,
0,1834,8,1640,
1,1697,6,1774,
0,1702,1,1779,
0,1856,2,1661,
0,1830,7,1746,
1,1670,0,1752,
0,1655,0,1765,
0,1642,12,1808,
0,1858,5,1502,
0,1691,1,1784,
0,1941,0,1481,
0,1548,0,1931,
0,1862,7,1539,
0,1827,0,1548,
0,1470,5,1986,
0,1377,1,2003,
0,1622,0,1877,
2,1819,1,1726,
0,1505,0,1957,
0,1808,0,1648,
0,1768,11,1633,
0,1645,0,1722,
0,1753,2,1695,
0,1562,8,1889,
0,1764,11,1665,
0,1839,13,1649,
0,1754,1,1707,
0,1599,2,1897,
0,1752,6,1653,
0,2323,8,1114,
1,1675,3,1827,
0,1579,2,1897,
0,1775,0,1695,
0,1336,2,2098,
0,1756,6,1709,
0,1540,0,1907,
0,1496,2,1990,
0,1707,9,1813,
0,1708,0,1709,
1,2268,10,1187,
0,1434,3,2117,
0,1873,1,1622,
0,1687,0,1721,
1,1684,8,1772,
0,1469,19,1950,
1,1616,0,1915,
0,1908,7,1519,
0,2207,0,1329,
0,1381,5,2144,
0,1805,12,1728,
0,1775,3,1612,
0,1386,5,2065,
0,1680,15,1732,
0,1732,2,1793,
0,1741,13,1693,
0,2033,1,1437,
0,1637,5,1884,
0,2050,3,1476,
0,1865,2,1646,
0,1748,6,1770,
0,1580,1,1908,
0,1634,3,1816,
1,1561,0,1884,
0,1957,3,1526,
0,1862,1,1594,
0,1593,1,1970,
0,1993,3,1504,
0,1891,11,1566,
0,1582,0,1857,
0,1696,8,1854,
0,1904,1,1546,
1,1568,5,1934,
0,1298,12,2143,
0,1757,2,1818,
1,1890,2,1567,
0,1493,2,1906,
0,2060,0,1428,
0,1963,1,1528,
0,1524,0,1963,
0,1485,6,2016,
0,1542,15,2090,
0,1905,1,1585,
0,1661,10,1843,
0,1972,0,1529,
0,1628,3,1899,
1,1576,2,1812,
1,1904,5,1524,
0,1550,11,1861,
0,2008,3,1396,
0,1745,4,1611,
0,1584,3,1831,
0,1556,0,1892,
0,1657,3,1842,
0,1870,6,1570,
0,1567,7,1874,
0,1845,8,1557,
0,1794,8,1756,
0,1474,3,1892,
0,2023,13,1435,
0,1760,11,1681,
0,1546,10,1941,
0,1977,3,1489,
0,1289,1,2151,
0,1706,9,1808,
0,1436,2,1973,
1,1763,12,1762,
0,1702,8,1669,
2,1755,15,1688,
0,1410,20,2026,
0,1541,5,1934,
0,1518,1,1899,
1,1545,6,1873,
0,1517,3,1932,
0,1844,6,1597,
0,2060,10,1423,
0,1657,15,1764,
0,1422,1,1981,
2,1926,0,1517,
0,1746,0,1724,
0,1946,0,1546,
0,1526,13,1945,
0,2191,1,1276,
1,1776,2,1750,
0,1408,7,2025,
1,1948,3,1589,
0,1933,0,1463,
0,1287,8,2184,
1,1811,2,1649,
0,1529,4,1908,
0,1616,5,1816,
0,1632,2,1866,
0,1489,0,2022,
0,1888,1,1461,
0,2028,0,1350,
0,1772,9,1674,
0,1776,5,1666,
1,1797,7,1639,
0,1900,2,1521,
0,1496,4,1983,
0,1660,5,1734,
0,1688,9,1835,
0,1764,5,1704,
1,1660,3,1891,
2,1925,0,1528,
1,1870,8,1581,
0,1382,0,2117,
1,1745,5,1734,
0,1773,0,1700,
0,1752,3,1714,
0,1498,7,1965,
0,2194,4,1348,
0,1682,6,1801,
1,1886,4,1572,
0,1438,8,2005,
0,1552,1,1959,
1,1335,12,2155,
0,1892,2,1504,
0,1709,7,1757,
0,1917,0,1482,
0,1822,9,1595,
1,1586,1,1839,
0,1494,9,1916,
0,1845,1,1682,
0,1742,5,1584,
0,1693,2,1816,
0,1615,3,1844,
1,1838,9,1586,
0,1895,1,1630,
0,1745,8,1781,
1,2291,4,1225,
0,1442,4,2032,
0,1794,4,1565,
0,1659,9,1819,
1,1722,1,1763,
0,1430,4,1996,
0,1597,1,1866,
0,1631,12,1772,
0,1429,4,2034,
0,1635,0,1945,
1,1619,6,1838,
0,1725,1,1737,
0,2057,5,1479,
0,1496,6,1904,
0,1782,1,1803,
0,1866,4,1588,
0,1805,7,1756,
1,2053,5,1379,
0,1759,5,1759,
0,1650,5,1736,
0,2029,4,1496,
0,1814,0,1658,
0,1502,4,1964,
0,1838,7,1560,
0,2084,2,1326,
0,1763,0,1791,
0,1589,4,1895,
0,1936,0,1568,
0,1830,3,1641,
1,1283,7,2140,
0,1893,9,1538,
