treat_one,treat_zero,control_one,control_zero,
0,1539,8,1933,
0,1879,8,1644,
0,1859,10,1609,
1,1606,2,1807,
0,1989,6,1509,
0,2175,6,1255,
0,1997,5,1452,
0,1873,1,1648,
0,1954,1,1578,
0,2171,11,1249,
0,1491,4,1895,
0,1930,0,1552,
1,1950,2,1496,
0,1875,10,1647,
0,1714,3,1706,
0,1773,8,1706,
0,2317,5,1176,
0,1437,1,2106,
0,1855,4,1591,
0,2055,2,1437,
0,1698,4,1842,
0,1753,7,1745,
0,1713,5,1769,
0,2052,4,1449,
0,1670,13,1777,
0,1661,2,1828,
0,1582,2,1932,
0,1905,6,1515,
0,2127,8,1365,
0,1606,4,1821,
0,1670,6,1807,
0,1708,1,1666,
0,1791,7,1738,
0,2073,6,1300,
0,1606,0,1867,
0,1938,0,1496,
0,1766,4,1632,
0,1844,0,1638,
0,1926,6,1470,
0,1578,3,1843,
0,2001,1,1415,
0,2088,8,1368,
0,2068,2,1442,
0,1489,9,2045,
0,1730,1,1709,
0,1844,2,1575,
0,1806,14,1672,
0,1197,11,2248,
0,1374,8,2069,
0,1767,6,1754,
1,1489,0,2004,
0,1658,3,1850,
0,1951,1,1542,
0,1980,0,1438,
0,1685,1,1812,
0,1560,12,1876,
0,1751,2,1862,
0,1409,11,2000,
0,1783,0,1665,
0,2243,0,1255,
1,1789,6,1623,
0,2139,0,1303,
0,1712,15,1761,
0,1962,7,1474,
0,1805,8,1656,
0,1953,3,1524,
0,1913,0,1556,
0,1752,9,1708,
0,1725,0,1723,
0,1581,5,1944,
0,1605,9,1870,
0,2056,8,1423,
0,1887,0,1607,
0,1515,9,1904,
0,2037,8,1384,
0,1800,11,1685,
0,1758,9,1570,
0,1880,5,1584,
0,1749,19,1676,
1,1446,3,1967,
0,1640,0,1856,
0,1745,1,1741,
0,1662,6,1848,
0,1705,15,1819,
0,1923,0,1522,
0,1739,0,1818,
1,1815,1,1557,
0,1758,6,1778,
0,1605,11,1814,
0,1917,5,1571,
0,1802,7,1658,
0,1936,6,1557,
0,1460,0,2026,
0,1792,2,1825,
0,1849,3,1630,
0,1379,1,2034,
1,1775,1,1659,
0,1757,3,1576,
0,1347,1,2097,
0,1365,3,2006,
0,1625,4,1843,
0,1420,15,1972,
0,1569,1,1897,
0,1774,6,1634,
0,2029,2,1440,
0,1741,3,1697,
0,1922,1,1631,
0,1509,11,1966,
0,1798,3,1628,
0,1767,3,1747,
0,1474,3,1968,
0,1410,5,2083,
0,1931,13,1495,
0,1601,8,1885,
1,2190,0,1384,
0,1859,1,1587,
0,1602,3,1846,
0,1506,6,1988,
0,1441,7,2083,
0,2053,22,1394,
0,1717,5,1810,
0,1585,1,1901,
0,1738,2,1754,
0,1853,4,1582,
0,1698,12,1645,
0,1843,6,1594,
0,1995,3,1384,
0,2006,1,1460,
0,1691,7,1747,
0,1628,13,1779,
0,1432,6,2068,
0,1926,1,1585,
0,1847,0,1630,
0,1553,2,1909,
1,1970,1,1444,
0,1554,4,1947,
0,1456,0,1979,
0,1487,0,1941,
0,1470,3,1993,
0,1568,5,1899,
1,1521,8,1906,
0,1934,8,1489,
0,1555,4,1840,
0,1825,0,1637,
0,1647,1,1830,
0,1289,12,2055,
0,1608,12,1882,
0,1509,5,2043,
0,1705,2,1799,
0,1836,0,1612,
0,2143,10,1338,
