treat_one,treat_zero,control_one,control_zero,
17,6485,120,5716,
9,5885,57,6401,
15,6130,76,6248,
13,4610,92,7721,
23,6327,50,6034,
13,5339,112,7000,
19,6108,82,6244,
16,7148,56,5092,
14,6747,70,5504,
8,6602,65,5762,
8,4706,75,7378,
11,6856,87,5342,
19,4888,94,7377,
21,6971,94,5230,
31,7337,107,4496,
6,6971,179,5325,
12,5798,121,6442,
13,6479,82,5954,
11,6850,126,5364,
11,7028,6,5445,
8,5877,97,6575,
14,5789,104,6509,
12,5389,92,6937,
2,5572,71,6794,
14,5668,91,6464,
14,6313,66,6003,
38,5178,111,6683,
22,6203,70,6177,
12,5886,62,6505,
10,6332,74,5718,
7,7060,89,5223,
14,6129,158,5964,
5,6566,128,5491,
6,5924,77,6366,
32,6579,94,5745,
12,5496,75,6885,
10,5252,85,7044,
1,6290,5,6325,
1,6138,157,6189,
6,6762,140,5497,
25,7422,75,4901,
17,3981,105,8281,
25,6767,82,5286,
6,5825,123,6453,
12,5826,128,6228,
9,6633,56,5642,
15,5813,82,6495,
4,6499,85,5847,
9,6142,144,5691,
2,6532,83,5961,
20,5879,49,6478,
14,6944,105,5236,
27,6457,81,5672,
11,6768,93,5592,
23,6961,82,5434,
8,6399,186,5753,
7,4768,107,7569,
21,6180,97,6062,
19,7524,94,4608,
1,6613,70,5905,
7,5039,120,6869,
30,5287,96,6776,
23,6669,108,5511,
2,5775,61,6669,
2,5533,116,6714,
9,6412,65,5974,
8,6489,97,5868,
4,5796,91,6468,
21,6457,94,5564,
5,4955,64,7531,
24,6494,94,5694,
9,7981,37,4158,
13,7388,21,5174,
12,6984,114,5137,
9,5542,47,6950,
0,5703,141,6628,
12,6222,85,5931,
6,6588,29,5895,
6,5636,189,6634,
9,5888,45,6645,
5,5738,35,6853,
23,5230,173,6951,
12,6759,67,5629,
1,6960,19,5511,
18,6630,138,5441,
31,5922,48,6293,
8,5437,140,6742,
26,5340,77,6823,
6,5591,196,6263,
15,6746,136,5344,
6,5327,89,7077,
47,6287,148,5542,
8,6774,58,5644,
34,5823,62,6163,
7,4927,95,7258,
16,5255,57,7093,
18,5734,171,6340,
1,4467,183,7538,
12,4895,129,7343,
16,5528,103,6603,
14,6042,35,6521,
4,6617,182,5478,
9,5008,115,7169,
8,6014,77,6357,
11,5495,81,6808,
18,6343,44,5952,
14,5894,187,6035,
2,5378,146,6905,
17,5694,108,6452,
15,6682,76,5675,
18,6021,123,6002,
12,6924,52,5339,
29,7724,121,4376,
0,7396,124,4866,
38,6077,53,6003,
2,5934,100,6515,
32,6168,81,5950,
18,5659,124,6434,
12,6273,31,6115,
27,7107,47,5078,
23,5455,154,6515,
24,5552,72,6725,
10,6518,88,5683,
4,4802,100,7509,
11,6923,125,5059,
15,7141,62,5182,
2,5430,56,6949,
28,6362,61,5742,
21,5706,36,6547,
11,6158,107,6107,
3,4498,68,8079,
26,7520,110,4531,
6,5768,219,6195,
10,5563,89,6907,
9,5189,70,7026,
29,6139,97,6097,
24,6355,117,5686,
2,6081,107,6169,
14,6486,83,5665,
23,5622,219,6360,
11,6957,111,5186,
5,5207,119,6869,
14,5750,181,6103,
8,6746,115,5341,
10,6051,167,6074,
14,6116,66,5976,
22,6003,52,6147,
30,5244,60,6839,
14,6984,77,5009,
8,6508,66,5667,
15,5549,174,6246,
3,5983,90,6578,
14,5878,188,5843,
13,6028,60,6091,
2,4969,71,7459,
4,6133,21,6075,
6,5040,109,7097,
28,5109,156,6990,
7,5596,113,6704,
13,6248,101,6019,
18,5149,98,7104,
35,7561,120,4194,
10,5049,101,7207,
29,5725,50,6367,
2,6391,119,5847,
17,5842,83,6487,
4,4851,179,7263,
14,5305,125,6993,
14,6336,69,5988,
4,5549,83,6551,
14,6329,92,5931,
2,6052,72,6140,
18,6157,132,6006,
18,6483,55,6068,
28,6818,27,5441,
36,5714,113,6147,
2,5378,97,6949,
13,5190,67,7078,
25,6748,74,5260,
4,4803,196,7361,
24,6161,124,6009,
5,6528,104,5852,
17,7880,32,4446,
9,6959,48,5268,
12,5148,23,7121,
12,6598,77,5460,
11,4696,13,7483,
15,6306,73,5949,
8,5845,146,6105,
16,5935,153,6111,
37,5515,133,6216,
8,7561,95,4519,
3,6578,86,5800,
34,5644,126,6501,
8,4984,154,6960,
16,5417,53,6999,
9,6141,40,6191,
11,5340,85,7056,
16,6655,45,5644,
9,6523,36,5985,
9,4991,82,7474,
10,6373,67,5888,
16,5993,65,6303,
32,6727,52,5522,
12,5098,55,7160,
4,6873,95,5573,
3,5387,118,6919,
23,6123,32,5966,
36,7221,121,4859,
12,5374,137,6418,
8,7986,120,4271,
9,6585,34,5691,
0,5535,135,6807,
8,6233,83,6294,
11,6844,93,5530,
12,6539,54,5856,
3,5543,169,6609,
13,6528,26,6093,
4,5560,74,6804,
1,5694,45,6740,
7,6070,110,6356,
14,8109,62,4131,
9,6761,116,5391,
12,6666,65,5612,
18,4213,108,7714,
6,6182,111,5994,
16,5938,117,6067,
26,5637,183,6350,
9,5604,36,6661,
12,6321,62,5745,
10,6801,109,5419,
31,5255,103,6658,
8,5410,108,6672,
21,7243,66,5030,
1,7607,41,4947,
22,7913,104,4315,
7,6102,132,6117,
16,5663,90,6576,
10,6457,60,6021,
27,6478,99,5878,
19,5942,67,6230,
22,6768,83,5316,
10,5480,97,6755,
0,5007,51,7330,
10,6252,81,6158,
18,6297,44,6042,
24,7236,47,4972,
16,7082,116,5007,
11,4792,39,7716,
21,6415,127,5657,
18,5554,103,6798,
10,6204,85,6190,
32,6876,74,5503,
13,6325,98,5729,
4,5180,213,6859,
12,5166,67,6771,
15,6311,96,5793,
10,6693,95,5516,
