treat_one,treat_zero,control_one,control_zero,
20,7236,54,4996,
9,6449,108,5874,
12,4683,72,7612,
9,5895,150,6195,
13,6402,84,5604,
4,6863,98,5290,
4,5916,21,6467,
6,4377,100,7601,
3,6491,58,6022,
22,7128,97,5099,
8,5922,120,6279,
1,5161,150,7070,
33,5326,14,7016,
17,5920,52,6543,
5,6892,31,5690,
11,6004,119,6097,
18,6540,123,5488,
9,5984,127,6214,
2,7303,61,5007,
4,7495,157,4511,
2,6978,88,5223,
10,6212,69,6135,
9,5345,94,7040,
18,6430,59,5806,
25,5677,150,6352,
1,6154,104,6257,
20,6325,139,5633,
7,5034,243,6968,
26,5086,108,7158,
14,4453,175,7480,
35,6750,41,5113,
20,7478,33,4734,
35,6113,50,5980,
28,6496,141,5553,
5,5653,22,6727,
15,6231,81,6129,
16,6403,131,5653,
22,5104,122,7058,
14,5898,53,6264,
17,7070,155,4977,
13,6036,96,6325,
37,6227,133,5760,
11,5240,52,6912,
13,6223,86,6031,
8,6845,126,5275,
9,5925,78,6469,
8,5862,103,6348,
10,6384,160,5841,
11,6539,86,6137,
9,7623,95,4763,
19,7056,95,5335,
11,7003,81,5248,
11,6299,54,5946,
4,5927,33,6584,
23,6479,99,5736,
27,5851,98,6354,
32,6015,159,6049,
9,8532,60,3825,
15,5587,126,6440,
18,6897,130,5386,
7,5665,108,6853,
16,7535,79,4679,
19,6455,31,5957,
14,6314,82,5994,
13,5476,99,6472,
13,7183,74,5040,
5,4974,63,7397,
17,6127,80,6168,
6,6866,100,5407,
6,6037,67,6204,
14,6988,93,5084,
10,5598,97,6741,
22,7033,41,5063,
11,6910,42,5485,
21,5841,36,6323,
26,6434,16,5884,
34,6210,95,5793,
20,5837,150,6238,
0,6508,136,5731,
23,6129,59,5859,
9,7656,80,4610,
3,5879,89,6381,
15,7248,127,4832,
16,7006,64,5468,
9,6997,129,5047,
10,6293,27,6345,
25,5934,125,6078,
25,6028,2,6416,
10,7172,67,5096,
28,6412,97,5582,
6,5819,92,6475,
8,7240,65,4956,
21,6605,77,5591,
12,7890,126,4368,
13,6811,94,5409,
23,7182,139,4979,
0,5602,134,6488,
16,6711,84,5690,
11,6939,48,5272,
9,5390,241,6803,
38,5798,128,6197,
18,6054,47,5987,
8,4762,104,7488,
8,5979,127,6143,
11,6184,69,5789,
5,5732,96,6373,
15,5489,147,6722,
25,7140,68,5030,
23,6916,61,5412,
11,6052,157,5996,
9,6244,143,5858,
2,6827,75,5655,
16,6746,150,5376,
11,6920,72,5268,
23,6088,46,6392,
9,4042,228,7925,
19,5900,12,6528,
29,7091,69,5161,
22,4857,127,7325,
9,5284,68,7019,
0,6574,138,5640,
14,5242,119,6912,
19,4846,83,7065,
17,6337,62,5851,
24,6903,42,5346,
18,6004,143,6190,
0,6843,96,5607,
20,7580,133,4335,
15,5324,144,6950,
4,6416,99,5954,
8,6558,93,5841,
17,5818,83,6381,
12,8032,81,4295,
12,5713,92,6333,
22,6476,24,5813,
32,5485,138,6411,
21,6869,24,5382,
24,5334,34,6910,
19,5876,91,6526,
14,5809,27,6349,
15,6764,36,5757,
12,6115,152,5815,
20,6080,68,6084,
12,4757,131,7361,
11,6949,91,5380,
14,6121,62,6080,
2,4386,146,7839,
16,5934,91,6214,
11,6470,159,5804,
4,6593,68,5766,
5,6004,72,6562,
22,4564,95,7459,
5,6948,81,5335,
18,5682,59,6480,
19,5067,83,7061,
2,5435,105,6836,
14,5607,61,6444,
8,5183,43,7289,
1,5715,85,6749,
11,6463,79,5917,
13,8107,54,4324,
14,6164,177,6074,
4,5004,169,6902,
16,5745,44,6563,
28,5248,122,6841,
7,4664,145,7563,
2,4333,76,8131,
10,6277,94,5833,
15,4428,181,7539,
28,6441,43,5816,
24,5645,31,6737,
18,5802,85,6068,
11,5412,137,6785,
23,5868,96,6316,
17,6864,122,5448,
12,5525,135,6690,
22,5132,201,6829,
9,6052,4,6360,
21,6540,34,5660,
6,5268,173,6971,
7,6135,90,6370,
2,6641,38,5767,
35,6319,66,6101,
17,6009,115,5885,
23,6469,9,5947,
13,5394,172,6786,
3,6881,45,5448,
17,5220,91,6988,
18,6252,76,5991,
27,6268,81,5764,
19,6581,35,5659,
17,5964,76,6388,
14,6474,133,5672,
12,5783,133,6206,
15,7220,99,5117,
17,6298,29,5923,
36,7347,92,4616,
20,5656,81,6586,
30,6609,35,5433,
19,5100,77,7181,
11,6185,65,5991,
0,5396,71,7044,
9,5615,78,6588,
29,6473,77,5801,
0,5640,42,6738,
46,5627,115,6230,
16,5820,58,6192,
18,6190,40,6091,
2,5481,94,6793,
28,4676,61,7546,
19,5875,105,6174,
20,7143,98,4863,
8,6933,87,5449,
23,6987,76,5172,
17,5840,158,6342,
23,6820,70,5389,
7,5246,139,6804,
9,6763,75,5517,
13,6472,54,5825,
24,4931,164,6771,
20,5647,79,6404,
2,6325,161,5607,
8,5366,118,6783,
6,6034,78,6420,
23,6146,74,5955,
1,6614,130,5658,
6,6715,85,5777,
3,4964,106,7346,
11,6613,78,5550,
12,6151,121,6001,
2,6605,78,5736,
12,6193,125,6134,
19,6501,106,5683,
11,4957,104,7150,
49,7338,53,4746,
19,5032,103,6916,
13,4829,133,7478,
18,5964,94,6404,
34,6138,79,5924,
17,6779,62,5342,
19,6065,112,6325,
15,6646,83,5471,
