treat_one,treat_zero,control_one,control_zero,
1,7033,57,5460,
6,6007,41,6447,
1,6491,54,5790,
2,6331,139,5994,
6,5989,118,6442,
3,5155,108,7029,
5,6208,110,5887,
0,5035,174,7231,
0,5300,89,7000,
2,6267,38,6332,
2,6871,75,5376,
5,6620,135,5551,
9,5460,36,6948,
7,5093,135,7035,
7,6252,116,5816,
2,5537,85,6739,
1,6473,67,5945,
1,6475,112,5676,
2,4748,188,7278,
3,6367,55,5947,
7,5599,73,6555,
5,7354,67,4933,
7,5712,52,6583,
1,6316,48,6298,
2,5387,86,6594,
3,6557,104,5581,
2,5483,203,6420,
4,4788,129,7362,
9,5064,82,7104,
13,6606,56,5622,
2,6573,69,5905,
1,5853,114,6248,
4,5343,95,6772,
3,6164,141,6119,
0,5523,110,6668,
4,6446,182,5537,
1,5675,63,6660,
1,6327,71,5915,
3,6792,54,5588,
4,5606,73,6591,
2,4836,110,7260,
1,5683,81,6404,
4,7713,79,4772,
4,4085,117,8239,
3,5447,24,7028,
3,5667,95,6322,
4,6231,94,5758,
0,6815,42,5530,
1,6588,92,5700,
5,6828,119,5373,
2,6474,31,5786,
3,5798,92,6195,
2,4779,104,7415,
0,6334,102,5953,
4,6027,92,6321,
15,6156,75,6150,
1,4610,68,7835,
2,6121,156,6057,
0,5650,74,6888,
6,5863,124,6235,
4,6239,81,5989,
0,7014,22,5489,
2,6816,57,5576,
4,5642,96,6454,
5,7720,57,4814,
2,5871,100,6408,
5,6335,75,5997,
0,5308,84,6977,
1,5562,75,6852,
3,6434,52,5802,
2,6529,69,5815,
0,5490,55,6900,
5,5680,93,6628,
6,6846,55,5523,
5,6582,89,5630,
0,6180,98,6237,
0,5831,197,6406,
0,6088,97,6422,
3,6979,32,5456,
1,6397,109,5922,
0,6442,51,5772,
0,4839,117,7196,
7,5308,62,6894,
1,6014,167,6180,
6,6656,53,5617,
2,6302,71,5911,
2,5826,130,6346,
2,5609,83,6577,
2,7082,79,5171,
3,5704,54,6578,
5,6055,42,6317,
3,6692,69,5584,
2,5318,108,6720,
2,6245,98,5893,
3,6021,98,6107,
1,6159,130,5899,
3,7308,74,4909,
0,6309,47,6283,
5,5189,32,7101,
0,7062,69,5297,
8,5175,89,6959,
4,6235,36,6155,
2,6839,37,5559,
2,5895,112,6475,
5,6197,69,6107,
1,6473,38,5680,
6,5513,126,6638,
4,5921,42,6478,
4,5004,96,7164,
5,6701,81,5507,
2,7236,113,5044,
5,6491,130,5753,
2,7319,84,5107,
4,6376,47,5676,
4,6872,52,5553,
2,6247,88,6128,
7,7033,20,4995,
3,5777,144,6406,
5,6931,51,5519,
0,5123,104,7193,
4,5298,141,6437,
0,6656,52,5430,
6,5735,90,6569,
5,6763,98,5635,
8,4611,107,7328,
6,5875,113,6374,
0,6011,61,6482,
2,6221,33,6246,
0,5401,83,6807,
3,6186,73,6090,
2,6716,102,5602,
5,5566,105,6436,
0,5855,136,6406,
6,5514,19,6726,
4,5445,89,6867,
0,6939,70,5412,
1,5864,180,6340,
4,7351,166,4912,
2,6067,111,6346,
10,5780,46,6304,
10,5814,141,6232,
0,5828,65,6589,
8,6389,138,5624,
1,5762,55,6814,
1,6071,11,6390,
1,5445,183,6602,
4,6271,138,5790,
1,5865,191,6168,
7,6415,69,5797,
1,5782,146,6313,
0,5873,134,6372,
11,5895,181,6215,
0,6725,65,5918,
0,6926,55,5442,
4,6885,117,5322,
2,6120,42,6360,
6,6502,158,5419,
5,5367,158,6599,
9,6766,118,5126,
2,6235,38,6134,
1,6791,131,5286,
1,6446,128,5796,
4,5757,89,6295,
4,7064,104,5268,
1,5888,96,6462,
3,6573,65,5671,
1,5925,58,6545,
2,7378,126,4687,
0,6696,101,5386,
2,4941,147,7019,
1,5910,100,6620,
6,7233,39,4874,
1,5880,107,6248,
2,6490,104,5775,
5,7031,59,5230,
1,5926,112,6350,
7,5632,76,6610,
5,5846,145,6261,
3,7002,43,5418,
2,6685,20,5755,
0,6708,136,5489,
0,6161,23,6207,
1,6537,62,5771,
2,4637,144,7343,
2,6531,79,5713,
3,6988,18,5259,
5,5350,136,6671,
0,5203,178,6760,
4,7016,30,5424,
6,7401,21,4964,
4,5638,113,6673,
1,5101,54,7228,
3,6199,135,6007,
3,6432,85,5898,
2,6878,79,5493,
2,7196,66,5327,
6,5999,33,6153,
3,7680,52,4399,
5,6946,54,5500,
4,7673,43,4542,
2,5565,127,6609,
3,5532,88,6513,
4,7216,69,5228,
4,6028,121,6326,
1,5343,127,7078,
1,5987,103,6119,
4,6595,27,5862,
4,5981,73,6299,
1,6343,70,5920,
3,6124,56,6191,
8,5464,71,6543,
9,6340,108,5725,
2,6124,69,6197,
4,6926,112,5240,
0,6679,71,5714,
2,6291,88,6073,
1,5214,48,7216,
2,4925,22,7081,
4,6235,63,6162,
1,6330,147,5704,
4,7081,32,5342,
3,5023,107,7322,
4,7019,53,5109,
18,6272,43,5795,
6,5604,36,6886,
2,7463,116,4824,
3,4423,163,7498,
5,6679,30,5752,
3,6412,43,6027,
2,5996,50,6590,
5,7058,45,4981,
1,7150,105,4970,
0,5341,73,6937,
5,7401,62,4991,
5,5893,84,6507,
2,6451,146,5742,
8,6091,65,6057,
4,4705,107,7301,
5,5979,70,6145,
2,7133,41,5259,
2,7065,57,5159,
0,6027,110,6318,
1,7051,82,5272,
3,7913,49,4470,
4,6071,46,6259,
8,5791,80,6332,
2,5763,55,6579,
3,4744,68,7604,
2,6949,55,5529,
8,7007,16,5400,
2,5751,140,6458,
3,5065,109,6838,
9,5548,116,6584,
1,6325,73,5896,
0,6189,75,6266,
0,7536,93,4699,
6,5550,91,6531,
2,5230,56,6963,
1,6035,153,6203,
4,5816,37,6408,
3,5195,181,6980,
1,6981,145,5155,
1,5424,98,6861,
6,6188,149,5794,
6,6369,70,6017,
0,6619,35,5822,
4,6834,88,5363,
5,6681,96,5559,
0,6390,114,5974,
2,5454,89,6824,
1,5954,141,6261,
0,6607,49,5698,
3,5466,78,6602,
1,6565,101,5678,
7,6156,138,6106,
5,7234,41,5363,
3,6830,100,5360,
