treat_one,treat_zero,control_one,control_zero,
0,1612,5,2038,
0,1939,3,1601,
0,1656,0,1996,
0,2150,2,1374,
0,1860,28,1679,
0,1699,0,1871,
0,1474,6,2006,
0,1828,2,1671,
0,2116,7,1533,
0,2061,14,1441,
0,1571,11,1886,
0,2070,13,1473,
0,1734,0,1873,
1,2043,1,1555,
0,1546,0,1891,
0,1768,2,1838,
0,2474,4,1149,
0,1833,4,1696,
0,1163,6,2277,
0,2003,0,1635,
0,2203,1,1422,
0,1931,1,1590,
0,1719,2,1845,
0,2144,19,1389,
0,2469,0,1174,
1,1672,5,1893,
4,1760,17,1772,
0,1619,6,2029,
0,2346,0,1302,
0,2487,2,1059,
0,1792,0,1855,
0,1605,0,2036,
0,1760,15,1732,
0,1534,11,2080,
1,1462,7,2075,
0,2002,5,1557,
1,1778,12,1904,
0,1784,7,1790,
0,1773,11,1895,
0,1622,0,1825,
1,1985,2,1610,
0,1773,10,1751,
0,1652,11,1854,
0,1549,2,2071,
0,1936,4,1623,
0,1433,7,2090,
0,1413,2,2089,
0,1837,12,1679,
0,1716,1,1697,
0,1647,12,1927,
0,1829,4,1765,
0,1337,1,2282,
1,1797,1,1787,
0,1975,0,1549,
0,1161,1,2363,
0,1523,5,1994,
4,1462,5,2119,
0,2036,17,1505,
0,1890,0,1688,
0,2025,2,1537,
0,1544,12,1907,
0,1779,6,1792,
0,1831,16,1767,
1,1450,0,2032,
0,1794,15,1727,
0,2165,11,1412,
0,1898,29,1649,
0,1369,10,2174,
0,1622,4,1903,
0,2011,1,1595,
0,1833,1,1643,
0,2264,6,1410,
0,1745,1,1835,
0,1381,1,2229,
0,2043,4,1551,
0,1914,1,1692,
0,1675,4,1863,
0,1940,4,1667,
0,1654,2,1758,
0,1896,0,1744,
0,2186,1,1435,
0,2057,0,1483,
0,2109,6,1519,
0,1554,0,1992,
1,1518,5,2020,
0,1854,10,1675,
0,1777,0,1852,
0,1364,5,2048,
0,1641,2,2020,
0,2115,12,1426,
0,1575,1,1992,
0,2138,9,1484,
0,1761,0,1741,
0,1900,1,1627,
0,1738,6,1815,
2,1665,7,2019,
0,1780,2,1840,
0,2351,0,1221,
0,1610,4,1897,
0,1150,0,2427,
0,1368,4,2147,
0,1989,0,1619,
1,1925,12,1632,
0,1470,0,2045,
0,1505,2,2050,
0,1609,1,1882,
0,1626,2,1863,
0,1713,4,1943,
0,1938,0,1587,
0,2260,0,1365,
0,1688,10,1855,
0,1566,5,2093,
0,1537,4,2014,
0,1461,18,2048,
0,2427,5,1229,
2,1775,6,1903,
0,1397,6,2066,
0,1668,0,1972,
0,1950,9,1642,
0,2613,0,1051,
1,1883,0,1520,
0,1412,0,2246,
0,2238,2,1494,
0,2037,1,1543,
0,1632,2,1852,
0,1738,1,1761,
0,1705,0,1829,
0,1286,7,2267,
0,1984,17,1572,
0,1842,3,1591,
1,1819,0,1748,
0,1416,6,2185,
0,2009,2,1549,
0,2187,0,1311,
1,1831,0,1708,
0,1220,0,2283,
0,1961,0,1622,
0,1567,0,2044,
0,1919,3,1700,
0,1700,6,1829,
1,1852,0,1745,
0,2043,1,1373,
0,2339,6,1108,
2,1922,12,1574,
0,1667,4,1810,
0,1872,2,1584,
0,1775,0,1698,
0,1302,13,2166,
0,1765,5,1839,
0,2032,0,1625,
0,1776,6,1724,
0,2265,0,1277,
0,1900,1,1718,
0,1862,7,1852,
0,1470,6,2024,
0,1473,6,2074,
0,1370,3,2158,
0,1978,3,1600,
0,2236,6,1404,
0,1526,7,2083,
0,2529,7,1033,
0,1987,1,1667,
0,1624,2,1896,
0,2115,4,1443,
0,1993,0,1642,
0,1881,0,1740,
0,2016,13,1436,
0,1799,3,1688,
0,1633,0,2020,
0,1844,0,1767,
0,1621,0,1942,
0,1305,20,1996,
0,1740,9,1873,
1,1719,6,1719,
0,1775,0,1927,
0,1996,1,1552,
0,2266,7,1247,
0,1815,4,1640,
0,2273,0,1221,
0,2098,1,1416,
0,1479,0,1999,
0,1809,4,1726,
0,1777,9,1669,
0,2314,0,1262,
0,2155,0,1348,
0,2041,3,1546,
0,1645,6,1948,
0,1861,0,1687,
0,1865,0,1628,
0,1866,9,1662,
0,1841,0,1701,
0,1713,0,1964,
2,1802,10,1660,
0,1913,5,1676,
0,1193,4,2351,
0,1992,0,1689,
0,1706,2,1858,
0,1954,1,1635,
0,1662,4,1931,
0,1420,9,2239,
