treat_one,treat_zero,control_one,control_zero,
1,1921,6,1700,
0,1776,8,1699,
0,1541,4,1940,
0,1013,15,2484,
1,2049,21,1584,
0,1491,0,2119,
0,1593,0,2038,
0,1804,7,1660,
0,1627,1,1911,
0,1783,12,1765,
1,1431,7,2019,
0,2333,2,1177,
0,1733,1,1765,
0,1757,1,1806,
0,1299,0,2296,
0,1423,0,2167,
0,1756,13,1702,
0,1685,7,1831,
0,1686,0,1863,
0,1461,5,2143,
0,1029,13,2490,
0,2077,1,1276,
0,2101,4,1506,
2,1776,2,1704,
1,1851,0,1523,
0,1559,6,2013,
0,1782,6,1789,
0,1601,2,2021,
0,1720,17,1851,
1,1999,7,1437,
0,1937,1,1692,
0,1275,1,2412,
0,2051,1,1480,
0,1273,8,2304,
0,1723,4,1787,
0,1942,0,1599,
0,1739,6,1872,
0,1972,10,1496,
0,1559,1,1874,
0,1868,0,1618,
0,2116,1,1484,
0,1612,12,1963,
0,1698,9,1824,
0,1560,2,1974,
0,1908,3,1672,
0,1708,0,1927,
0,1908,0,1778,
0,989,14,2419,
0,1885,6,1659,
0,1782,19,1834,
0,1747,1,1872,
0,1739,12,1767,
0,2062,2,1504,
0,1649,15,1827,
0,1585,1,2102,
0,1479,17,2031,
0,1664,9,1828,
0,1184,9,2285,
0,1764,0,1739,
0,1726,5,1784,
1,1942,0,1628,
1,1238,7,2366,
0,1421,2,2144,
0,1988,2,1506,
0,1642,5,1885,
0,1235,0,2356,
1,1435,9,2129,
0,1355,0,2114,
0,1614,0,2013,
0,1555,5,1958,
0,1316,4,2228,
0,2171,3,1445,
1,1429,0,2078,
0,1652,1,1949,
1,1635,9,1876,
0,1593,6,1949,
0,1949,12,1601,
0,1176,9,2281,
1,1794,0,1784,
0,2427,0,1167,
0,1648,0,1960,
0,1646,10,1903,
0,1637,0,1977,
0,2064,4,1500,
0,1651,0,1918,
0,1909,8,1608,
0,1803,5,1756,
0,2307,0,1334,
0,965,12,2615,
0,1907,6,1648,
0,1832,5,1652,
0,1897,2,1693,
1,1789,4,1787,
0,1650,16,1811,
0,1601,0,2016,
0,2203,3,1361,
0,2054,10,1363,
0,1847,0,1757,
0,1591,9,1950,
0,2544,1,1026,
0,1774,9,1900,
0,1397,2,2274,
0,1651,6,1908,
1,1919,8,1489,
1,1780,6,1903,
0,2219,2,1404,
0,1707,7,1842,
1,1592,4,1927,
3,1856,16,1701,
0,1957,0,1540,
0,1788,2,1832,
0,1602,13,2066,
0,1388,1,2181,
0,2322,0,1282,
0,1597,6,1931,
1,1700,0,1891,
0,1432,12,2117,
1,2090,2,1456,
0,1908,0,1464,
0,1371,9,2029,
0,2112,3,1467,
0,1565,1,1939,
0,1504,2,2101,
0,2039,9,1583,
0,1688,2,1875,
0,1536,1,2136,
0,2297,3,1388,
0,1277,0,2219,
0,1494,2,2153,
1,1457,16,1964,
0,2287,0,1270,
0,2275,6,1470,
3,1949,2,1487,
0,2106,0,1376,
0,1906,1,1707,
0,1825,4,1743,
0,1582,4,2081,
0,2512,0,1059,
0,2180,1,1327,
0,1586,1,1866,
0,1587,16,1951,
0,1494,0,2053,
0,1710,13,1842,
0,2459,1,1041,
0,1540,2,1923,
0,2423,5,1180,
0,1454,4,2005,
1,1805,2,1689,
0,2190,0,1327,
0,2168,5,1369,
0,1784,10,1707,
0,2013,6,1486,
0,1717,6,1817,
0,1937,0,1631,
0,1686,6,1890,
1,1785,3,1887,
0,1293,5,2274,
0,1702,12,1803,
0,1664,0,1859,
1,1664,0,1967,
0,2079,12,1699,
0,1951,12,1579,
0,2113,18,1436,
0,1394,6,2122,
0,1396,7,2163,
0,2232,0,1297,
0,2214,9,1335,
0,1896,0,1885,
0,1868,2,1652,
0,1718,0,1812,
0,1760,1,1765,
0,2169,15,1412,
1,1576,0,1958,
1,1625,5,1879,
0,1760,6,1822,
0,1289,15,2244,
0,1898,0,1702,
0,1544,6,2003,
0,1683,18,1819,
0,1873,10,1661,
0,2233,1,1476,
0,1732,2,1757,
0,1722,18,1805,
3,1953,3,1581,
0,1584,9,1958,
1,2067,6,1414,
0,1813,4,1809,
0,2401,14,1106,
0,1295,0,2332,
0,1546,45,1995,
1,1690,5,1883,
0,1793,2,1813,
1,1957,16,1696,
0,1573,3,2017,
0,1881,1,1629,
0,2013,0,1604,
0,1860,4,1692,
0,1396,2,2327,
0,1902,0,1729,
0,1193,3,2269,
0,1509,9,2076,
0,1537,11,2064,
0,2102,15,1538,
0,1925,12,1639,
0,1485,1,2192,
0,1533,0,2024,
0,1792,3,1772,
0,1758,1,1857,
0,1049,9,2503,
0,1430,3,2154,
0,1763,4,1802,
0,1809,7,1788,
1,1667,9,1832,
0,1681,2,2013,
1,2002,7,1540,
0,2178,3,1416,
0,1781,16,1878,
0,1938,5,1591,
0,1707,1,1967,
0,1826,0,1736,
0,1701,3,1831,
1,1788,1,1745,
0,1678,0,1848,
0,1656,0,1813,
0,2243,12,1391,
1,1987,4,1595,
1,2239,5,1466,
1,2120,1,1448,
0,1869,0,1702,
0,1416,20,2113,
1,1601,1,2010,
0,1817,7,1740,
0,1748,0,1809,
0,2042,12,1530,
0,1848,7,1767,
0,2402,0,1164,
0,1817,7,1721,
0,1795,0,1841,
0,1500,0,2039,
0,1715,3,1927,
0,1784,0,1717,
0,1450,14,2179,
0,2015,3,1353,
0,1544,4,2010,
0,1577,19,1989,
1,2261,7,1204,
0,1975,0,1648,
0,1724,0,1741,
0,1336,5,2195,
0,1319,9,2258,
0,1994,7,1588,
0,2291,0,1290,
0,2113,4,1676,
0,2055,1,1472,
1,1416,4,2208,
0,1838,10,1755,
1,2415,0,1187,
0,1624,5,1959,
0,1835,3,1761,
0,1674,3,1827,
0,1794,1,1667,
0,1327,7,2289,
0,1909,1,1710,
0,1836,16,1714,
0,1724,2,1868,
0,1849,0,1594,
0,1722,2,1705,
0,2039,2,1536,
0,1652,14,1871,
0,2169,1,1364,
0,2654,8,1054,
0,1999,9,1558,
0,1500,6,1970,
0,1813,13,1760,
0,1824,2,1776,
0,1519,1,1949,
0,1782,3,1764,
0,1977,4,1651,
0,2086,4,1548,
0,1316,0,2239,
0,1337,0,2211,
0,2030,5,1540,
0,1782,1,1776,
0,1481,19,2131,
0,1963,0,1507,
0,1930,0,1603,
0,1850,5,1640,
0,2042,8,1519,
0,1980,0,1540,
0,1896,0,1705,
0,1725,1,1856,
2,1714,4,1906,
0,1649,4,2017,
0,1394,4,2068,
0,1578,16,1941,
0,1511,2,2024,
0,1273,12,2180,
0,1423,2,2069,
1,2014,1,1594,
0,1967,4,1576,
