treat_one,treat_zero,control_one,control_zero,
0,3943,0,2265,
0,2789,6,3430,
0,3166,1,2962,
0,2536,9,3682,
0,3013,10,3293,
0,3699,14,2424,
0,3955,9,2318,
2,3349,2,2956,
0,2618,14,3545,
0,3147,14,3126,
1,3268,7,3055,
0,3500,2,2845,
1,2924,1,3316,
2,2774,11,3485,
0,2639,16,3649,
0,3747,6,2508,
0,3113,21,3159,
0,3192,16,3092,
0,3155,8,3119,
0,2495,11,3657,
0,3087,11,3141,
0,3412,16,2756,
0,2800,2,3656,
0,3273,3,2885,
0,2385,6,3860,
0,3143,10,3042,
0,3221,5,3009,
0,3003,8,3224,
0,3221,26,2929,
0,2323,0,3883,
1,3552,0,2776,
0,3312,5,2899,
0,2718,8,3395,
0,3005,2,3179,
0,3714,14,2631,
0,2902,5,3317,
0,3041,7,3207,
2,2632,9,3466,
0,2119,17,4185,
0,2598,13,3711,
0,3264,1,2868,
1,3109,0,3133,
0,3240,9,2901,
0,2696,3,3342,
3,3842,12,2472,
0,3392,5,2881,
0,3514,0,2761,
1,3835,1,2362,
0,3260,6,3015,
2,2971,12,3203,
0,3068,7,3061,
0,2453,9,3595,
0,2721,5,3483,
0,2839,6,3404,
0,2443,3,3912,
0,3048,0,3217,
0,2599,16,3647,
0,2859,7,3383,
2,2632,14,3633,
0,2866,8,3561,
0,2112,4,4020,
1,3596,4,2630,
0,3493,8,2786,
0,2951,6,3095,
0,3327,9,2991,
0,2792,39,3454,
1,2531,12,3616,
0,2689,4,3747,
0,2656,8,3635,
0,3402,6,2916,
0,3154,7,3091,
0,2755,13,3434,
0,3183,4,3016,
1,3062,1,3158,
0,2845,9,3395,
0,2885,2,3451,
0,3798,13,2469,
0,3666,8,2678,
0,3430,14,2735,
0,3708,2,2576,
0,3451,0,2720,
1,3308,5,2891,
0,3078,0,3250,
0,3249,8,3030,
0,2645,13,3386,
0,3067,2,3083,
0,3181,10,3127,
0,3182,0,2965,
0,3594,6,2563,
1,2804,6,3430,
0,2935,5,3124,
0,3354,9,2942,
0,3068,8,3211,
1,3735,2,2586,
1,3166,3,3071,
0,2946,5,3401,
0,2476,11,3734,
0,3327,8,2951,
0,2883,16,3205,
1,3213,12,2907,
0,3337,13,2861,
0,3001,14,3218,
0,3187,0,3010,
0,3376,7,2921,
1,2715,5,3480,
0,3154,16,2940,
0,2897,2,3265,
0,2443,5,3911,
0,3543,14,2609,
0,2695,17,3417,
1,3853,26,2567,
1,3626,0,2605,
0,3785,6,2419,
0,2859,4,3369,
1,3148,7,3150,
0,2478,0,3656,
0,3660,5,2389,
0,2789,3,3590,
0,2839,3,3309,
0,3358,4,2867,
0,2468,4,3862,
0,3188,7,2919,
2,2593,2,3638,
0,3234,16,2869,
0,3460,5,2827,
0,2545,14,3676,
0,3556,0,2724,
0,2751,2,3434,
1,3449,5,2715,
0,3110,7,3150,
0,3164,12,3093,
1,2648,0,3555,
0,2425,3,3745,
0,3538,2,2794,
0,3242,1,3004,
0,3713,18,2688,
0,2876,10,3402,
0,3696,0,2620,
1,2659,18,3511,
0,2775,11,3604,
0,3464,6,2801,
0,3646,17,2620,
0,3420,5,2844,
1,2815,8,3616,
0,3476,12,2878,
0,3059,8,2997,
0,2636,0,3577,
0,3649,5,2595,
0,2881,18,3367,
2,3333,10,2898,
0,2791,26,3540,
0,2693,4,3399,
1,3110,0,3227,
3,3187,7,3147,
0,3327,15,2781,
1,3866,16,2379,
0,3352,16,2781,
0,3137,18,3156,
0,3081,11,3186,
2,3219,26,2950,
0,2835,5,3513,
0,3176,6,3060,
0,2685,13,3453,
1,3113,9,3128,
0,2998,0,3211,
0,2185,6,4023,
0,3488,3,2760,
0,2901,1,3381,
0,2674,21,3688,
0,2907,18,3329,
1,3029,4,3156,
0,2846,16,3263,
0,2631,9,3622,
0,2835,37,3265,
2,2433,3,3745,
0,2913,6,3316,
0,3877,3,2542,
1,3321,22,2931,
0,3127,10,3006,
0,3406,2,2772,
0,3141,2,3168,
0,3400,12,2972,
0,2668,11,3497,
0,3126,7,3043,
0,3515,0,2808,
1,3951,5,2243,
0,3676,8,2561,
0,3340,16,2810,
0,3546,2,2707,
1,3302,4,2933,
0,3585,2,2688,
0,2711,16,3542,
0,2664,8,3574,
0,2674,4,3677,
0,3052,4,3210,
0,3044,9,3306,
0,3240,19,2998,
0,3648,5,2653,
1,2420,12,3940,
0,3651,7,2572,
1,2973,7,3309,
0,3102,10,3033,
0,2941,9,3238,
0,2699,7,3567,
0,2506,1,3622,
0,2905,9,3335,
0,3562,9,2701,
0,3669,11,2544,
1,4287,8,1978,
0,3472,8,2719,
0,3241,7,2747,
0,3379,16,2874,
0,3351,3,2920,
0,3086,3,3272,
2,2842,2,3477,
0,2732,16,3425,
0,2849,0,3175,
0,3306,13,2766,
0,3189,13,3205,
0,3063,15,3150,
0,2560,18,3786,
0,3362,1,2964,
0,3567,8,2694,
0,3098,2,3223,
0,3096,7,3185,
0,3137,18,3134,
0,2788,2,3363,
0,2993,11,3202,
0,3432,4,2757,
0,3232,22,2806,
1,3540,0,2637,
0,2967,37,3270,
0,2558,20,3695,
0,3343,3,2837,
0,2687,2,3722,
1,3364,14,2927,
0,2957,8,3159,
0,3634,3,2554,
1,3076,13,2970,
0,2613,6,3666,
1,3387,9,2876,
0,3543,5,2740,
0,3092,4,3190,
0,3214,9,3088,
0,2875,10,3387,
0,2789,0,3439,
0,3349,9,2822,
0,3320,4,2709,
0,3076,3,3212,
1,4017,21,2154,
0,3619,25,2491,
0,3792,4,2416,
0,3054,17,3068,
0,3441,5,2696,
0,3015,0,3331,
1,3106,4,3071,
0,3023,19,3076,
0,3485,4,2717,
0,3973,1,2324,
0,3406,31,2883,
0,3437,6,2754,
0,3057,4,3339,
0,3511,7,2634,
0,2584,10,3661,
0,3449,0,2784,
0,2527,6,3764,
0,3335,4,2985,
0,3617,20,2565,
1,3265,9,2894,
0,3466,12,2826,
1,3323,4,2843,
1,3265,7,2826,
0,3169,3,2956,
3,3312,4,2848,
0,3261,9,2928,
0,3014,12,3206,
1,3182,6,3025,
0,3256,6,3083,
0,3106,11,3139,
1,2979,1,3264,
0,3346,7,2865,
1,2896,10,3392,
0,2928,1,3222,
0,3120,5,3169,
0,2630,1,3522,
0,2907,11,3409,
0,2589,11,3610,
0,3114,4,3061,
0,3177,20,3161,
0,3575,5,2692,
0,2874,23,3294,
0,3134,8,2833,
1,3510,7,2663,
1,3166,12,3073,
0,2930,9,3303,
1,2971,5,3179,
0,3589,17,2709,
0,3052,1,3313,
0,2465,7,3824,
1,4067,3,2120,
0,3051,4,3233,
0,3051,7,3126,
0,3514,5,2870,
1,3734,1,2406,
0,3159,11,3069,
0,3545,13,2827,
0,3854,4,2288,
0,3154,10,2898,
0,3254,0,3025,
0,3069,14,3084,
0,3105,16,3169,
0,3195,24,2803,
0,3457,8,2632,
2,3747,1,2436,
0,2670,15,3362,
0,3765,6,2371,
0,2887,17,3367,
0,3562,0,2588,
0,3195,0,3114,
0,2202,2,3914,
0,2876,13,3235,
0,3123,9,3155,
0,3203,13,3057,
0,3005,6,3071,
1,2487,1,3878,
0,3063,13,3075,
0,3160,5,3110,
0,3555,1,2627,
0,3411,15,2712,
0,2820,11,3429,
0,3255,8,3016,
0,3683,1,2720,
0,3584,18,2851,
0,2985,9,3259,
0,3711,17,2493,
3,3190,5,3048,
0,2690,8,3380,
0,2966,4,3280,
0,2893,5,3471,
0,2832,29,3422,
1,2860,33,3213,
0,3169,3,3076,
0,3240,9,2920,
0,2336,7,3917,
0,3443,1,2896,
0,3198,11,2824,
0,2903,8,3413,
0,2595,1,3645,
0,2986,9,3221,
0,2916,7,3221,
0,3605,10,2340,
1,3238,1,3014,
0,2485,4,3634,
0,3105,1,3061,
0,2934,17,3219,
0,3256,2,2969,
1,3362,12,2967,
1,2692,3,3567,
0,3407,0,2642,
0,3372,11,2856,
1,4191,5,2041,
0,3852,1,2515,
