treat_one,treat_zero,control_one,control_zero,
3,3351,29,3499,
0,4330,54,2704,
1,4294,35,2824,
6,3367,66,3729,
7,3776,103,3106,
0,3045,87,3809,
3,3376,70,3689,
3,3518,97,3386,
2,2683,16,4367,
0,3436,33,3747,
3,3283,97,3320,
4,3302,53,3697,
2,3354,42,3746,
6,3333,70,3477,
2,3256,89,3522,
9,3896,3,2988,
4,3685,96,3244,
0,3260,88,3814,
1,3625,134,3408,
3,3564,22,3328,
4,3598,41,3304,
3,4004,31,2939,
3,3602,49,3269,
0,3348,30,3723,
2,3155,68,3822,
1,4064,10,2932,
3,3406,20,3706,
0,3521,65,3376,
1,4275,79,2758,
6,3585,6,3444,
0,3578,6,3594,
0,3438,91,3547,
1,3617,65,3636,
4,2680,58,4346,
2,4159,49,2822,
0,2664,94,4315,
1,4185,24,2672,
0,3057,191,3677,
2,4352,68,2791,
3,2836,133,3977,
4,4211,34,2898,
0,3586,17,3536,
0,3439,90,3688,
1,3540,23,3533,
1,3682,48,3380,
4,3961,1,3197,
1,3564,67,3417,
3,3651,19,3287,
0,3728,50,3408,
0,3502,58,3551,
2,3505,71,3446,
1,3749,27,3360,
0,2953,43,3937,
2,4025,17,3015,
3,3282,22,3715,
0,3538,80,3424,
0,3894,19,3071,
4,3392,91,3496,
0,4159,25,3009,
0,3559,76,3289,
2,4330,58,2639,
0,3175,70,3572,
5,2800,66,4108,
0,3237,75,3746,
6,3188,8,3722,
7,3765,6,3404,
10,4314,70,2481,
0,3870,27,3067,
0,2506,66,4496,
2,4286,5,2825,
3,4132,2,3106,
0,2693,30,4417,
2,3065,75,3670,
2,3807,140,3047,
2,4501,48,2435,
3,4592,5,2453,
3,4429,11,2656,
0,3272,37,3829,
2,3589,55,3461,
3,3719,80,3263,
0,3079,64,3982,
0,3565,87,3357,
1,4044,35,2763,
0,3919,103,3013,
7,3597,53,3437,
2,3133,93,3708,
0,3087,65,4076,
0,3492,47,3469,
0,4156,68,3047,
2,3968,78,2964,
0,2974,45,4124,
0,5019,10,2123,
4,3078,24,3811,
2,4429,27,2696,
0,3624,23,3566,
0,4192,76,2856,
3,3484,79,3485,
5,4235,61,2710,
2,4389,68,2595,
1,3374,96,3643,
0,3586,32,3519,
0,3230,56,3784,
0,4057,16,2932,
3,3572,84,3200,
0,3935,2,3322,
0,3777,39,3224,
1,3900,51,3063,
0,3224,112,3743,
0,1969,68,5084,
1,3607,30,3419,
0,3161,90,3682,
1,4225,47,2776,
1,3944,29,3114,
2,3326,59,3652,
0,4703,23,2514,
1,3952,13,2934,
0,3042,76,4029,
2,3525,68,3399,
0,3701,58,3162,
1,3340,62,3643,
0,3601,25,3507,
0,4138,73,2796,
3,3048,125,3809,
0,2630,64,4304,
6,2641,87,4410,
1,3735,53,3345,
3,3332,103,3625,
0,3374,62,3326,
0,3389,8,3685,
3,3128,89,3584,
3,2450,54,4437,
0,4718,12,2460,
2,3728,112,3283,
0,3956,69,3124,
5,3515,29,3564,
3,3112,78,3661,
7,4044,115,2740,
0,4029,30,2962,
0,3043,41,4022,
0,3303,109,3779,
4,2358,48,4520,
2,3380,20,3729,
0,3448,40,3714,
1,4442,51,2635,
0,3214,65,3811,
0,3339,47,3452,
0,2906,10,4308,
1,3692,34,3294,
1,3935,20,3043,
0,2659,7,4290,
0,4661,39,2395,
1,4044,73,2764,
3,2746,56,3957,
0,3922,20,3235,
2,4310,33,2812,
1,3880,39,3102,
1,3329,42,3704,
0,3533,45,3543,
3,4004,88,2962,
1,3555,42,3510,
1,3345,67,3542,
2,3278,35,3715,
1,3983,13,3121,
3,2554,108,4261,
2,3500,12,3542,
0,2847,64,4232,
2,3370,53,3559,
0,2799,43,4160,
0,3457,25,3701,
5,3566,97,3314,
3,3685,6,3496,
6,3791,61,3074,
2,3940,94,3030,
4,3804,3,3199,
7,2734,55,4165,
1,4478,24,2695,
4,2940,46,3955,
2,2798,82,4189,
7,3919,44,3182,
3,4041,43,2884,
4,3560,47,3271,
0,3506,137,3390,
0,3423,97,3466,
5,3651,85,3283,
2,4122,51,2771,
0,3547,38,3439,
0,3370,78,3589,
2,3427,37,3629,
1,3657,68,3365,
0,4317,41,2833,
1,3937,89,2930,
1,3353,35,3735,
2,3153,123,3557,
1,3180,68,3865,
0,2318,32,4724,
0,3414,30,3627,
0,3909,29,3172,
0,3880,85,2958,
0,3884,68,3050,
0,3737,54,3288,
1,3835,2,3236,
0,2674,45,4323,
2,3671,10,3426,
2,3866,2,3140,
0,3708,66,3324,
0,3018,71,4063,
3,2762,78,4192,
0,2957,54,4009,
1,4355,48,2643,
5,3145,17,3678,
2,4204,54,2718,
4,3365,48,3506,
4,2421,83,4457,
0,4320,0,2803,
0,3025,88,3969,
0,4231,13,2901,
2,3260,64,3613,
1,3704,0,3385,
0,4289,56,2845,
0,2725,176,3995,
2,3903,24,2956,
2,3803,102,2963,
0,3834,72,3195,
0,3187,79,3856,
2,3511,47,3297,
1,3798,60,3095,
3,3128,56,3915,
0,2950,151,3869,
0,3732,46,3350,
0,3222,152,3701,
3,4296,78,2780,
1,4395,42,2626,
1,2472,63,4616,
0,3412,7,3775,
0,3632,65,3506,
5,3504,91,3212,
0,2201,71,5051,
0,3853,99,3154,
1,3426,13,3673,
3,4203,65,2719,
1,3526,34,3167,
2,2716,61,4152,
1,3462,29,3314,
0,3550,42,3576,
2,4118,0,3046,
2,4105,28,2847,
2,3143,31,3907,
0,3092,9,4095,
2,3315,54,3720,
3,3479,63,3474,
1,3585,24,3520,
0,2710,162,4103,
2,3657,59,3252,
0,3586,35,3551,
5,3602,2,3371,
3,2792,41,4081,
0,4609,19,2751,
4,4088,8,2860,
2,3751,35,3348,
4,3954,93,2929,
3,2902,81,4025,
0,3634,46,3284,
1,4236,93,2685,
3,3161,25,3837,
3,3130,42,3945,
0,3561,3,3622,
4,3554,51,3557,
2,4411,77,2569,
2,4602,1,2528,
0,3182,37,3808,
1,3198,84,3737,
1,4005,25,2970,
1,3499,57,3544,
2,2934,89,3947,
2,3979,5,3034,
0,3196,94,3768,
1,2148,73,4868,
7,3184,1,3736,
1,4172,64,3009,
0,3956,13,3072,
6,3344,57,3600,
0,2371,34,4785,
3,3593,24,3385,
0,2813,109,4088,
2,3375,41,3715,
5,3678,7,3456,
0,2900,58,3928,
0,3641,37,3260,
2,3512,37,3517,
1,4775,57,2171,
2,3874,49,3149,
2,3472,77,3453,
1,3290,137,3382,
0,3936,27,3183,
1,3566,52,3458,
1,3197,36,3836,
2,3762,32,3327,
3,3443,39,3575,
2,4572,77,2369,
1,3651,4,3415,
0,4127,36,2541,
1,4022,71,2902,
2,3825,118,3018,
2,3240,19,3767,
0,3547,22,3551,
3,4020,88,2787,
0,2646,18,4408,
2,3084,15,3995,
1,3902,4,3318,
1,3457,33,3664,
6,3735,55,3145,
0,1978,105,4954,
1,4372,12,2713,
3,4506,13,2674,
0,3852,41,3212,
1,3739,29,3411,
2,3869,3,3211,
2,4058,29,2882,
2,3269,15,3466,
1,2796,56,4239,
1,3449,24,3638,
2,3531,100,3384,
0,4135,109,2854,
0,3170,9,3994,
0,3883,27,3162,
3,4609,37,2458,
1,3510,82,3330,
0,2897,33,4178,
0,3408,54,3761,
3,3906,41,2953,
0,2325,27,4749,
3,3253,96,3484,
0,3751,39,3305,
1,3006,42,3905,
1,2696,48,4381,
0,2884,28,4278,
1,2568,21,4354,
2,2912,77,3968,
1,3817,55,3305,
3,3380,98,3649,
0,4088,49,2890,
2,2622,106,4209,
2,3871,7,3292,
2,2775,131,4050,
0,3881,6,3267,
5,4207,42,2869,
2,3443,68,3489,
1,3544,119,3179,
4,3375,66,3349,
0,3548,0,3554,
0,3469,70,3235,
3,4172,11,2863,
2,3946,31,3053,
2,2239,108,4490,
1,2509,1,4677,
4,3306,30,3735,
0,3600,32,3515,
0,4055,53,2922,
5,3100,21,3775,
2,4031,36,2964,
1,3531,41,3574,
0,2308,82,4766,
3,4022,56,2937,
3,3610,83,3363,
9,3163,75,3698,
4,4428,85,2442,
1,3189,24,3866,
0,2906,101,4000,
4,4625,92,2273,
6,3017,15,4139,
3,3183,91,3755,
2,3464,33,3550,
1,3063,108,3768,
3,3333,52,3678,
3,3071,85,3643,
0,3530,58,3571,
2,2765,25,4222,
2,2526,58,4527,
3,3946,31,3191,
3,3346,28,3711,
1,3658,59,3162,
5,3478,47,3557,
4,3660,47,3310,
3,3124,32,3875,
1,3223,40,3889,
3,3399,26,3733,
3,3340,12,3658,
1,2388,112,4443,
4,3091,54,3881,
2,4625,10,2392,
3,3294,91,3538,
0,3594,73,3442,
3,3914,14,3140,
0,2742,43,4382,
0,3363,103,3734,
0,3835,74,3249,
1,3575,58,3403,
7,4452,16,2636,
2,3825,27,3039,
1,3680,30,3416,
2,4439,28,2640,
6,3617,71,2903,
1,3479,133,3281,
1,3381,94,3585,
4,3583,63,3357,
2,4685,28,2477,
0,2678,76,4060,
3,2374,4,4448,
0,4493,51,2620,
0,2478,112,4581,
0,3816,19,3268,
0,2786,80,4265,
0,2111,48,4794,
0,4402,28,2658,
5,4358,8,2728,
7,3077,28,3865,
0,2872,99,4099,
0,3077,26,4138,
2,3590,42,3426,
0,2883,40,4049,
4,3984,65,2772,
4,3760,4,3283,
2,4105,27,2682,
0,3223,64,3846,
3,3218,9,3920,
0,3268,1,3955,
0,3410,65,3580,
1,3409,81,3624,
0,2831,32,4199,
2,3971,16,2969,
0,2859,59,4217,
4,4272,75,2758,
0,3337,109,3466,
0,3507,21,3475,
0,3036,70,3839,
4,3822,29,3173,
0,4381,56,2775,
9,3960,33,2771,
2,3418,69,3623,
4,4716,93,2162,
1,3560,19,3557,
0,3947,31,3164,
1,2586,99,4209,
0,3071,84,4050,
0,2854,120,4222,
3,3421,69,3666,
3,2686,40,4179,
3,3191,54,3703,
0,3622,14,3484,
4,1763,136,4942,
1,2815,99,4088,
4,3132,106,3685,
2,3215,46,3769,
2,3165,39,3878,
1,3740,29,3338,
3,2606,34,4344,
3,3689,33,3469,
2,3531,48,3583,
0,3729,28,3379,
1,4176,72,2955,
4,3861,42,3072,
2,3380,1,3800,
0,3169,38,4015,
3,3910,24,3139,
0,4029,45,3151,
3,3304,54,3535,
1,3336,143,3461,
0,4423,61,2427,
0,4037,43,3088,
0,3812,8,3386,
2,4611,32,2462,
0,3033,26,4088,
7,2925,27,4003,
0,3386,14,3788,
4,3599,106,3459,
0,3377,59,3644,
0,3269,65,3850,
0,3580,58,3445,
2,3867,27,3143,
0,3977,22,3057,
3,4561,57,2544,
8,3912,60,2888,
1,2913,65,4060,
1,3384,63,3473,
3,2821,44,4318,
0,3726,72,3331,
2,2813,0,4249,
4,3325,28,3479,
3,4393,6,2724,
4,3801,6,3268,
4,2603,76,4260,
0,3507,41,3547,
0,3088,38,4030,
2,3735,5,3350,
3,3998,41,3016,
0,3598,39,3536,
0,4104,20,3055,
0,3004,50,3964,
2,2360,42,4667,
2,3609,24,3452,
