treat_one,treat_zero,control_one,control_zero,
0,2432,9,2455,
0,3008,3,1764,
0,2304,8,2525,
0,2038,3,2818,
1,2471,4,2415,
0,2276,5,2478,
0,2168,13,2735,
0,2588,12,2121,
0,2436,0,2371,
1,2247,9,2536,
1,3190,8,1658,
0,2099,7,2740,
0,2418,4,2444,
0,2268,14,2481,
1,2869,4,1998,
0,2389,7,2405,
0,2173,2,2588,
0,2599,6,2127,
0,2147,14,2852,
0,1871,1,3025,
0,2571,11,2223,
1,2214,7,2601,
0,1750,3,3158,
1,2374,4,2386,
0,2436,5,2459,
0,2533,12,2274,
0,2450,13,2315,
0,2279,13,2452,
0,2888,4,1902,
0,2663,6,2163,
0,1817,3,2969,
0,1956,2,2840,
0,2506,2,2386,
0,2259,12,2635,
1,3009,5,1816,
0,2388,6,2494,
0,2676,2,2222,
0,2088,15,2774,
0,2643,6,2226,
0,2573,1,2343,
0,2072,9,2652,
2,2203,6,2670,
0,2863,2,2000,
0,2135,16,2860,
0,2892,6,1948,
0,2284,5,2619,
0,2653,2,2184,
0,2874,11,1943,
0,2224,0,2645,
0,2911,3,1848,
0,1639,5,3216,
0,2747,12,2086,
0,2667,7,2070,
0,2797,14,1944,
0,2714,2,2083,
1,2436,9,2439,
0,2616,6,2284,
0,2483,0,2203,
0,1750,9,3172,
0,1762,12,2964,
0,2219,6,2572,
0,2360,14,2461,
0,2966,6,1895,
0,1766,13,3012,
0,2447,1,2401,
0,2452,7,2433,
1,2904,0,1851,
0,2197,1,2721,
0,2735,12,1967,
0,2421,4,2408,
0,2252,4,2536,
0,2597,7,2275,
0,2264,1,2571,
1,2358,7,2424,
0,2514,4,2417,
0,2354,4,2391,
0,2531,3,2257,
0,1913,6,2896,
0,1768,7,3122,
0,2539,2,2306,
0,1977,10,2834,
0,2365,1,2551,
2,2283,1,2562,
2,2541,3,2305,
0,2493,2,2360,
0,2916,3,1979,
0,3001,14,1754,
0,1744,2,3094,
0,2937,2,1882,
0,1842,11,2913,
1,2529,9,2334,
0,2321,9,2507,
0,2384,18,2545,
0,2421,15,2565,
0,2459,7,2319,
0,2447,11,2420,
0,2043,0,2754,
0,2599,13,2327,
0,2294,0,2520,
0,2519,4,2279,
0,1911,6,2899,
0,2274,3,2533,
0,2338,1,2539,
0,2224,13,2598,
1,2480,9,2345,
1,2464,2,2448,
0,2141,2,2714,
0,1755,10,3115,
0,2618,2,2256,
0,2410,10,2428,
0,2554,2,2340,
1,2676,9,2115,
2,2141,2,2795,
0,2615,2,2240,
1,1934,6,2855,
0,2789,8,2092,
0,2607,6,2301,
0,2642,20,2218,
0,2517,4,2302,
0,2512,0,2233,
0,2631,1,2180,
0,2504,8,2380,
0,2018,9,2746,
0,2168,11,2605,
1,1985,10,2771,
0,2486,2,2326,
0,2414,8,2556,
0,2508,8,2295,
1,2363,7,2523,
0,1791,19,3027,
1,2821,7,2037,
0,2227,6,2551,
0,2732,9,2151,
0,2547,5,2299,
0,2649,5,2163,
0,2516,1,2313,
1,2558,3,2173,
0,2475,24,2306,
1,2900,11,1910,
0,2713,5,2055,
0,2572,13,2165,
1,2592,2,2051,
0,2511,4,2295,
1,2403,2,2416,
0,2668,3,2182,
0,2387,6,2523,
0,2607,2,2348,
0,2375,15,2358,
0,2577,26,2246,
0,2635,10,2064,
0,2853,2,2025,
0,1949,8,2782,
0,1884,8,2880,
0,2337,12,2452,
0,2206,8,2600,
1,2012,11,2915,
0,2746,3,2019,
1,2204,0,2610,
0,2489,1,2364,
0,2022,3,2798,
0,2349,1,2551,
0,2518,6,2365,
0,2854,6,1965,
0,2467,1,2415,
0,2335,4,2413,
0,2269,8,2625,
0,2501,4,2377,
0,2655,0,2147,
0,2290,26,2503,
0,2278,11,2720,
1,2773,6,2135,
0,2241,9,2661,
0,2344,0,2308,
0,2218,7,2748,
0,2508,14,2325,
0,2043,2,2850,
0,2244,8,2511,
2,2366,7,2492,
1,2704,10,2195,
0,2440,2,2388,
0,2070,0,2745,
0,1815,9,3083,
0,2474,12,2273,
0,2792,5,1991,
0,2744,6,2169,
1,2127,13,2712,
1,2430,0,2435,
0,2804,1,2133,
0,2338,10,2395,
0,2252,1,2633,
2,2131,0,2744,
0,2396,3,2547,
0,1869,0,3081,
0,2176,3,2728,
0,2361,2,2566,
0,2571,3,2328,
1,2319,12,2453,
0,2085,2,2817,
0,1582,3,3112,
0,2276,4,2456,
0,2732,3,2163,
1,2444,3,2394,
0,2279,5,2504,
0,2389,6,2599,
1,2353,11,2467,
1,2043,9,2651,
0,2755,8,2112,
0,2879,0,2131,
1,2748,4,2056,
1,2230,0,2515,
1,2226,9,2584,
1,2109,16,2657,
3,2419,6,2327,
0,2327,0,2473,
0,2255,4,2580,
0,2342,7,2562,
1,2243,9,2536,
0,2171,0,2690,
0,2662,0,2150,
0,2351,14,2385,
0,3099,6,1758,
0,2519,8,2381,
0,2251,3,2571,
0,2671,2,2193,
0,2347,3,2404,
0,2303,9,2424,
0,2603,8,2314,
0,2442,11,2384,
0,2853,0,2133,
0,1820,12,2942,
1,1781,17,3022,
0,2654,5,2156,
0,2682,7,2112,
0,2178,10,2541,
0,2683,0,2220,
0,2635,1,2169,
0,2023,9,2719,
0,2650,10,2170,
0,2325,4,2666,
0,2592,5,2290,
1,2314,8,2653,
0,2428,8,2390,
0,1841,12,2941,
0,2313,15,2587,
0,2531,10,2215,
0,2501,1,2378,
0,2048,16,2876,
0,2194,13,2630,
0,3018,11,1881,
0,2490,11,2404,
0,2675,10,2127,
0,2367,3,2464,
0,2172,3,2535,
1,2390,5,2373,
0,2405,0,2421,
1,2396,4,2349,
1,2748,0,2155,
0,2017,1,2839,
0,2460,13,2425,
0,1963,6,2942,
0,2569,7,2213,
1,2171,3,2603,
2,2009,0,2748,
0,2794,7,2142,
0,2325,1,2377,
0,2380,11,2477,
1,2625,3,2266,
0,2226,11,2463,
0,1919,11,2954,
0,2507,2,2370,
0,2387,1,2474,
1,2149,1,2847,
0,2136,11,2693,
0,2360,4,2487,
0,2250,11,2616,
1,2551,1,2351,
1,2983,15,1831,
0,2628,5,2068,
1,2447,0,2465,
1,2047,10,2602,
0,2773,5,2071,
0,2692,3,2223,
0,2790,0,2191,
1,2557,16,2213,
0,2340,13,2498,
0,2075,19,2785,
0,2886,12,1906,
1,2455,0,2430,
0,2622,7,2300,
0,2636,7,2207,
0,2465,5,2402,
1,3021,2,1817,
2,2296,16,2517,
0,2478,8,2407,
0,2062,0,2783,
0,2393,0,2409,
0,2220,8,2614,
0,2674,3,2252,
0,2990,2,1921,
0,2386,31,2402,
0,2411,14,2471,
0,2363,10,2455,
0,2799,5,2002,
0,2466,5,2397,
0,2822,4,1953,
2,2511,5,2272,
0,2197,7,2721,
0,1959,8,2902,
0,2469,14,2307,
0,2930,0,1874,
0,2152,6,2708,
0,2423,9,2287,
0,2222,6,2663,
0,2566,12,2139,
0,2638,0,2240,
0,2787,8,2151,
0,2777,2,2055,
1,2431,13,2270,
0,1790,4,3237,
0,1775,17,2992,
0,2647,1,2234,
0,3214,4,1760,
0,2606,2,2346,
0,2449,0,2344,
0,2268,5,2552,
0,2924,3,1887,
0,2444,6,2285,
1,3058,13,1827,
0,2701,0,2063,
2,2504,3,2452,
0,2586,2,2244,
0,2199,16,2737,
1,2042,4,2722,
0,2539,9,2244,
0,2236,11,2684,
0,2376,3,2436,
0,2048,27,2695,
0,2620,2,2356,
0,2635,0,2196,
0,2976,0,1882,
0,2655,8,2310,
0,2157,13,2583,
0,2395,2,2477,
0,2693,9,2156,
0,2642,4,2284,
0,2582,10,2224,
0,2257,4,2498,
0,2266,0,2638,
1,2695,1,2108,
0,2587,10,2221,
0,2269,1,2588,
0,2586,1,2281,
0,2231,14,2592,
0,2392,16,2518,
0,2352,4,2550,
0,2039,7,2779,
0,2805,3,2069,
0,2341,4,2410,
0,2787,0,2129,
0,2612,6,2140,
0,1852,5,3003,
1,2617,6,2186,
0,2665,4,2192,
0,2429,0,2418,
0,2580,19,2224,
0,2624,5,2254,
0,2956,3,2019,
0,2596,5,2175,
1,2558,7,2210,
1,2373,8,2478,
0,2536,1,2313,
0,2472,5,2379,
0,2963,6,1948,
0,2473,14,2422,
0,2464,0,2410,
0,2699,28,2279,
1,2626,8,2280,
0,2624,3,2231,
0,2693,1,2147,
0,2536,0,2403,
0,2116,10,2700,
0,2445,6,2365,
0,2105,23,2762,
0,2843,0,2127,
0,2329,8,2573,
0,2098,7,2697,
0,2170,10,2536,
0,2507,11,2342,
0,2983,0,1737,
0,2294,3,2514,
0,2488,0,2278,
0,2849,1,2113,
0,2270,2,2591,
0,2104,15,2696,
0,2724,4,2124,
2,2271,0,2593,
3,2494,6,2335,
0,2526,3,2225,
0,1961,18,2762,
1,2066,3,2733,
0,2462,10,2444,
0,2026,6,2784,
0,2999,3,1865,
0,2337,2,2553,
0,2520,6,2357,
0,2452,0,2438,
0,2364,9,2524,
0,2768,9,2011,
0,2509,3,2472,
0,2117,2,2607,
0,2688,5,2127,
1,2421,6,2295,
2,2104,5,2783,
0,2715,16,2011,
0,2523,7,2373,
0,2565,1,2348,
1,2387,4,2507,
1,2837,14,2048,
0,1803,0,2998,
0,2648,1,2153,
1,2922,1,1838,
0,2781,10,2105,
0,2541,0,2206,
0,2452,6,2495,
0,2274,22,2672,
0,2254,11,2539,
5,1488,25,3287,
0,2334,4,2508,
0,2200,6,2648,
1,2169,18,2561,
0,1492,0,3253,
0,2243,18,2531,
0,2446,2,2357,
0,1991,18,2664,
1,2373,17,2332,
0,2495,17,2323,
0,2094,3,2695,
1,2426,7,2464,
1,2316,8,2520,
0,2341,8,2496,
0,2247,0,2632,
0,2339,8,2479,
1,2145,6,2591,
0,2714,21,2163,
0,2614,7,2321,
0,1886,2,2910,
0,2590,2,2086,
0,2391,1,2342,
0,2718,9,2161,
0,2654,5,2224,
1,1793,5,3133,
0,2756,2,2073,
1,2694,1,2084,
0,2533,10,2389,
0,2759,0,2113,
0,2366,1,2517,
0,2106,23,2707,
0,2262,2,2550,
0,2063,10,2910,
0,2537,5,2306,
3,2362,0,2435,
0,1572,13,3235,
0,1498,18,3328,
0,2330,10,2451,
0,2238,1,2617,
1,2556,7,2319,
0,2189,2,2592,
0,2337,3,2458,
0,2213,7,2625,
0,2568,10,2360,
0,1857,16,2947,
0,2291,5,2675,
0,2637,3,2137,
0,1980,6,2778,
1,2076,16,2767,
0,2315,13,2498,
0,2414,6,2380,
0,2131,6,2751,
0,2441,14,2468,
0,2280,0,2438,
1,3088,4,1731,
0,2517,3,2359,
0,1806,1,3017,
0,2570,1,2280,
0,2712,10,2174,
0,2836,4,2065,
0,2232,7,2604,
1,2066,6,2785,
0,2611,13,2216,
0,2420,4,2400,
0,2358,5,2486,
0,2589,6,2323,
2,2278,6,2638,
0,2464,9,2363,
0,2439,2,2338,
0,2232,12,2597,
0,2480,6,2235,
0,2292,2,2505,
0,2260,18,2524,
0,2144,6,2780,
