"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",66,2371,63,24,0,56
"2",66,2297,70,24,0,56
"3",66,2379,72,24,0,56
"4",66,2337,73,24,NA,NA
"5",66,2372,74,24,0,56
"6",66,2296,75,24,NA,NA
"7",66,2365,77,24,0,56
"8",66,2367,79,24,NA,NA
"9",66,2292,80,24,NA,NA
"10",66,2302,80,24,NA,NA
"11",66,2322,80,24,0,56
"12",66,2304,82,24,0,56
"13",66,2310,82,24,0,56
"14",66,2315,82,24,NA,NA
"15",66,2341,82,24,NA,NA
"16",66,2345,82,24,0,56
"17",66,2324,83,24,NA,NA
"18",66,2289,84,24,NA,NA
"19",66,2362,84,24,0,56
"20",66,2375,84,24,0,56
"21",66,2294,85,24,NA,NA
"22",66,2298,85,24,NA,NA
"23",66,2311,85,24,NA,NA
"24",66,2349,86,24,NA,NA
"25",66,644,87,7,0,56
"26",66,2290,87,24,NA,NA
"27",66,2301,87,24,NA,NA
"28",66,2344,87,24,NA,NA
"29",66,2346,87,24,NA,NA
"30",66,2308,88,24,NA,NA
"31",66,2327,88,24,NA,NA
"32",66,2356,88,24,0,56
"33",66,2303,89,24,NA,NA
"34",66,2369,89,24,NA,NA
"35",66,2376,89,24,0,56
"36",66,2306,90,24,0,56
"37",66,2314,90,24,NA,NA
"38",66,2336,90,24,0,56
"39",66,2359,90,24,NA,NA
"40",66,2305,91,24,0,56
"41",66,2309,91,24,NA,NA
"42",66,2325,91,24,0,56
"43",66,2373,91,24,NA,NA
"44",66,2295,92,24,NA,NA
"45",66,2358,92,24,0,56
"46",66,2366,92,24,0,56
"47",66,2293,93,24,0,56
"48",66,2299,93,24,0,56
"49",66,2307,93,24,0,56
"50",66,2318,93,24,NA,NA
"51",66,2320,93,24,0,56
"52",66,2340,93,24,0,56
"53",66,2378,93,24,0,56
"54",66,631,94,7,0,56
"55",66,663,94,7,0,56
"56",66,2300,94,24,0,56
"57",66,2328,94,24,0,56
"58",66,2352,94,24,NA,NA
"59",66,2355,94,24,NA,NA
"60",66,2374,94,24,NA,NA
"61",66,648,95,7,0,56
"62",66,2291,95,24,0,56
"63",66,2317,95,24,0,56
"64",66,2321,95,24,NA,NA
"65",66,2347,95,24,0,56
"66",66,624,96,7,0,56
"67",66,2312,96,24,NA,NA
"68",66,2319,96,24,NA,NA
"69",66,2342,96,24,NA,NA
"70",66,2316,97,24,0,56
"71",66,2331,97,24,NA,NA
"72",66,2364,97,24,NA,NA
"73",66,2334,99,24,0,56
"74",66,2323,100,24,NA,NA
"75",66,2348,100,24,0,56
"76",66,2368,100,24,0,56
"77",66,629,101,7,NA,NA
"78",66,696,101,7,0,56
"79",66,2360,101,24,0,56
"80",66,647,102,7,NA,NA
"81",66,660,102,7,0,56
"82",66,2288,102,24,0,56
"83",66,2313,102,24,0,56
"84",66,2354,102,24,0,56
"85",66,638,103,7,NA,NA
"86",66,2335,103,24,0,56
"87",66,621,104,7,0,56
"88",66,2333,104,24,NA,NA
"89",66,2350,104,24,NA,NA
"90",66,2370,104,24,NA,NA
"91",66,2361,105,24,0,56
"92",66,2539,105,26,NA,NA
"93",66,666,107,7,NA,NA
"94",66,672,107,7,0,56
"95",66,2329,107,24,NA,NA
"96",66,2343,107,24,0,56
"97",66,2377,107,24,0,56
"98",66,2332,108,24,0,56
"99",66,2351,108,24,NA,NA
"100",66,2353,108,24,NA,NA
"101",66,717,109,7,0,56
"102",66,691,110,7,NA,NA
"103",66,125,111,2,0,56
"104",66,633,111,7,0,56
"105",66,653,111,7,0,56
"106",66,707,111,7,NA,NA
"107",66,708,111,7,0,56
"108",66,2326,111,24,NA,NA
"109",66,2538,111,26,0,56
"110",66,3112,111,32,0,56
"111",66,622,113,7,0,56
"112",66,2363,113,24,0,56
"113",66,2479,113,26,0,56
"114",66,2501,113,26,NA,NA
"115",66,689,114,7,NA,NA
"116",66,720,114,7,0,56
"117",66,2545,114,26,NA,NA
"118",66,3311,114,34,0,56
"119",66,679,115,7,NA,NA
"120",66,683,115,7,0,56
"121",66,673,116,7,NA,NA
"122",66,694,116,7,0,56
"123",66,3074,116,32,NA,NA
"124",66,3098,116,32,NA,NA
"125",66,686,117,7,0,56
"126",66,722,117,7,NA,NA
"127",66,181,118,2,NA,NA
"128",66,639,118,7,NA,NA
"129",66,667,118,7,NA,NA
"130",66,3106,118,32,1,56
"131",66,161,119,2,NA,NA
"132",66,632,119,7,NA,NA
"133",66,656,119,7,NA,NA
"134",66,684,119,7,0,56
"135",66,680,120,7,0,56
"136",66,688,120,7,NA,NA
"137",66,705,120,7,NA,NA
"138",66,718,120,7,0,56
"139",66,2517,120,26,NA,NA
"140",66,3222,120,34,0,56
"141",66,3245,120,34,0,56
"142",66,664,121,7,0,56
"143",66,2357,121,24,NA,NA
"144",66,687,122,7,0,56
"145",66,690,122,7,0,56
"146",66,2503,122,26,NA,NA
"147",66,3027,122,32,NA,NA
"148",66,169,123,2,NA,NA
"149",66,623,123,7,0,56
"150",66,2198,123,23,NA,NA
"151",66,2514,123,26,NA,NA
"152",66,3039,123,32,NA,NA
"153",66,3045,123,32,NA,NA
"154",66,3063,123,32,NA,NA
"155",66,3097,123,32,1,56
"156",66,142,124,2,NA,NA
"157",66,195,124,2,0,56
"158",66,675,124,7,0,56
"159",66,698,124,7,0,56
"160",66,3124,124,32,1,56
"161",66,164,125,2,NA,NA
"162",66,625,125,7,NA,NA
"163",66,635,125,7,NA,NA
"164",66,649,125,7,NA,NA
"165",66,685,125,7,0,56
"166",66,637,126,7,NA,NA
"167",66,641,126,7,NA,NA
"168",66,695,126,7,NA,NA
