"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",14,3174,47,32,NA,NA
"2",14,3133,52,32,NA,NA
"3",14,3094,54,32,NA,NA
"4",14,7022,57,71,0,56
"5",14,2387,59,24,0,56
"6",14,3143,59,32,NA,NA
"7",14,3200,59,32,0,56
"8",14,3171,61,32,0,56
"9",14,3119,63,32,NA,NA
"10",14,6986,63,71,NA,NA
"11",14,3191,65,32,NA,NA
"12",14,3157,66,32,NA,NA
"13",14,2359,68,24,NA,NA
"14",14,2404,68,24,0,56
"15",14,2343,69,24,NA,NA
"16",14,3097,69,32,0,56
"17",14,6997,70,71,NA,NA
"18",14,3152,71,32,0,56
"19",14,3188,71,32,0,56
"20",14,7002,72,71,NA,NA
"21",14,2401,73,24,0,56
"22",14,2412,73,24,NA,NA
"23",14,3130,73,32,0,56
"24",14,3192,73,32,0,56
"25",14,3197,73,32,NA,NA
"26",14,3206,73,32,0,56
"27",14,6987,73,71,0,56
"28",14,2362,74,24,0,56
"29",14,3149,74,32,NA,NA
"30",14,7064,74,71,0,56
"31",14,2367,75,24,0,56
"32",14,3127,75,32,NA,NA
"33",14,3207,75,32,0,56
"34",14,7054,75,71,NA,NA
"35",14,2381,76,24,0,56
"36",14,3104,76,32,NA,NA
"37",14,3107,76,32,0,56
"38",14,3190,76,32,NA,NA
"39",14,6999,76,71,NA,NA
"40",14,7023,76,71,0,56
"41",14,3144,77,32,0,56
"42",14,6974,77,71,NA,NA
"43",14,6984,77,71,0,56
"44",14,2356,78,24,NA,NA
"45",14,2372,78,24,NA,NA
"46",14,2374,78,24,NA,NA
"47",14,2385,78,24,0,56
"48",14,2390,78,24,0,56
"49",14,2391,78,24,0,56
"50",14,2427,78,24,0,56
"51",14,6988,78,71,NA,NA
"52",14,2329,79,24,NA,NA
"53",14,2386,79,24,NA,NA
"54",14,2424,79,24,0,56
"55",14,3194,79,32,NA,NA
"56",14,3145,80,32,NA,NA
"57",14,3147,80,32,0,56
"58",14,2340,81,24,0,56
"59",14,2360,81,24,0,56
"60",14,3164,81,32,NA,NA
"61",14,3182,81,32,NA,NA
"62",14,7051,81,71,NA,NA
"63",14,2336,82,24,0,56
"64",14,2370,82,24,0,56
"65",14,2377,82,24,NA,NA
"66",14,2420,82,24,0,56
"67",14,3120,82,32,0,56
"68",14,3134,82,32,NA,NA
"69",14,3161,82,32,NA,NA
"70",14,3195,82,32,NA,NA
"71",14,6994,82,71,0,56
"72",14,7011,82,71,NA,NA
"73",14,7044,82,71,0,56
"74",14,2328,83,24,0,56
"75",14,2346,83,24,0,56
"76",14,2347,83,24,NA,NA
"77",14,2369,83,24,NA,NA
"78",14,2371,83,24,NA,NA
"79",14,3102,83,32,0,56
"80",14,3109,83,32,0,56
"81",14,3138,83,32,0,56
"82",14,3168,83,32,0,56
"83",14,3172,83,32,0,56
"84",14,6993,83,71,0,56
"85",14,7013,83,71,0,56
"86",14,2335,84,24,0,56
"87",14,2342,84,24,NA,NA
"88",14,2380,84,24,0,56
"89",14,2394,84,24,0,56
"90",14,3137,84,32,0,56
"91",14,3173,84,32,NA,NA
"92",14,7009,84,71,NA,NA
"93",14,7012,84,71,0,56
"94",14,7017,84,71,NA,NA
"95",14,7056,84,71,0,56
"96",14,2349,85,24,0,56
"97",14,2393,85,24,NA,NA
"98",14,2418,85,24,0,56
"99",14,3115,85,32,0,56
"100",14,3118,85,32,0,56
"101",14,3124,85,32,0,56
"102",14,3176,85,32,NA,NA
"103",14,3208,85,32,NA,NA
"104",14,6976,85,71,NA,NA
"105",14,6983,85,71,NA,NA
"106",14,6995,85,71,NA,NA
"107",14,7037,85,71,0,56
"108",14,2330,86,24,NA,NA
"109",14,2357,86,24,0,56
"110",14,2364,86,24,0,56
"111",14,2379,86,24,NA,NA
"112",14,2409,86,24,NA,NA
"113",14,2421,86,24,0,56
"114",14,2426,86,24,NA,NA
"115",14,2428,86,24,NA,NA
"116",14,3116,86,32,0,56
"117",14,3117,86,32,0,56
"118",14,3135,86,32,NA,NA
"119",14,3162,86,32,NA,NA
"120",14,3178,86,32,0,56
"121",14,3202,86,32,0,56
"122",14,7025,86,71,NA,NA
"123",14,7057,86,71,0,56
"124",14,2331,87,24,0,56
"125",14,2332,87,24,0,56
"126",14,2341,87,24,0,56
"127",14,2348,87,24,NA,NA
"128",14,2405,87,24,NA,NA
