"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",45,84,44,2,0,0,0,0,0,0,0,0,0,0,0
"2",78,84,58,2,0,0,0,0,0,0,0,0,2,2,0
"3",58,84,52,2,0,0,0,0,0,0,0,0,0,0,0
"4",77,84,49,2,0,0,0,0,0,0,0,0,0,0,0
"5",29,112,58,3,0,0,0,0,0,0,0,0,0,2,8
"6",18,112,48,3,0,0,0,0,0,0,0,0,0,0,0
"7",85,112,46,3,0,0,0,0,0,0,0,0,0,0,0
"8",74,112,45,3,0,0,0,0,0,0,0,0,0,0,0
"9",25,140,60,4,0,0,0,0,0,0,0,0,0,0,0
"10",56,140,51,4,0,0,0,0,0,2,1,0,0,0,0
"11",61,140,43,4,0,0,0,0,0,0,0,0,0,0,0
"12",72,140,53,4,0,0,0,0,0,0,0,0,0,0,0
"13",43,168,48,5,33,12,0,0,0,0,0,0,0,0,0
"14",71,168,46,5,0,0,0,0,0,0,0,0,0,0,0
"15",32,168,42,5,0,0,0,0,0,0,0,0,0,0,0
"16",57,168,44,5,0,0,0,0,0,0,0,0,0,0,0
"17",40,196,48,6,0,0,6,37,3,0,0,0,0,0,0
"18",81,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"19",87,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"20",65,196,50,6,0,0,0,0,0,0,0,0,0,0,0
"21",8,224,53,7,0,0,0,0,0,0,0,0,0,0,0
"22",50,224,44,7,0,0,0,0,0,0,0,0,1,0,2
"23",31,224,58,7,0,0,0,0,0,0,0,0,0,0,0
"24",23,224,48,7,0,0,0,0,0,0,0,0,0,0,0
"25",33,252,58,8,0,0,0,0,0,0,0,0,0,0,3
"26",98,252,56,8,0,0,0,0,0,0,0,1,0,0,1
"27",37,252,59,8,0,0,0,0,0,0,0,0,0,0,0
"28",46,252,54,8,1,20,30,2,0,0,0,0,0,0,0
"29",54,280,60,9,0,0,0,0,0,0,0,0,0,0,0
"30",15,280,42,9,0,0,0,0,0,0,1,20,6,0,0
"31",28,280,54,9,0,0,0,0,0,0,0,0,0,0,0
"32",12,280,44,9,0,1,0,0,0,1,2,26,10,0,0
"33",9,308,47,10,0,0,0,0,0,0,0,0,0,0,0
"34",73,308,48,10,0,0,0,0,0,0,0,0,1,1,0
"35",36,308,60,10,0,0,0,0,0,0,0,0,0,0,0
"36",75,308,50,10,0,0,0,0,0,0,0,0,0,0,0
"37",80,336,55,11,0,0,0,0,0,0,0,0,0,0,0
"38",39,336,60,11,0,0,0,0,0,0,0,0,0,0,0
"39",42,336,54,11,0,0,0,0,3,32,18,0,0,0,0
"40",79,336,40,11,0,0,0,0,0,0,15,18,3,0,0
"41",3,364,42,12,0,0,0,0,0,0,0,0,0,2,21
"42",82,364,50,12,0,0,33,14,0,0,0,0,0,0,0
"43",49,364,55,12,0,0,0,0,0,0,0,0,0,0,0
"44",2,364,54,12,0,0,0,0,0,0,0,0,0,0,0
