"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",5,5005,38,51,NA,NA
"2",5,4985,44,51,NA,NA
"3",5,6668,46,67,NA,NA
"4",5,4990,52,51,NA,NA
"5",5,5030,53,51,NA,NA
"6",5,5037,53,51,NA,NA
"7",5,6602,53,67,NA,NA
"8",5,5017,54,51,NA,NA
"9",5,6609,54,67,NA,NA
"10",5,4993,55,51,NA,NA
"11",5,5052,57,51,0,56
"12",5,6607,57,67,NA,NA
"13",5,5020,58,51,0,56
"14",5,6623,58,67,NA,NA
"15",5,6627,58,67,NA,NA
"16",5,6629,58,67,0,56
"17",5,6630,59,67,NA,NA
"18",5,6620,60,67,NA,NA
"19",5,6635,60,67,NA,NA
"20",5,6636,60,67,NA,NA
"21",5,6693,60,67,0,56
"22",5,5054,61,51,0,56
"23",5,5021,62,51,0,56
"24",5,6615,62,67,0,56
"25",5,6687,62,67,0,56
"26",5,4998,63,51,0,56
"27",5,6648,63,67,NA,NA
"28",5,6684,63,67,NA,NA
"29",5,6598,64,67,0,56
"30",5,6685,64,67,0,56
"31",5,6697,64,67,NA,NA
"32",5,4972,65,51,NA,NA
"33",5,5006,65,51,NA,NA
"34",5,5055,65,51,0,56
"35",5,6655,65,67,NA,NA
"36",5,6656,65,67,NA,NA
"37",5,6658,65,67,NA,NA
"38",5,6666,65,67,0,56
"39",5,6674,65,67,NA,NA
"40",5,4984,66,51,0,56
"41",5,4994,66,51,0,56
"42",5,5031,66,51,NA,NA
"43",5,5053,66,51,0,56
"44",5,6660,66,67,NA,NA
"45",5,6672,66,67,NA,NA
"46",5,6695,66,67,0,56
"47",5,4995,67,51,0,56
"48",5,5048,67,51,NA,NA
"49",5,6596,67,67,0,56
"50",5,6611,67,67,0,56
"51",5,5014,68,51,NA,NA
"52",5,5029,68,51,NA,NA
"53",5,5036,68,51,0,56
"54",5,6624,68,67,0,56
"55",5,4973,69,51,NA,NA
"56",5,6640,69,67,0,56
"57",5,6665,69,67,NA,NA
"58",5,6694,69,67,NA,NA
"59",5,4988,70,51,0,56
"60",5,5039,70,51,NA,NA
"61",5,6597,70,67,NA,NA
"62",5,6626,70,67,NA,NA
"63",5,6652,70,67,0,56
"64",5,6669,70,67,0,56
"65",5,6690,70,67,0,56
"66",5,6643,71,67,NA,NA
"67",5,6680,71,67,0,56
"68",5,4413,72,44,NA,NA
"69",5,6600,72,67,NA,NA
"70",5,6605,72,67,0,56
"71",5,6610,72,67,NA,NA
"72",5,6613,72,67,NA,NA
"73",5,6631,72,67,NA,NA
"74",5,6641,72,67,0,56
"75",5,5009,73,51,0,56
"76",5,5042,73,51,NA,NA
"77",5,6618,73,67,NA,NA
"78",5,6619,73,67,NA,NA
"79",5,6625,73,67,NA,NA
"80",5,6638,73,67,NA,NA
"81",5,6688,73,67,NA,NA
"82",5,4974,74,51,NA,NA
"83",5,6595,74,67,NA,NA
"84",5,6639,74,67,NA,NA
"85",5,6657,74,67,NA,NA
"86",5,6663,74,67,NA,NA
"87",5,6686,74,67,NA,NA
"88",5,4975,75,51,0,56
"89",5,5015,75,51,NA,NA
"90",5,5147,75,53,NA,NA
"91",5,6592,75,67,NA,NA
"92",5,6612,75,67,NA,NA
"93",5,6628,75,67,0,56
"94",5,6661,75,67,NA,NA
"95",5,4982,76,51,0,56
"96",5,4989,76,51,0,56
"97",5,6603,76,67,0,56
"98",5,6632,76,67,0,56
"99",5,6647,76,67,0,56
"100",5,6650,76,67,0,56
"101",5,6696,76,67,0,56
"102",5,8986,76,90,NA,NA
"103",5,4336,77,44,0,56
"104",5,5019,77,51,0,56
"105",5,5040,77,51,NA,NA
"106",5,6608,77,67,0,56
"107",5,6646,77,67,0,56
"108",5,6651,77,67,0,56
"109",5,1680,78,18,NA,NA
"110",5,4979,78,51,0,56
"111",5,4981,78,51,0,56
"112",5,5011,78,51,0,56
"113",5,5045,78,51,0,56
"114",5,6601,78,67,0,56
"115",5,6604,78,67,0,56
"116",5,6664,78,67,0,56
"117",5,6667,78,67,NA,NA
"118",5,6676,78,67,0,56
"119",5,5003,79,51,0,56
"120",5,5038,79,51,NA,NA
"121",5,6614,79,67,NA,NA
"122",5,6616,79,67,0,56
"123",5,6621,79,67,0,56
"124",5,6645,79,67,0,56
"125",5,6662,79,67,0,56
"126",5,6678,79,67,0,56
"127",5,6699,79,67,0,56
"128",5,5010,80,51,NA,NA
"129",5,5032,80,51,0,56
"130",5,6593,80,67,0,56
"131",5,6606,80,67,0,56
"132",5,6670,80,67,0,56
"133",5,6675,80,67,NA,NA
"134",5,6683,80,67,0,56
"135",5,4992,81,51,NA,NA
"136",5,5050,81,51,0,56
"137",5,6634,81,67,0,56
"138",5,6642,81,67,0,56
"139",5,6654,81,67,NA,NA
"140",5,6671,81,67,0,56
"141",5,6681,81,67,NA,NA
"142",5,1706,82,18,0,56
"143",5,5043,82,51,0,56
"144",5,6599,82,67,0,56
"145",5,6633,82,67,NA,NA
"146",5,8953,82,90,NA,NA
"147",5,9315,82,94,0,56
"148",5,1664,83,18,NA,NA
"149",5,4987,83,51,0,56
"150",5,5025,83,51,NA,NA
"151",5,4357,84,44,0,56
"152",5,4996,84,51,NA,NA
"153",5,5001,84,51,NA,NA
"154",5,6644,84,67,NA,NA
"155",5,6649,84,67,0,56
"156",5,4976,85,51,NA,NA
"157",5,6679,85,67,NA,NA
"158",5,8974,85,90,NA,NA
"159",5,9010,85,90,0,56
