"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",41,84,56,2,0,0,0,0,0,0,0,0,0,0,0
"2",88,84,60,2,0,0,0,0,0,0,0,0,0,0,0
"3",36,84,52,2,0,0,0,0,0,0,0,0,0,4,0
"4",46,84,46,2,0,0,0,0,0,0,2,1,0,0,0
"5",71,112,50,3,0,0,0,0,0,0,0,0,0,0,0
"6",52,112,57,3,0,0,0,0,0,0,0,0,0,0,0
"7",20,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"8",17,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"9",61,140,41,4,0,0,0,0,0,0,0,0,0,0,0
"10",75,140,41,4,0,0,0,0,0,0,0,0,0,0,0
"11",22,140,44,4,0,0,0,0,0,0,0,0,0,0,0
"12",4,140,50,4,0,0,0,0,0,0,0,0,0,1,0
"13",66,168,50,5,0,0,0,0,0,0,0,0,0,0,0
"14",54,168,40,5,0,0,0,0,0,0,0,0,0,0,0
"15",15,168,58,5,0,0,0,0,0,0,0,0,0,0,0
"16",68,168,52,5,0,0,0,0,0,0,0,0,0,0,0
"17",87,196,58,6,0,0,0,0,0,0,1,2,0,0,0
"18",85,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"19",5,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"20",1,196,52,6,29,19,0,0,0,0,0,0,0,0,0
"21",92,224,52,7,0,0,0,0,1,21,20,0,0,0,0
"22",44,224,43,7,0,0,0,0,0,0,0,0,0,0,0
"23",47,224,59,7,0,0,0,0,0,0,0,0,0,0,0
"24",84,224,53,7,0,0,0,0,0,0,0,0,0,0,0
"25",7,252,47,8,0,0,0,0,0,0,0,0,0,0,0
"26",60,252,58,8,0,0,0,0,0,0,0,0,0,0,0
"27",28,252,52,8,0,0,0,0,0,0,0,0,0,0,0
"28",43,252,48,8,0,0,0,0,0,0,0,0,0,0,0
"29",100,280,60,9,0,0,0,2,50,8,0,0,0,0,0
"30",80,280,58,9,0,0,27,31,0,0,0,0,0,0,0
"31",21,280,58,9,0,0,0,0,0,0,0,0,0,0,0
"32",32,280,54,9,0,0,0,0,0,0,0,1,8,2,0
"33",77,308,44,10,0,0,0,0,1,23,16,1,0,0,0
"34",25,308,52,10,0,0,0,0,0,0,0,0,0,0,0
"35",90,308,55,10,0,0,0,0,0,8,40,6,0,0,0
"36",64,308,40,10,0,0,0,0,0,0,0,0,0,0,0
"37",78,336,58,11,0,0,0,0,0,0,0,0,0,0,0
"38",62,336,40,11,0,0,0,0,0,0,0,0,0,0,0
"39",39,336,58,11,0,0,0,0,0,0,0,0,0,0,0
"40",67,336,50,11,0,0,0,0,0,0,0,0,0,1,3
"41",55,364,57,12,0,0,0,0,0,0,0,0,0,0,0
"42",98,364,48,12,0,0,0,0,0,0,0,0,2,6,25
"43",38,364,44,12,1,9,26,4,1,0,0,0,0,0,0
"44",82,364,44,12,0,0,0,0,0,0,0,0,0,0,5
