"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",95,84,44,2,0,0,0,0,0,0,0,0,0,0,0
"2",85,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"3",51,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"4",68,84,48,2,0,0,0,0,0,0,0,0,0,0,0
"5",69,112,49,3,0,0,0,0,0,0,0,0,0,0,0
"6",23,112,50,3,0,0,0,0,0,0,0,0,0,0,0
"7",78,112,48,3,0,0,0,0,0,0,0,0,0,0,0
"8",100,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"9",97,140,43,4,0,0,0,0,0,0,0,0,0,0,0
"10",72,140,59,4,0,0,0,0,0,0,0,0,0,0,0
"11",64,140,52,4,0,0,0,0,0,0,0,0,0,0,0
"12",83,140,48,4,0,0,0,0,0,0,0,0,0,0,0
"13",27,168,41,5,0,0,0,0,0,0,0,0,0,0,0
"14",70,168,52,5,0,0,0,0,0,0,0,0,0,0,0
"15",75,168,42,5,0,0,0,0,0,0,0,0,0,0,0
"16",22,168,60,5,0,0,0,0,0,0,0,0,0,0,0
"17",33,196,52,6,0,0,0,0,0,0,0,0,0,0,0
"18",73,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"19",5,196,58,6,0,0,2,22,33,0,0,0,0,0,0
"20",80,196,48,6,0,0,0,0,0,0,0,0,0,0,0
"21",31,224,52,7,0,0,3,41,5,0,0,0,0,0,0
"22",67,224,50,7,0,4,36,6,0,0,0,0,0,0,0
"23",2,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"24",59,224,48,7,0,0,0,0,0,0,0,0,0,0,0
"25",88,252,52,8,0,0,0,0,0,0,0,0,0,0,0
"26",41,252,58,8,0,0,0,0,0,0,0,0,0,0,0
"27",61,252,46,8,0,0,0,0,0,0,0,0,0,0,0
"28",74,252,52,8,44,1,0,0,0,0,0,0,0,0,0
"29",87,280,56,9,0,0,0,0,0,0,0,0,0,0,0
"30",92,280,41,9,0,0,0,0,0,0,0,0,0,0,0
"31",56,280,53,9,0,0,0,0,0,0,0,0,0,1,2
"32",86,280,56,9,0,0,0,0,0,0,0,0,0,0,0
"33",9,308,56,10,0,2,43,6,0,0,0,0,0,0,0
"34",6,308,42,10,0,0,0,0,0,0,0,0,0,0,0
"35",32,308,46,10,0,0,0,0,0,0,0,0,0,0,0
"36",12,308,55,10,0,0,0,0,0,0,0,0,0,0,0
"37",3,336,40,11,0,0,0,0,0,0,0,0,0,9,7
"38",36,336,49,11,0,0,0,0,0,0,1,3,33,6,0
"39",60,336,52,11,0,0,0,0,0,0,0,0,0,0,0
"40",48,336,44,11,0,0,0,0,5,29,6,0,0,0,0
"41",42,364,48,12,0,1,0,0,0,0,0,0,0,0,0
"42",45,364,56,12,0,0,0,0,0,0,0,0,0,0,0
"43",14,364,56,12,0,0,0,0,0,0,0,14,41,0,0
"44",82,364,54,12,0,0,0,0,0,0,0,0,0,0,0
