"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",87,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"2",46,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"3",24,84,50,2,0,0,0,0,0,0,0,0,0,0,0
"4",20,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"5",90,112,52,3,0,0,0,0,0,0,0,0,0,0,0
"6",77,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"7",64,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"8",33,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"9",99,140,52,4,0,0,0,0,0,0,0,0,0,0,0
"10",3,140,40,4,0,0,0,0,0,0,0,0,0,0,0
"11",14,140,47,4,0,0,0,0,0,0,0,0,0,1,1
"12",39,140,40,4,1,10,24,0,0,0,0,0,0,0,0
"13",31,168,48,5,0,0,0,0,0,0,0,2,0,0,0
"14",51,168,56,5,0,0,0,0,0,0,0,0,0,0,0
"15",43,168,58,5,0,0,0,0,2,3,0,0,0,0,0
"16",40,168,46,5,0,0,0,0,0,0,0,0,0,0,0
"17",37,196,55,6,0,2,28,25,0,0,0,0,0,0,0
"18",45,196,46,6,0,0,0,0,0,0,0,0,0,0,0
"19",16,196,46,6,0,0,0,0,0,0,0,0,0,0,0
"20",11,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"21",28,224,48,7,0,0,0,0,0,0,0,0,0,0,0
"22",13,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"23",69,224,57,7,0,0,0,0,0,0,0,0,0,0,0
"24",73,224,52,7,0,0,0,0,0,0,0,0,0,0,0
"25",47,252,42,8,0,0,0,0,0,0,0,1,0,0,0
"26",6,252,48,8,0,0,0,0,0,0,0,0,0,0,0
"27",80,252,53,8,0,0,0,5,39,4,1,0,0,0,0
"28",48,252,42,8,0,0,0,0,0,0,0,0,0,0,0
"29",76,280,54,9,0,0,0,0,0,0,0,0,0,0,0
"30",54,280,54,9,0,0,0,0,1,26,22,2,0,0,0
"31",36,280,42,9,0,0,0,0,0,0,0,0,0,0,0
"32",57,280,60,9,0,0,0,0,0,0,0,0,0,0,2
"33",93,308,58,10,0,1,0,42,14,0,0,0,0,0,0
"34",58,308,41,10,0,0,0,0,0,0,0,0,0,0,0
"35",2,308,52,10,0,0,0,0,0,0,5,40,5,0,0
"36",38,308,41,10,0,0,0,10,24,3,0,0,0,0,0
"37",98,336,46,11,0,0,0,0,0,0,0,0,0,0,0
"38",29,336,48,11,0,0,0,0,0,0,0,0,0,0,0
"39",83,336,49,11,0,0,0,0,0,0,0,0,0,0,0
"40",82,336,48,11,0,0,0,0,0,0,0,0,0,0,0
"41",18,364,41,12,0,0,0,0,0,0,0,0,0,0,0
"42",78,364,57,12,0,0,0,2,46,9,0,0,0,0,0
"43",26,364,49,12,0,0,0,0,0,0,0,0,0,0,3
"44",63,364,60,12,0,0,0,0,0,0,0,0,0,0,0
