"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",68,84,46,2,0,0,0,0,0,0,0,0,0,0,0
"2",40,84,56,2,0,0,0,0,0,0,0,0,0,0,0
"3",53,84,58,2,0,0,0,0,0,0,0,0,0,0,0
"4",23,84,44,2,0,0,0,0,0,0,0,0,1,0,1
"5",92,112,54,3,0,0,0,0,0,0,0,0,0,0,0
"6",2,112,46,3,0,0,0,0,0,1,0,1,0,1,0
"7",32,112,46,3,0,0,0,0,0,0,0,0,1,0,0
"8",19,112,50,3,0,0,0,0,0,0,0,0,0,0,0
"9",72,140,51,4,0,0,0,0,0,0,0,0,0,0,0
"10",38,140,48,4,0,0,0,0,0,0,2,3,2,0,0
"11",89,140,48,4,0,0,0,0,2,0,0,0,0,0,0
"12",73,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"13",3,168,44,5,0,0,0,0,0,0,0,0,0,0,0
"14",61,168,44,5,0,0,0,0,0,0,0,0,0,0,0
"15",11,168,44,5,0,0,0,0,0,0,0,0,0,0,0
"16",79,168,57,5,0,0,0,0,0,0,0,0,0,0,0
"17",64,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"18",62,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"19",18,196,56,6,0,0,0,0,0,0,0,0,0,0,0
"20",52,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"21",84,224,54,7,0,0,0,0,0,0,0,0,0,0,0
"22",97,224,54,7,0,0,0,0,0,1,7,1,0,0,0
"23",46,224,42,7,0,0,0,0,0,0,0,0,0,0,0
"24",74,224,54,7,0,0,0,0,1,7,13,1,0,0,0
"25",48,252,46,8,0,0,0,0,0,6,15,9,0,0,0
"26",36,252,54,8,0,0,0,0,0,0,1,3,1,2,0
"27",59,252,54,8,0,0,0,0,0,0,0,0,0,0,0
"28",80,252,42,8,0,0,0,3,33,4,0,0,0,0,0
"29",66,280,58,9,0,0,0,0,0,0,7,45,4,0,0
"30",31,280,52,9,0,0,0,0,0,0,0,0,0,0,0
"31",51,280,46,9,0,0,0,0,0,0,0,0,0,0,0
"32",24,280,54,9,0,0,0,0,0,0,0,0,0,0,0
"33",43,308,58,10,0,0,0,0,0,0,0,0,0,0,0
"34",34,308,40,10,0,0,0,0,0,0,0,0,0,0,0
"35",81,308,52,10,0,0,0,0,0,0,0,0,0,0,0
"36",33,308,52,10,0,0,0,0,0,0,0,0,0,0,0
"37",29,336,42,11,0,0,0,0,0,0,0,0,0,0,0
"38",65,336,52,11,0,0,0,4,23,23,0,0,0,0,0
"39",6,336,57,11,0,0,0,0,0,0,0,0,0,0,0
"40",22,336,41,11,0,15,17,4,0,0,0,0,0,0,0
"41",9,364,47,12,0,0,0,0,0,0,0,0,0,0,0
"42",86,364,44,12,0,0,0,0,0,0,0,0,0,0,0
"43",58,364,60,12,0,0,0,0,0,0,0,0,2,38,18
"44",54,364,40,12,0,0,0,0,0,1,13,23,1,0,0
