"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",98,84,51,2,44,2,0,0,0,0,0,0,0,0,0
"2",18,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"3",64,84,56,2,0,0,0,0,0,0,0,0,0,0,0
"4",74,84,59,2,0,0,0,0,0,0,0,0,0,0,0
"5",14,112,42,3,0,0,0,0,0,0,0,0,0,0,0
"6",86,112,44,3,0,6,1,0,0,0,0,0,0,0,0
"7",59,112,55,3,0,0,0,0,0,0,0,0,0,0,0
"8",89,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"9",71,140,42,4,0,0,2,2,1,0,0,0,0,0,0
"10",36,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"11",22,140,47,4,0,0,0,0,0,0,0,0,0,0,0
"12",38,140,56,4,0,0,0,0,0,0,0,0,0,0,0
"13",28,168,54,5,0,0,0,0,0,0,0,0,0,0,0
"14",93,168,42,5,0,0,0,0,0,0,0,0,0,0,0
"15",73,168,53,5,0,0,0,0,0,0,0,0,0,0,0
"16",66,168,42,5,0,0,0,4,11,1,0,0,0,0,0
"17",23,196,56,6,0,0,0,0,0,0,0,0,0,0,0
"18",42,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"19",67,196,49,6,0,0,0,0,0,0,0,0,0,2,0
"20",17,196,59,6,0,0,0,0,0,0,0,0,0,0,0
"21",92,224,41,7,0,0,0,0,0,0,0,0,0,0,0
"22",61,224,42,7,0,0,0,0,0,0,0,0,0,0,0
"23",49,224,44,7,0,0,0,1,30,13,0,0,0,0,0
"24",62,224,60,7,0,0,0,0,0,0,0,0,0,0,0
"25",47,252,47,8,0,0,0,0,0,0,0,0,0,0,0
"26",79,252,57,8,0,0,0,0,0,0,0,0,0,0,0
"27",76,252,52,8,20,30,0,0,0,0,0,0,0,0,0
"28",11,252,52,8,0,0,0,0,17,33,1,0,0,0,0
"29",70,280,59,9,0,0,0,0,0,0,0,0,0,0,0
"30",72,280,50,9,0,0,0,0,0,2,6,28,6,0,0
"31",40,280,50,9,0,0,1,31,17,0,0,0,0,0,0
"32",48,280,46,9,0,0,0,0,3,31,9,0,0,0,0
"33",32,308,50,10,0,0,0,0,0,0,0,0,0,0,0
"34",63,308,46,10,0,0,0,0,0,0,0,7,35,1,0
"35",34,308,49,10,0,0,0,0,0,0,0,0,4,3,8
"36",41,308,40,10,0,0,0,0,0,0,0,0,0,0,0
"37",9,336,56,11,0,1,23,32,0,0,0,0,0,0,0
"38",65,336,44,11,0,0,0,0,0,0,0,0,0,0,0
"39",96,336,46,11,0,0,1,0,0,0,0,1,0,0,0
"40",80,336,56,11,0,0,0,0,0,0,0,0,0,0,0
"41",39,364,46,12,0,0,0,0,0,0,3,26,15,0,0
"42",69,364,50,12,0,0,0,0,0,0,0,0,17,26,3
"43",24,364,60,12,0,0,0,0,0,21,34,1,0,0,0
"44",29,364,50,12,0,0,0,0,0,1,0,0,4,15,25
