"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",52,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"2",49,84,44,2,0,0,0,0,0,0,0,0,0,0,0
"3",27,84,44,2,0,0,0,0,0,0,0,0,0,0,0
"4",31,84,40,2,0,0,0,0,0,0,0,0,0,0,0
"5",65,112,46,3,0,0,0,0,0,0,0,0,0,0,0
"6",53,112,59,3,0,0,0,2,1,1,1,0,0,0,0
"7",100,112,52,3,0,0,0,0,0,0,0,0,0,0,0
"8",99,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"9",89,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"10",96,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"11",1,140,48,4,0,0,0,0,0,0,0,0,0,0,0
"12",35,140,54,4,0,0,0,0,0,0,1,0,0,2,0
"13",14,168,46,5,0,0,2,25,7,0,0,0,0,0,0
"14",81,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"15",36,168,56,5,0,0,0,0,0,0,0,0,0,0,0
"16",76,168,60,5,0,0,0,0,0,0,0,0,0,0,0
"17",24,196,50,6,0,0,0,0,0,0,0,0,0,0,0
"18",84,196,56,6,0,0,0,0,0,0,0,0,0,0,0
"19",54,196,53,6,0,0,0,0,0,0,0,0,0,0,0
"20",48,196,45,6,0,0,0,0,0,0,0,0,0,0,0
"21",26,224,53,7,0,0,0,0,0,0,0,0,0,0,0
"22",91,224,54,7,0,0,0,0,0,0,0,0,0,0,0
"23",72,224,48,7,0,0,0,0,0,0,0,0,0,0,0
"24",39,224,54,7,0,0,0,0,0,0,0,0,0,0,0
"25",64,252,40,8,0,0,1,23,11,0,0,0,0,0,0
"26",6,252,55,8,0,0,0,0,0,0,0,0,0,0,0
"27",4,252,59,8,0,0,0,0,0,0,0,0,0,0,0
"28",38,252,43,8,0,0,0,0,0,0,0,0,0,0,0
"29",56,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"30",63,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"31",58,280,40,9,0,0,0,0,0,0,0,0,0,0,0
"32",50,280,60,9,2,45,10,0,0,0,0,0,0,0,0
"33",2,308,50,10,0,0,0,3,35,10,0,0,0,0,0
"34",11,308,42,10,0,0,0,0,0,0,0,0,0,0,0
"35",17,308,46,10,0,0,0,0,0,0,0,0,0,0,0
"36",18,308,44,10,0,0,0,0,0,0,1,24,16,0,0
"37",75,336,41,11,0,0,0,0,0,0,0,0,0,0,0
"38",67,336,42,11,0,0,0,0,0,0,0,0,0,0,0
"39",9,336,40,11,0,0,0,1,8,28,0,0,0,0,0
"40",88,336,58,11,0,0,0,0,12,43,1,0,0,0,0
"41",66,364,43,12,0,0,0,0,1,7,28,4,0,0,0
"42",82,364,60,12,0,0,0,0,0,2,38,19,0,0,0
"43",70,364,56,12,0,0,0,0,0,0,0,0,0,0,0
"44",25,364,52,12,0,0,0,0,0,0,0,3,25,18,2
