"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",27,84,48,2,0,0,0,0,0,0,0,0,0,0,0
"2",59,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"3",64,84,56,2,0,0,0,0,0,0,0,0,0,0,0
"4",93,84,51,2,0,0,0,0,0,0,0,1,0,0,0
"5",79,112,46,3,0,0,0,0,0,0,1,0,0,0,0
"6",6,112,60,3,0,0,0,0,0,0,0,0,0,0,0
"7",80,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"8",11,112,46,3,0,0,0,0,4,3,0,0,0,0,0
"9",94,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"10",1,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"11",66,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"12",53,140,47,4,0,0,0,0,0,0,0,0,0,1,1
"13",82,168,54,5,0,0,0,0,0,0,0,0,0,0,0
"14",33,168,46,5,0,0,0,0,0,0,0,0,0,0,0
"15",18,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"16",63,168,48,5,0,0,1,14,8,0,0,0,0,0,0
"17",47,196,41,6,1,19,19,2,0,0,0,0,0,0,0
"18",72,196,57,6,0,0,0,0,0,0,0,1,2,2,0
"19",21,196,50,6,0,0,0,0,0,0,0,0,0,0,0
"20",48,196,45,6,0,0,0,0,0,0,0,0,0,0,0
"21",20,224,50,7,0,0,0,0,0,0,0,0,0,0,0
"22",86,224,59,7,0,0,6,44,9,0,0,0,0,0,0
"23",68,224,50,7,0,0,0,0,0,0,0,0,0,0,0
"24",49,224,42,7,0,0,0,0,0,0,0,0,0,0,0
"25",91,252,55,8,0,0,0,0,0,0,0,0,0,0,0
"26",97,252,46,8,0,0,0,0,0,1,18,13,0,0,0
"27",71,252,49,8,0,0,0,0,0,0,1,0,0,0,0
"28",13,252,48,8,0,0,0,0,0,0,0,0,0,0,0
"29",98,280,60,9,0,0,0,0,0,0,0,0,0,0,0
"30",99,280,50,9,0,0,0,0,0,0,0,0,0,0,0
"31",88,280,58,9,0,0,0,0,0,0,6,50,2,0,0
"32",62,280,58,9,0,0,0,0,0,0,0,0,1,4,1
"33",30,308,54,10,0,0,5,43,3,1,0,0,0,0,0
"34",77,308,56,10,0,0,0,0,0,0,1,16,35,1,0
"35",61,308,44,10,0,0,0,1,1,0,0,4,31,2,0
"36",39,308,60,10,0,0,0,0,0,0,0,0,0,0,0
"37",74,336,43,11,0,0,0,0,0,0,0,0,0,0,0
"38",29,336,60,11,0,0,0,0,0,0,0,0,0,0,0
"39",41,336,58,11,0,1,26,29,2,0,0,0,0,0,0
"40",67,336,46,11,0,0,0,0,0,0,0,0,0,0,0
"41",43,364,52,12,0,0,0,0,0,0,0,0,14,34,0
"42",12,364,57,12,0,0,0,0,0,0,0,0,0,0,9
"43",44,364,46,12,0,0,0,0,0,0,0,0,0,0,0
"44",58,364,42,12,0,0,0,0,0,0,0,0,0,0,2
