"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",6,542,21,6,NA,NA
"2",6,506,27,6,NA,NA
"3",6,525,29,6,NA,NA
"4",6,518,30,6,NA,NA
"5",6,523,34,6,NA,NA
"6",6,507,35,6,NA,NA
"7",6,514,35,6,NA,NA
"8",6,530,38,6,NA,NA
"9",6,571,39,6,NA,NA
"10",6,493,40,6,NA,NA
"11",6,543,40,6,NA,NA
"12",6,502,41,6,NA,NA
"13",6,503,41,6,NA,NA
"14",6,487,42,6,NA,NA
"15",6,515,42,6,NA,NA
"16",6,512,44,6,NA,NA
"17",6,1098,44,12,NA,NA
"18",6,540,45,6,NA,NA
"19",6,559,45,6,NA,NA
"20",6,499,46,6,NA,NA
"21",6,527,46,6,NA,NA
"22",6,554,46,6,NA,NA
"23",6,496,47,6,NA,NA
"24",6,519,47,6,NA,NA
"25",6,567,47,6,NA,NA
"26",6,522,48,6,NA,NA
"27",6,552,48,6,NA,NA
"28",6,531,49,6,NA,NA
"29",6,533,51,6,NA,NA
"30",6,1114,51,12,NA,NA
"31",6,498,52,6,NA,NA
"32",6,513,52,6,NA,NA
"33",6,516,52,6,NA,NA
"34",6,539,52,6,NA,NA
"35",6,553,52,6,NA,NA
"36",6,555,52,6,NA,NA
"37",6,565,52,6,NA,NA
"38",6,566,53,6,NA,NA
"39",6,1085,53,12,NA,NA
"40",6,505,54,6,NA,NA
"41",6,1152,54,12,NA,NA
"42",6,1164,54,12,NA,NA
"43",6,489,55,6,NA,NA
"44",6,557,55,6,NA,NA
"45",6,564,56,6,0,56
"46",6,570,56,6,0,56
"47",6,488,58,6,0,56
"48",6,497,58,6,0,56
"49",6,538,58,6,0,56
"50",6,548,58,6,0,56
"51",6,551,58,6,NA,NA
"52",6,1148,58,12,NA,NA
"53",6,500,59,6,0,56
"54",6,529,59,6,0,56
"55",6,536,59,6,0,56
"56",6,524,60,6,NA,NA
"57",6,545,60,6,0,56
"58",6,573,60,6,0,56
"59",6,1110,60,12,NA,NA
"60",6,494,61,6,0,56
"61",6,1076,61,12,0,56
"62",6,1171,61,12,NA,NA
"63",6,2078,61,22,0,56
"64",6,504,63,6,0,56
"65",6,511,63,6,0,56
"66",6,526,63,6,0,56
"67",6,535,63,6,0,56
"68",6,558,63,6,0,56
"69",6,560,63,6,0,56
"70",6,1077,63,12,NA,NA
"71",6,1156,63,12,NA,NA
"72",6,1178,63,12,0,56
"73",6,568,64,6,NA,NA
"74",6,1105,64,12,NA,NA
"75",6,1157,64,12,0,56
"76",6,521,65,6,0,56
"77",6,1169,66,12,0,56
"78",6,501,67,6,0,56
"79",6,510,67,6,0,56
"80",6,569,67,6,0,56
"81",6,1135,67,12,0,56
"82",6,1158,67,12,NA,NA
"83",6,509,68,6,0,56
"84",6,517,68,6,0,56
"85",6,1078,68,12,NA,NA
"86",6,1080,68,12,NA,NA
"87",6,1106,68,12,0,56
"88",6,2022,68,22,NA,NA
"89",6,2042,68,22,0,56
