"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",83,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"2",89,84,43,2,0,0,0,0,0,0,0,0,0,0,0
"3",71,84,53,2,0,0,0,0,0,0,0,0,0,0,0
"4",29,84,44,2,0,0,0,0,0,0,0,0,0,0,1
"5",34,112,55,3,0,0,0,0,0,0,0,0,0,0,0
"6",46,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"7",84,112,52,3,19,28,1,0,0,0,0,0,0,0,0
"8",32,112,56,3,0,0,0,0,0,0,0,0,0,0,0
"9",67,140,42,4,0,0,0,0,0,0,0,0,0,0,0
"10",87,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"11",88,140,40,4,1,1,11,7,1,0,0,0,0,0,0
"12",42,140,43,4,0,0,0,0,1,2,0,0,0,0,0
"13",17,168,60,5,0,1,20,39,0,0,0,0,0,0,0
"14",94,168,51,5,0,0,0,0,0,0,0,0,0,0,0
"15",51,168,52,5,0,0,0,0,0,0,0,0,0,0,0
"16",40,168,52,5,0,0,0,14,11,0,0,0,0,0,0
"17",22,196,58,6,0,0,0,0,0,0,0,0,0,0,0
"18",86,196,58,6,0,0,0,0,0,0,0,0,0,0,0
"19",47,196,54,6,0,0,0,0,1,0,0,0,0,0,0
"20",44,196,52,6,0,0,0,0,11,8,1,0,0,0,0
"21",73,224,54,7,0,0,0,0,0,0,0,0,0,0,0
"22",59,224,52,7,0,0,0,0,0,0,0,0,0,0,0
"23",53,224,54,7,0,0,0,5,47,1,0,0,0,0,0
"24",27,224,58,7,0,9,46,2,0,0,0,0,0,0,0
"25",98,252,52,8,0,0,0,0,1,26,21,1,0,0,0
"26",75,252,48,8,0,0,0,0,0,0,0,0,0,0,0
"27",23,252,54,8,0,0,0,0,0,0,0,0,0,0,0
"28",31,252,48,8,0,0,0,0,0,0,0,0,0,0,0
"29",30,280,42,9,0,0,0,0,0,0,0,0,0,0,0
"30",62,280,52,9,0,0,0,2,38,11,0,0,0,0,0
"31",48,280,50,9,0,0,0,0,0,0,0,0,0,0,0
"32",10,280,53,9,0,0,0,0,0,0,0,0,0,0,0
"33",28,308,49,10,0,0,0,2,27,18,0,0,0,0,0
"34",76,308,52,10,0,0,0,0,0,0,0,0,0,0,0
"35",19,308,59,10,0,0,0,0,0,0,0,0,0,0,0
"36",2,308,60,10,0,0,0,0,0,0,0,1,11,18,0
"37",35,336,42,11,0,0,0,0,0,0,0,0,3,15,9
"38",65,336,58,11,51,7,0,0,0,0,0,0,0,0,0
"39",68,336,41,11,0,0,0,0,0,0,0,0,0,0,0
"40",26,336,52,11,0,0,0,0,0,6,42,3,0,0,0
"41",37,364,46,12,0,0,0,0,0,0,0,0,0,0,0
"42",7,364,48,12,0,0,0,0,0,0,0,0,0,0,0
"43",58,364,54,12,0,0,0,0,0,0,0,0,0,0,0
"44",93,364,48,12,0,0,0,0,0,0,0,0,0,0,0
