"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",86,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"2",49,84,51,2,0,0,0,0,0,0,0,0,0,0,0
"3",58,84,50,2,0,0,0,0,0,0,0,0,0,0,0
"4",23,84,48,2,0,0,0,0,0,0,0,0,0,0,0
"5",14,112,51,3,0,0,0,0,0,0,0,0,1,4,0
"6",8,112,60,3,0,0,0,0,0,0,0,0,0,0,0
"7",11,112,45,3,0,0,0,0,0,0,0,0,0,0,0
"8",92,112,50,3,0,0,0,0,0,0,0,0,0,0,0
"9",94,140,60,4,0,0,0,0,0,0,0,0,0,0,0
"10",80,140,50,4,0,0,1,3,2,0,0,0,0,0,0
"11",27,140,60,4,0,0,0,0,0,0,0,0,0,0,0
"12",67,140,40,4,0,0,0,0,0,0,0,0,0,0,0
"13",29,168,43,5,0,0,0,0,0,0,0,0,0,0,0
"14",74,168,52,5,0,0,0,0,0,0,0,0,0,0,0
"15",37,168,50,5,0,0,0,0,0,0,0,0,0,0,0
"16",70,168,56,5,0,3,32,19,0,0,0,0,0,0,0
"17",26,196,48,6,27,18,0,0,0,0,0,0,0,0,0
"18",82,196,40,6,0,0,0,0,0,0,0,0,0,0,0
"19",31,196,59,6,0,0,1,13,45,0,0,0,0,0,0
"20",35,196,50,6,0,0,0,0,0,0,0,0,0,0,0
"21",40,224,52,7,0,0,0,0,0,0,0,0,1,2,0
"22",85,224,56,7,0,0,0,0,23,30,1,0,0,0,0
"23",56,224,54,7,0,0,0,0,0,0,0,0,0,0,0
"24",42,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"25",95,252,60,8,0,0,0,0,0,0,0,1,2,4,0
"26",38,252,45,8,0,0,0,0,0,0,0,0,0,0,0
"27",63,252,47,8,0,0,0,0,0,0,0,0,0,0,0
"28",76,252,46,8,0,0,0,0,0,0,0,0,0,0,0
"29",21,280,54,9,0,0,0,0,0,0,0,0,0,0,0
"30",97,280,52,9,0,0,0,0,0,0,0,0,0,0,0
"31",72,280,44,9,0,0,0,0,0,0,0,0,0,0,0
"32",96,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"33",17,308,44,10,0,0,0,0,0,0,0,0,0,0,0
"34",62,308,60,10,0,0,0,0,0,0,0,0,0,0,0
"35",71,308,49,10,0,0,0,0,0,0,0,0,14,9,1
"36",5,308,52,10,0,0,0,0,0,0,17,29,2,0,0
"37",69,336,52,11,0,0,0,0,4,41,5,0,0,0,0
"38",6,336,52,11,0,3,28,17,2,0,0,0,0,0,0
"39",34,336,42,11,0,0,0,0,0,0,1,10,23,2,0
"40",83,336,55,11,0,0,0,0,0,0,6,46,2,0,0
"41",43,364,50,12,0,0,0,0,0,9,36,1,0,0,0
"42",88,364,41,12,0,0,0,0,4,24,12,1,0,0,0
"43",47,364,58,12,0,0,0,0,0,0,0,0,0,0,0
"44",84,364,56,12,0,0,0,0,0,2,40,12,0,0,0
