"","SimulationNumber","Node","Community","TrialStatus","DayEnrolled"
"1",49,1,1,0,56
"2",49,3,1,0,56
"3",49,5,1,0,56
"4",49,8,1,0,56
"5",49,11,1,0,56
"6",49,12,1,0,56
"7",49,15,1,0,56
"8",49,17,1,0,56
"9",49,19,1,0,56
"10",49,20,1,0,56
"11",49,21,1,0,56
"12",49,22,1,0,56
"13",49,23,1,0,56
"14",49,25,1,0,56
"15",49,28,1,0,56
"16",49,31,1,0,56
"17",49,33,1,0,56
"18",49,36,1,0,56
"19",49,39,1,0,56
"20",49,40,1,0,56
"21",49,41,1,0,56
"22",49,42,1,0,56
"23",49,44,1,0,56
"24",49,45,1,0,56
"25",49,49,1,0,56
"26",49,51,1,0,56
"27",49,53,1,0,56
"28",49,54,1,0,56
"29",49,55,1,0,56
"30",49,57,1,0,56
"31",49,58,1,0,56
"32",49,63,1,0,56
"33",49,64,1,0,56
"34",49,65,1,0,56
"35",49,68,1,0,56
"36",49,77,1,0,56
"37",49,78,1,0,56
"38",49,80,1,0,56
"39",49,81,1,0,56
"40",49,82,1,0,56
"41",49,84,1,0,56
"42",49,86,1,0,56
"43",49,88,1,0,56
"44",49,92,1,0,56
"45",49,93,1,0,56
"46",49,94,1,0,56
"47",49,95,1,0,56
"48",49,96,1,0,56
"49",49,98,1,0,56
"50",49,99,1,0,56
"51",49,100,2,0,56
"52",49,103,2,0,56
"53",49,106,2,0,56
"54",49,107,2,0,56
"55",49,109,2,0,56
"56",49,110,2,0,56
"57",49,112,2,0,56
"58",49,113,2,0,56
"59",49,114,2,0,56
"60",49,116,2,0,56
"61",49,117,2,0,56
"62",49,119,2,0,56
"63",49,120,2,0,56
"64",49,121,2,0,56
"65",49,123,2,0,56
"66",49,127,2,0,56
"67",49,128,2,0,56
"68",49,129,2,0,56
"69",49,131,2,0,56
"70",49,133,2,0,56
"71",49,134,2,0,56
"72",49,135,2,0,56
"73",49,138,2,0,56
"74",49,139,2,0,56
"75",49,141,2,0,56
"76",49,142,2,0,56
"77",49,143,2,0,56
"78",49,144,2,0,56
"79",49,147,2,0,56
"80",49,153,2,0,56
"81",49,156,2,0,56
"82",49,161,2,0,56
"83",49,162,2,0,56
"84",49,164,2,0,56
"85",49,167,2,0,56
"86",49,168,2,0,56
"87",49,170,2,0,56
"88",49,173,2,0,56
"89",49,179,2,0,56
"90",49,183,2,0,56
"91",49,185,2,0,56
"92",49,187,2,0,56
"93",49,188,2,0,56
"94",49,189,2,0,56
"95",49,191,2,0,56
"96",49,194,2,0,56
"97",49,195,2,0,56
"98",49,196,2,0,56
"99",49,197,2,0,56
"100",49,199,2,0,56
"101",49,200,3,0,56
"102",49,201,3,0,56
"103",49,203,3,0,56
"104",49,204,3,0,56
"105",49,206,3,0,56
"106",49,209,3,0,56
"107",49,211,3,0,56
"108",49,215,3,0,56
"109",49,216,3,0,56
"110",49,219,3,0,56
"111",49,221,3,0,56
"112",49,223,3,0,56
"113",49,224,3,0,56
"114",49,225,3,0,56
"115",49,229,3,0,56
"116",49,230,3,0,56
"117",49,235,3,0,56
"118",49,237,3,0,56
"119",49,240,3,0,56
"120",49,241,3,0,56
"121",49,244,3,0,56
"122",49,246,3,0,56
"123",49,247,3,0,56
"124",49,249,3,0,56
"125",49,250,3,0,56
"126",49,254,3,0,56
"127",49,255,3,0,56
"128",49,256,3,0,56
"129",49,258,3,0,56
"130",49,261,3,0,56
"131",49,264,3,0,56
