"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",6,84,41,2,0,0,0,0,0,0,0,0,0,0,0
"2",63,84,40,2,0,0,0,0,0,0,0,0,0,0,0
"3",7,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"4",39,84,53,2,0,0,0,0,0,1,2,0,0,0,0
"5",44,112,50,3,0,0,0,0,0,0,0,0,0,0,0
"6",25,112,42,3,0,0,0,0,0,0,0,0,0,0,0
"7",14,112,55,3,0,0,0,0,0,0,0,0,0,0,0
"8",40,112,48,3,0,0,0,0,0,0,0,0,0,0,0
"9",62,140,48,4,0,0,0,0,0,0,0,0,0,0,0
"10",30,140,40,4,0,0,0,0,0,0,0,0,0,0,0
"11",15,140,47,4,0,0,0,0,0,0,0,0,0,0,0
"12",32,140,48,4,0,0,0,0,0,0,0,0,0,0,0
"13",54,168,60,5,0,0,0,0,0,0,0,0,0,0,0
"14",61,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"15",73,168,57,5,0,0,0,0,0,0,0,0,0,0,0
"16",17,168,58,5,0,0,0,0,0,0,0,0,0,0,0
"17",91,196,48,6,0,0,0,0,0,0,0,0,0,0,0
"18",74,196,42,6,0,0,0,0,0,0,0,0,0,0,0
"19",67,196,42,6,0,0,0,0,0,0,0,0,0,0,0
"20",42,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"21",5,224,42,7,0,0,0,1,26,13,0,0,0,0,0
"22",80,224,55,7,0,0,0,0,0,0,0,1,1,3,0
"23",12,224,46,7,1,18,21,1,0,0,0,0,0,0,0
"24",11,224,59,7,0,0,0,0,0,0,0,0,0,0,0
"25",87,252,48,8,0,0,0,0,0,0,0,0,0,0,0
"26",27,252,46,8,0,0,0,0,0,0,0,0,0,0,0
"27",56,252,46,8,0,0,0,0,0,8,34,3,0,0,0
"28",92,252,49,8,0,9,38,1,0,0,0,0,0,0,0
"29",59,280,40,9,0,0,0,0,0,0,0,0,0,0,0
"30",31,280,44,9,0,0,0,0,0,0,0,0,0,0,0
"31",19,280,52,9,0,0,0,0,0,0,0,0,0,0,0
"32",35,280,55,9,0,0,0,0,0,0,0,0,0,0,0
"33",16,308,54,10,0,0,0,0,0,4,43,7,0,0,0
"34",93,308,59,10,0,0,0,0,0,0,0,0,0,0,0
"35",83,308,57,10,0,0,0,0,0,0,0,0,0,0,0
"36",85,308,56,10,0,0,0,0,0,0,0,0,2,3,4
"37",66,336,40,11,0,0,0,0,0,0,0,0,0,0,0
"38",2,336,60,11,0,0,0,39,21,0,0,0,0,0,0
"39",9,336,52,11,0,0,0,0,0,4,41,6,0,0,0
"40",21,336,60,11,0,0,0,0,0,0,0,0,0,0,0
"41",70,364,47,12,0,0,0,0,0,0,0,0,0,0,0
"42",72,364,56,12,0,0,1,20,33,0,0,0,0,0,0
"43",78,364,48,12,0,0,0,0,0,0,0,0,0,0,0
"44",1,364,46,12,0,0,0,0,0,0,1,25,16,0,0
