"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",21,2803,71,28,0,56
"2",21,2788,78,28,NA,NA
"3",21,2805,80,28,NA,NA
"4",21,2807,80,28,0,56
"5",21,2745,84,28,0,56
"6",21,2776,84,28,NA,NA
"7",21,2744,86,28,0,56
"8",21,2757,88,28,NA,NA
"9",21,2730,91,28,NA,NA
"10",21,2794,91,28,NA,NA
"11",21,2739,92,28,0,56
"12",21,2769,92,28,NA,NA
"13",21,2786,92,28,NA,NA
"14",21,2796,92,28,NA,NA
"15",21,2738,93,28,0,56
"16",21,2795,93,28,0,56
"17",21,2799,93,28,NA,NA
"18",21,2732,94,28,NA,NA
"19",21,2791,95,28,0,56
"20",21,2768,96,28,NA,NA
"21",21,6925,96,70,NA,NA
"22",21,2734,97,28,0,56
"23",21,2759,97,28,NA,NA
"24",21,2760,98,28,0,56
"25",21,2775,98,28,NA,NA
"26",21,2801,98,28,0,56
"27",21,2778,99,28,NA,NA
"28",21,5730,99,58,0,56
"29",21,2743,100,28,NA,NA
"30",21,6920,100,70,0,56
"31",21,2741,101,28,NA,NA
"32",21,2761,101,28,0,56
"33",21,6876,103,70,0,56
"34",21,7858,103,79,NA,NA
"35",21,2797,104,28,0,56
"36",21,6877,104,70,0,56
"37",21,2736,105,28,NA,NA
"38",21,2771,105,28,0,56
"39",21,2790,105,28,0,56
"40",21,2793,105,28,NA,NA
"41",21,2808,105,28,NA,NA
"42",21,4436,105,45,0,56
"43",21,2735,106,28,0,56
"44",21,5685,106,58,0,56
"45",21,6860,106,70,NA,NA
"46",21,2784,107,28,NA,NA
"47",21,2800,107,28,0,56
"48",21,5753,107,58,0,56
"49",21,2737,108,28,NA,NA
"50",21,2748,108,28,0,56
"51",21,2751,108,28,0,56
"52",21,2758,108,28,0,56
"53",21,2806,108,28,0,56
"54",21,6914,108,70,NA,NA
"55",21,7784,108,79,0,56
"56",21,2753,109,28,0,56
"57",21,2762,109,28,NA,NA
"58",21,2782,109,28,0,56
"59",21,2787,109,28,0,56
"60",21,6836,109,70,0,56
"61",21,2729,110,28,NA,NA
"62",21,2763,110,28,0,56
"63",21,6855,110,70,NA,NA
"64",21,6900,110,70,0,56
"65",21,7786,110,79,0,56
"66",21,2747,111,28,0,56
"67",21,2783,111,28,0,56
"68",21,2789,111,28,0,56
"69",21,4468,111,45,0,56
"70",21,6852,111,70,0,56
"71",21,6856,111,70,NA,NA
"72",21,6867,111,70,0,56
"73",21,7779,111,79,NA,NA
"74",21,7849,111,79,0,56
"75",21,4422,112,45,NA,NA
"76",21,2765,113,28,1,56
"77",21,2792,113,28,1,56
"78",21,4386,113,45,0,56
"79",21,6884,113,70,NA,NA
"80",21,6909,113,70,0,56
"81",21,6923,113,70,NA,NA
"82",21,6928,113,70,NA,NA
"83",21,6929,113,70,0,56
"84",21,2731,114,28,NA,NA
"85",21,2752,114,28,NA,NA
"86",21,2781,114,28,1,56
"87",21,4385,114,45,0,56
"88",21,6894,114,70,0,56
"89",21,7846,114,79,0,56
"90",21,5742,115,58,0,56
"91",21,7838,115,79,NA,NA
"92",21,2728,116,28,NA,NA
"93",21,2770,116,28,NA,NA
"94",21,2779,116,28,NA,NA
"95",21,4435,116,45,0,56
"96",21,6869,116,70,NA,NA
"97",21,2742,117,28,1,56
"98",21,2772,117,28,NA,NA
"99",21,4461,117,45,NA,NA
"100",21,6834,117,70,0,56
"101",21,6861,117,70,NA,NA
"102",21,6892,117,70,NA,NA
"103",21,7803,117,79,NA,NA
"104",21,7835,117,79,0,56
"105",21,2756,118,28,NA,NA
"106",21,2780,118,28,NA,NA
