"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",39,84,44,2,0,0,0,0,0,0,0,0,0,0,0
"2",66,84,46,2,0,0,0,0,0,0,0,0,0,0,0
"3",37,84,40,2,0,0,0,0,0,0,0,0,0,0,1
"4",9,84,40,2,0,0,0,0,0,0,1,0,0,0,0
"5",56,112,43,3,0,0,0,0,1,0,0,0,0,0,0
"6",49,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"7",76,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"8",14,112,42,3,0,0,0,0,0,0,0,0,0,0,0
"9",30,140,54,4,0,0,0,0,0,0,0,0,0,0,1
"10",17,140,40,4,0,0,0,0,0,0,0,0,0,0,0
"11",38,140,44,4,0,0,0,0,0,0,0,0,0,0,0
"12",27,140,42,4,0,0,0,0,0,0,0,0,0,0,0
"13",70,168,60,5,0,0,0,0,0,0,0,0,0,0,0
"14",84,168,47,5,0,0,0,5,11,0,0,0,0,0,0
"15",3,168,54,5,0,0,0,0,0,0,0,0,0,0,0
"16",55,168,58,5,0,0,0,0,0,0,0,0,0,5,1
"17",68,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"18",64,196,48,6,0,0,0,0,0,0,0,0,0,0,0
"19",19,196,51,6,0,0,0,0,0,0,0,0,0,0,0
"20",7,196,52,6,0,0,0,0,0,0,0,0,0,0,0
"21",5,224,40,7,0,0,0,0,0,0,0,0,0,0,0
"22",74,224,56,7,0,0,0,0,0,0,0,0,0,0,0
"23",60,224,51,7,0,0,0,0,0,0,0,0,0,0,0
"24",22,224,56,7,6,47,2,0,0,0,0,0,0,0,0
"25",47,252,44,8,0,0,0,0,0,0,0,0,0,0,0
"26",82,252,42,8,0,0,0,0,0,0,0,0,0,0,0
"27",13,252,48,8,0,0,0,0,0,0,1,2,2,2,0
"28",12,252,54,8,37,15,0,0,0,0,0,0,0,0,0
"29",75,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"30",69,280,58,9,0,0,0,0,0,0,0,0,0,0,0
"31",20,280,42,9,0,0,0,0,0,0,0,0,0,0,0
"32",25,280,50,9,0,0,0,0,0,0,0,5,7,4,0
"33",72,308,46,10,0,0,0,0,0,0,14,24,5,0,0
"34",67,308,46,10,0,0,0,0,0,0,0,0,0,0,0
"35",53,308,45,10,0,0,0,0,0,0,0,0,0,0,0
"36",79,308,53,10,0,1,19,30,0,0,0,0,0,0,0
"37",41,336,54,11,0,0,0,0,0,0,0,6,43,4,0
"38",8,336,48,11,0,0,0,0,0,0,0,0,0,0,0
"39",89,336,51,11,0,0,0,0,0,7,41,2,0,0,0
"40",85,336,48,11,3,22,22,0,0,0,0,0,0,0,0
"41",26,364,56,12,0,0,0,0,0,0,0,0,0,0,0
"42",28,364,50,12,0,0,0,0,0,0,6,34,10,0,0
"43",45,364,52,12,0,0,0,0,0,0,0,0,0,0,0
"44",93,364,44,12,0,4,29,11,0,0,0,0,0,0,0
