"","SimulationNumber","Node","Community","TrialStatus","DayEnrolled"
"1",40,1,1,0,56
"2",40,2,1,0,56
"3",40,3,1,0,56
"4",40,6,1,0,56
"5",40,8,1,0,56
"6",40,9,1,0,56
"7",40,12,1,0,56
"8",40,13,1,0,56
"9",40,15,1,0,56
"10",40,17,1,0,56
"11",40,19,1,0,56
"12",40,21,1,0,56
"13",40,23,1,0,56
"14",40,25,1,0,56
"15",40,27,1,0,56
"16",40,28,1,0,56
"17",40,33,1,0,56
"18",40,34,1,0,56
"19",40,37,1,0,56
"20",40,38,1,0,56
"21",40,41,1,0,56
"22",40,44,1,0,56
"23",40,45,1,0,56
"24",40,46,1,0,56
"25",40,47,1,0,56
"26",40,49,1,0,56
"27",40,51,1,0,56
"28",40,52,1,0,56
"29",40,53,1,0,56
"30",40,55,1,0,56
"31",40,58,1,0,56
"32",40,61,1,0,56
"33",40,62,1,0,56
"34",40,67,1,0,56
"35",40,69,1,0,56
"36",40,70,1,0,56
"37",40,71,1,0,56
"38",40,72,1,0,56
"39",40,75,1,0,56
"40",40,77,1,0,56
"41",40,80,1,0,56
"42",40,83,1,0,56
"43",40,84,1,0,56
"44",40,87,1,0,56
"45",40,89,1,0,56
"46",40,92,1,0,56
"47",40,93,1,0,56
"48",40,95,1,0,56
"49",40,98,1,0,56
"50",40,99,1,0,56
"51",40,101,1,0,56
"52",40,103,2,1,56
"53",40,109,2,1,56
"54",40,111,2,1,56
"55",40,112,2,1,56
"56",40,119,2,1,56
"57",40,121,2,1,56
"58",40,124,2,1,56
"59",40,126,2,1,56
"60",40,129,2,1,56
"61",40,130,2,1,56
"62",40,131,2,1,56
"63",40,133,2,1,56
"64",40,134,2,1,56
"65",40,136,2,1,56
"66",40,137,2,1,56
"67",40,138,2,1,56
"68",40,140,2,1,56
"69",40,141,2,1,56
"70",40,142,2,1,56
"71",40,143,2,1,56
"72",40,144,2,1,56
"73",40,145,2,1,56
"74",40,146,2,1,56
"75",40,152,2,1,56
"76",40,154,2,1,56
"77",40,156,2,1,56
"78",40,160,2,1,56
"79",40,162,2,1,56
"80",40,163,2,1,56
"81",40,165,2,1,56
"82",40,170,2,1,56
"83",40,171,2,1,56
"84",40,174,2,1,56
"85",40,176,2,1,56
"86",40,177,2,1,56
"87",40,178,2,1,56
"88",40,179,2,1,56
"89",40,182,2,1,56
"90",40,183,2,1,56
"91",40,184,2,1,56
"92",40,186,2,1,56
"93",40,187,2,1,56
"94",40,193,3,0,56
"95",40,195,3,0,56
"96",40,196,3,0,56
