"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",27,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"2",76,84,49,2,0,0,0,0,0,0,0,0,5,1,0
"3",60,84,46,2,0,0,0,0,0,0,0,0,1,0,0
"4",3,84,48,2,0,0,0,0,0,0,0,0,0,0,0
"5",50,112,54,3,0,0,0,1,2,1,1,0,0,0,0
"6",28,112,41,3,2,26,7,0,0,0,0,0,0,0,0
"7",100,112,58,3,0,0,0,0,0,0,1,0,2,0,0
"8",99,112,49,3,0,0,0,0,0,0,0,0,0,0,0
"9",11,140,44,4,0,0,0,0,0,0,0,0,0,0,0
"10",58,140,52,4,0,3,3,14,3,0,0,0,0,0,0
"11",55,140,50,4,0,0,0,0,0,0,0,0,0,0,0
"12",77,140,44,4,0,0,0,0,0,0,0,0,0,0,0
"13",26,168,60,5,0,0,0,0,0,0,0,0,8,3,0
"14",98,168,40,5,0,0,0,0,0,0,0,0,0,0,0
"15",68,168,50,5,0,0,0,0,0,0,0,0,0,0,0
"16",45,168,50,5,0,2,22,24,1,0,0,0,0,0,0
"17",22,196,58,6,0,0,0,0,0,0,0,0,0,0,0
"18",18,196,45,6,0,0,0,0,0,0,0,0,0,0,0
"19",31,196,42,6,0,0,0,0,0,0,0,0,0,0,0
"20",44,196,47,6,0,0,0,0,0,0,0,0,0,0,0
"21",79,224,49,7,0,3,29,10,0,0,0,0,0,0,0
"22",90,224,42,7,0,0,0,0,0,0,0,0,0,0,0
"23",57,224,48,7,0,0,0,1,0,0,0,0,0,0,0
"24",35,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"25",19,252,50,8,0,0,0,0,0,0,0,0,0,0,0
"26",34,252,58,8,0,0,0,0,0,0,0,0,0,0,0
"27",67,252,46,8,0,0,0,0,0,0,0,0,0,0,0
"28",20,252,60,8,0,0,0,0,0,0,2,0,0,0,0
"29",62,280,44,9,0,0,0,0,0,0,0,0,0,0,0
"30",85,280,53,9,0,0,0,0,0,11,38,2,0,0,0
"31",2,280,58,9,0,0,0,0,0,0,0,0,0,0,1
"32",56,280,48,9,0,0,0,0,0,0,0,1,3,0,2
"33",30,308,42,10,0,0,0,0,0,0,0,1,18,8,1
"34",88,308,48,10,0,0,0,0,0,0,0,0,0,0,0
"35",17,308,46,10,0,0,0,10,27,4,0,0,0,0,0
"36",38,308,51,10,0,0,0,0,0,0,0,0,0,0,0
"37",5,336,49,11,0,0,0,0,0,0,0,0,0,0,0
"38",25,336,54,11,0,0,0,0,0,0,0,0,0,0,0
"39",43,336,44,11,0,0,0,0,0,0,2,26,12,1,0
"40",95,336,44,11,0,0,0,0,0,0,0,0,0,0,0
"41",81,364,46,12,0,0,0,0,0,2,31,12,0,0,0
"42",93,364,46,12,0,0,0,0,0,0,0,0,0,0,0
"43",51,364,56,12,0,0,0,0,0,9,42,4,0,0,0
"44",52,364,43,12,0,0,0,0,3,30,10,0,0,0,0
