"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",48,84,50,2,0,0,0,0,0,0,0,0,0,0,0
"2",78,84,58,2,0,0,0,0,0,0,0,0,0,0,0
"3",80,84,50,2,0,0,0,0,0,0,0,0,0,0,0
"4",15,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"5",40,112,42,3,0,0,0,0,0,0,1,0,0,0,0
"6",100,112,48,3,0,0,0,0,0,0,0,0,0,0,5
"7",12,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"8",20,112,54,3,0,0,0,0,0,0,0,0,0,0,0
"9",41,140,44,4,0,0,0,0,0,0,0,0,0,0,0
"10",64,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"11",90,140,52,4,0,0,0,0,0,0,0,0,0,0,0
"12",8,140,42,4,0,0,0,0,0,0,0,0,0,0,0
"13",42,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"14",93,168,45,5,0,0,0,0,0,0,0,0,0,0,0
"15",7,168,54,5,0,0,0,0,0,0,0,0,0,0,0
"16",27,168,46,5,0,0,1,19,12,0,0,0,0,0,0
"17",10,196,43,6,0,0,0,0,0,0,0,0,0,0,0
"18",67,196,59,6,0,0,0,0,0,0,0,0,0,0,0
"19",61,196,46,6,0,0,0,0,0,0,0,0,0,0,0
"20",29,196,60,6,0,0,0,0,0,0,0,0,0,0,0
"21",85,224,57,7,0,0,0,0,0,1,2,0,0,0,0
"22",2,224,60,7,0,0,0,0,0,0,0,0,0,0,0
"23",31,224,50,7,0,0,0,0,0,0,0,0,0,0,0
"24",6,224,47,7,0,0,0,0,0,0,0,0,0,0,0
"25",16,252,47,8,0,0,0,0,0,8,20,4,0,0,0
"26",77,252,52,8,0,0,0,3,35,12,0,0,0,0,0
"27",28,252,48,8,0,0,0,0,0,0,0,0,0,0,0
"28",69,252,56,8,0,0,0,0,0,4,43,5,1,0,0
"29",83,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"30",26,280,54,9,0,0,0,0,0,0,0,0,0,0,0
"31",55,280,46,9,0,0,0,0,0,0,0,0,0,0,0
"32",65,280,53,9,0,0,0,2,16,32,1,0,0,0,0
"33",50,308,40,10,0,0,0,0,0,0,1,13,8,1,0
"34",66,308,56,10,0,0,0,0,2,23,30,0,0,0,0
"35",94,308,56,10,0,0,0,0,1,12,40,1,0,0,0
"36",87,308,46,10,0,0,0,0,0,0,0,0,0,0,0
"37",19,336,56,11,0,0,0,0,0,0,0,0,0,0,0
"38",22,336,44,11,0,0,3,28,10,0,0,0,0,0,0
"39",38,336,60,11,0,0,0,0,0,0,0,0,0,0,0
"40",73,336,50,11,0,0,0,8,34,4,0,0,0,0,0
"41",30,364,59,12,0,0,0,0,0,0,0,0,0,2,41
"42",98,364,58,12,0,0,0,0,0,0,0,0,17,33,5
"43",47,364,44,12,0,0,0,0,0,0,0,0,0,0,0
"44",70,364,50,12,0,0,0,4,31,11,0,0,0,1,0
