"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",54,84,46,2,0,0,0,0,0,1,1,0,0,0,0
"2",17,84,60,2,0,0,0,0,0,0,0,0,0,0,0
"3",43,84,56,2,0,0,0,0,0,0,0,0,0,0,0
"4",92,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"5",1,112,41,3,0,0,0,0,0,0,0,0,0,0,0
"6",35,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"7",66,112,43,3,0,0,0,0,0,0,0,0,0,0,0
"8",4,112,45,3,0,3,3,1,0,0,0,0,0,0,0
"9",13,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"10",81,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"11",90,140,60,4,0,0,0,0,0,2,0,1,0,0,0
"12",60,140,40,4,0,0,0,0,0,0,0,0,0,0,0
"13",99,168,54,5,0,0,0,0,0,0,0,0,0,0,0
"14",89,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"15",8,168,52,5,0,0,0,0,1,3,2,0,0,0,0
"16",100,168,42,5,0,0,0,0,0,0,0,0,0,0,0
"17",3,196,58,6,0,0,0,0,0,0,0,0,0,0,0
"18",23,196,60,6,0,0,0,0,0,0,0,0,0,0,0
"19",68,196,42,6,0,0,0,0,0,0,0,0,0,0,0
"20",44,196,57,6,2,45,9,0,0,0,0,0,0,0,0
"21",24,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"22",47,224,55,7,0,0,0,0,17,34,2,0,0,0,0
"23",33,224,47,7,0,0,0,0,0,0,0,0,0,2,1
"24",84,224,48,7,0,0,0,0,0,2,11,1,0,0,0
"25",80,252,46,8,0,0,0,0,0,0,0,0,0,0,0
"26",50,252,44,8,0,0,0,0,0,0,0,0,0,0,0
"27",58,252,55,8,0,0,0,0,0,0,0,0,0,0,0
"28",30,252,42,8,0,0,0,0,0,0,0,0,0,0,0
"29",98,280,42,9,0,0,0,0,0,0,0,0,0,0,0
"30",46,280,46,9,0,0,0,0,0,0,0,0,0,0,1
"31",12,280,47,9,0,0,0,0,0,0,1,28,11,0,0
"32",95,280,60,9,0,0,0,0,0,0,0,0,0,0,0
"33",88,308,44,10,0,0,0,0,0,0,0,2,26,8,0
"34",96,308,60,10,0,0,0,0,0,0,0,0,0,0,0
"35",87,308,52,10,0,0,0,0,0,0,0,0,0,0,0
"36",25,308,56,10,0,0,0,0,0,0,0,0,0,0,0
"37",63,336,59,11,0,0,0,0,0,0,0,0,0,0,0
"38",40,336,59,11,0,0,0,0,0,0,0,0,0,0,0
"39",74,336,44,11,0,0,0,0,0,0,0,0,0,0,0
"40",9,336,55,11,0,0,0,0,3,42,9,0,0,0,0
"41",61,364,50,12,0,0,0,0,0,0,0,0,0,0,0
"42",79,364,56,12,0,0,0,0,0,0,0,0,0,0,0
"43",5,364,51,12,0,0,0,0,0,0,0,0,0,0,0
"44",31,364,48,12,0,0,0,0,0,0,0,10,31,4,0
