"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",3,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"2",21,84,52,2,0,0,0,0,0,0,0,0,0,0,0
"3",98,84,49,2,0,0,0,0,1,3,0,0,0,0,0
"4",1,84,43,2,0,0,0,0,0,0,0,0,0,0,0
"5",91,112,52,3,0,0,0,0,0,0,0,0,0,0,0
"6",94,112,50,3,0,0,0,0,0,0,0,0,0,0,0
"7",78,112,46,3,0,0,0,0,0,0,0,0,0,0,0
"8",25,112,40,3,0,0,0,0,0,0,0,0,0,0,0
"9",2,140,43,4,0,0,0,0,0,0,0,0,0,0,0
"10",13,140,50,4,0,0,0,0,1,0,0,0,0,0,0
"11",76,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"12",5,140,60,4,0,0,0,0,0,0,0,0,0,0,0
"13",10,168,46,5,0,0,0,0,0,0,0,0,0,0,0
"14",7,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"15",56,168,44,5,0,0,0,0,0,0,0,0,0,0,0
"16",57,168,54,5,0,0,0,0,0,0,0,0,0,0,0
"17",31,196,50,6,0,0,0,0,0,0,0,0,0,0,0
"18",82,196,57,6,0,0,0,0,1,0,0,0,0,0,0
"19",29,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"20",15,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"21",48,224,56,7,0,0,0,0,0,0,0,0,0,0,0
"22",22,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"23",85,224,56,7,0,0,0,0,0,0,0,0,0,0,0
"24",23,224,50,7,0,0,0,0,0,17,11,0,0,0,0
"25",74,252,58,8,0,0,0,0,0,0,0,0,0,0,0
"26",35,252,50,8,0,0,0,0,0,0,0,0,0,0,0
"27",54,252,51,8,0,0,0,0,0,0,0,0,0,0,0
"28",97,252,50,8,0,0,0,0,3,19,23,2,0,0,0
"29",24,280,42,9,0,0,0,0,0,0,0,0,0,0,0
"30",75,280,52,9,0,0,0,0,0,0,0,0,0,0,0
"31",100,280,52,9,0,0,0,0,0,0,0,0,0,0,0
"32",46,280,44,9,0,0,0,0,0,0,0,0,0,0,0
"33",11,308,58,10,0,0,0,0,0,0,0,0,0,0,0
"34",19,308,58,10,0,0,0,0,0,14,40,1,0,0,0
"35",47,308,51,10,0,0,0,0,0,0,0,0,0,0,0
"36",8,308,46,10,0,0,0,0,0,0,0,3,28,10,0
"37",12,336,48,11,0,0,0,0,0,0,0,0,0,0,0
"38",84,336,52,11,0,0,0,0,0,0,0,0,0,0,0
"39",36,336,44,11,0,0,0,0,0,0,0,0,0,0,0
"40",59,336,54,11,0,0,0,0,0,0,0,0,0,0,0
"41",30,364,42,12,0,0,0,0,0,0,0,0,0,0,0
"42",77,364,56,12,0,0,0,0,0,0,7,32,17,0,0
"43",63,364,44,12,0,0,0,0,0,0,0,0,0,0,0
"44",68,364,42,12,0,0,0,0,0,0,0,0,0,0,14
