"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",93,84,41,2,0,0,0,0,0,0,0,0,0,0,0
"2",16,84,50,2,0,2,0,0,0,0,0,0,0,0,0
"3",79,84,59,2,0,0,0,0,0,0,0,0,0,0,0
"4",95,84,46,2,0,0,0,0,0,0,0,0,0,0,0
"5",50,112,50,3,1,15,5,0,0,0,0,0,0,0,0
"6",6,112,56,3,0,0,0,0,0,0,0,0,0,0,0
"7",2,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"8",27,112,50,3,0,0,0,0,0,0,0,0,0,0,0
"9",35,140,56,4,0,0,0,0,0,0,0,0,0,0,0
"10",17,140,54,4,0,0,0,0,0,0,0,0,0,0,0
"11",22,140,56,4,0,0,0,0,0,0,0,0,0,0,0
"12",23,140,57,4,0,20,34,1,0,0,0,0,0,0,0
"13",73,168,50,5,0,0,0,0,0,0,0,0,0,0,0
"14",53,168,49,5,0,0,0,1,4,2,0,0,0,0,0
"15",10,168,56,5,0,0,0,0,0,0,0,0,0,0,0
"16",3,168,60,5,0,0,0,0,0,0,0,0,0,0,0
"17",90,196,47,6,0,0,0,0,0,0,0,0,0,0,0
"18",1,196,48,6,0,0,0,0,0,0,0,0,0,0,0
"19",63,196,46,6,0,0,0,0,0,2,1,1,0,0,0
"20",71,196,48,6,0,0,0,0,0,0,0,0,0,0,0
"21",49,224,58,7,0,0,0,0,0,0,0,0,0,0,0
"22",44,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"23",83,224,45,7,0,0,0,0,0,0,0,0,0,0,0
"24",85,224,52,7,0,0,0,0,0,0,0,0,0,0,0
"25",7,252,52,8,0,0,0,0,0,0,0,0,0,0,0
"26",94,252,55,8,0,0,0,0,0,0,0,0,0,0,0
"27",26,252,49,8,0,0,0,0,0,0,0,0,0,0,0
"28",42,252,56,8,0,0,0,0,0,0,0,0,0,0,0
"29",59,280,46,9,0,0,0,0,0,0,0,0,0,0,0
"30",100,280,51,9,0,0,0,0,0,0,0,0,0,0,0
"31",20,280,53,9,39,13,0,0,0,0,0,0,0,0,0
"32",48,280,43,9,0,0,0,3,24,12,0,0,0,0,0
"33",56,308,56,10,0,0,0,14,38,2,0,0,0,0,0
"34",84,308,45,10,0,0,0,0,0,0,0,0,0,0,0
"35",89,308,44,10,0,0,0,0,0,0,0,0,0,0,0
"36",19,308,44,10,0,0,0,4,27,6,2,0,0,0,0
"37",21,336,55,11,0,0,0,0,0,0,0,0,0,0,0
"38",47,336,56,11,0,0,0,0,0,0,0,1,22,32,0
"39",36,336,40,11,0,0,0,0,0,0,0,0,0,0,0
"40",69,336,40,11,0,0,1,7,22,9,0,0,0,0,0
"41",11,364,53,12,0,0,0,0,0,0,0,0,0,0,0
"42",52,364,50,12,0,0,0,0,0,0,0,0,0,0,0
"43",12,364,58,12,0,0,0,0,0,0,0,0,0,0,0
"44",33,364,58,12,0,0,0,0,0,0,0,0,0,0,0
