"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",96,84,52,2,0,1,0,1,0,0,0,0,0,0,0
"2",3,84,52,2,0,0,1,1,2,0,0,0,0,0,0
"3",73,84,47,2,0,0,0,0,0,0,0,0,0,0,0
"4",15,84,60,2,0,0,0,0,0,0,0,0,0,0,0
"5",77,112,54,3,0,0,0,0,0,0,0,1,1,1,0
"6",53,112,46,3,0,0,0,0,0,0,0,0,0,0,0
"7",43,112,48,3,0,0,0,0,0,0,0,0,0,0,0
"8",31,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"9",91,140,48,4,0,0,0,0,0,0,0,0,0,0,0
"10",18,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"11",59,140,41,4,0,0,0,0,0,0,0,0,0,0,0
"12",14,140,40,4,0,0,0,0,0,0,0,0,0,0,0
"13",54,168,46,5,0,0,0,0,0,0,0,0,1,0,0
"14",35,168,56,5,0,0,0,0,0,0,0,0,0,0,4
"15",38,168,40,5,0,0,0,0,0,0,0,0,0,0,0
"16",97,168,59,5,0,0,6,48,3,0,0,0,0,0,0
"17",17,196,53,6,0,0,0,0,0,0,0,0,0,0,0
"18",80,196,58,6,0,0,0,0,0,0,0,0,0,0,0
"19",87,196,42,6,0,0,0,0,0,0,0,0,1,1,0
"20",95,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"21",50,224,50,7,0,0,0,0,0,0,0,0,0,0,0
"22",61,224,48,7,0,0,1,0,0,0,0,0,0,0,0
"23",72,224,52,7,0,0,0,0,0,0,0,0,0,0,0
"24",89,224,55,7,0,0,0,26,27,0,0,0,0,0,0
"25",28,252,44,8,0,0,0,0,0,0,0,1,0,0,0
"26",75,252,50,8,0,0,0,0,0,0,0,0,0,0,0
"27",12,252,41,8,0,0,0,0,0,0,0,0,0,0,0
"28",52,252,50,8,0,0,0,0,0,0,0,0,0,0,0
"29",55,280,52,9,0,0,0,0,0,0,0,0,0,0,0
"30",30,280,47,9,0,0,0,0,0,0,0,0,0,0,0
"31",29,280,54,9,0,0,0,0,0,0,0,0,0,0,0
"32",69,280,41,9,0,0,0,5,18,10,3,1,0,0,0
"33",93,308,46,10,0,0,0,0,0,0,0,0,0,0,0
"34",83,308,46,10,0,0,0,0,0,0,0,0,0,0,0
"35",47,308,58,10,0,0,4,41,12,0,0,0,0,0,0
"36",24,308,44,10,0,0,0,0,0,0,0,0,0,0,0
"37",5,336,56,11,0,0,0,0,0,0,0,0,0,0,0
"38",56,336,53,11,0,0,0,0,0,0,0,0,0,0,0
"39",8,336,50,11,0,0,0,0,0,0,0,0,0,0,0
"40",16,336,44,11,0,0,0,1,7,17,16,0,0,0,0
"41",90,364,56,12,0,0,0,0,0,0,0,0,0,0,9
"42",81,364,44,12,0,0,0,0,0,0,0,0,0,0,0
"43",7,364,46,12,0,0,0,0,0,0,0,0,0,0,0
"44",63,364,40,12,2,30,6,1,0,0,0,0,0,0,0
