"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",15,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"2",55,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"3",24,84,47,2,0,0,0,0,0,0,0,0,0,0,0
"4",52,84,58,2,0,0,0,0,0,0,0,0,0,0,0
"5",54,112,43,3,0,0,0,0,0,0,0,0,0,0,0
"6",31,112,48,3,0,0,0,0,0,0,0,0,0,0,0
"7",71,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"8",7,112,50,3,0,0,0,0,0,0,0,0,0,0,0
"9",88,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"10",43,140,50,4,0,0,0,0,0,0,0,0,0,0,0
"11",92,140,52,4,0,0,0,0,0,0,0,0,0,0,0
"12",36,140,41,4,0,0,0,0,0,0,0,0,0,0,0
"13",64,168,46,5,0,0,0,0,0,0,0,0,0,0,0
"14",87,168,47,5,0,0,0,0,0,0,0,0,0,0,0
"15",79,168,47,5,0,1,30,16,0,0,0,0,0,0,0
"16",8,168,55,5,0,0,0,0,0,0,0,0,0,0,0
"17",2,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"18",90,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"19",1,196,46,6,0,0,0,0,0,0,0,0,0,0,0
"20",11,196,46,6,0,0,0,0,0,0,0,0,0,0,0
"21",18,224,47,7,0,0,0,0,0,0,0,0,0,0,0
"22",17,224,40,7,0,0,1,6,20,11,0,0,0,0,0
"23",73,224,48,7,0,0,0,0,2,39,4,0,0,0,0
"24",97,224,56,7,0,0,0,0,0,0,0,0,0,0,0
"25",48,252,59,8,0,3,49,5,1,0,0,0,0,0,0
"26",77,252,42,8,0,0,0,0,0,0,0,0,0,0,0
"27",62,252,52,8,0,0,0,0,0,0,1,3,1,0,1
"28",5,252,48,8,0,0,0,0,0,0,0,0,0,0,0
"29",33,280,60,9,0,0,0,0,0,0,0,0,0,0,0
"30",68,280,58,9,0,0,0,0,0,0,0,0,0,0,0
"31",80,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"32",85,280,52,9,0,0,0,0,0,17,31,1,0,0,0
"33",46,308,46,10,0,0,0,0,0,0,0,0,0,0,0
"34",25,308,58,10,0,0,0,0,0,0,0,0,0,0,0
"35",14,308,42,10,0,0,0,0,0,0,2,28,7,4,0
"36",38,308,46,10,0,0,0,0,0,0,0,0,4,1,2
"37",27,336,56,11,0,0,0,0,0,0,0,0,0,35,18
"38",76,336,52,11,0,0,0,0,0,0,0,0,0,0,0
"39",94,336,53,11,0,0,0,0,0,0,0,0,0,13,21
"40",28,336,56,11,0,0,0,0,0,0,0,0,0,2,9
"41",47,364,46,12,0,0,0,0,0,0,0,0,0,0,0
"42",51,364,44,12,0,0,0,0,0,0,0,0,0,0,0
"43",66,364,46,12,0,1,3,12,22,3,0,0,0,0,0
"44",96,364,49,12,0,0,0,0,0,0,0,0,0,0,0
