"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",160,4539,31,46,NA,NA
"2",160,4568,37,46,NA,NA
"3",160,4575,41,46,NA,NA
"4",160,4615,45,46,NA,NA
"5",160,4622,46,46,NA,NA
"6",160,4630,47,46,NA,NA
"7",160,4540,48,46,NA,NA
"8",160,4551,51,46,NA,NA
"9",160,4614,52,46,NA,NA
"10",160,2897,53,29,NA,NA
"11",160,4607,53,46,NA,NA
"12",160,4623,55,46,NA,NA
"13",160,467,56,5,0,56
"14",160,2067,56,21,NA,NA
"15",160,4582,57,46,0,56
"16",160,4606,57,46,NA,NA
"17",160,4567,58,46,0,56
"18",160,4571,58,46,NA,NA
"19",160,4613,58,46,NA,NA
"20",160,4629,58,46,0,56
"21",160,4640,58,46,NA,NA
"22",160,4580,61,46,NA,NA
"23",160,404,62,5,0,56
"24",160,1988,62,21,0,56
"25",160,2902,62,29,NA,NA
"26",160,4600,62,46,0,56
"27",160,4601,62,46,0,56
"28",160,4635,62,46,NA,NA
"29",160,4643,62,46,NA,NA
"30",160,2040,63,21,0,56
"31",160,2045,63,21,NA,NA
"32",160,3701,63,37,NA,NA
"33",160,4594,63,46,NA,NA
"34",160,2035,64,21,NA,NA
"35",160,2910,64,29,0,56
"36",160,4546,64,46,0,56
"37",160,4556,64,46,0,56
"38",160,4561,64,46,0,56
"39",160,2886,65,29,NA,NA
"40",160,4544,65,46,NA,NA
"41",160,4553,65,46,0,56
"42",160,4555,65,46,NA,NA
"43",160,4565,65,46,0,56
"44",160,4570,65,46,NA,NA
"45",160,4604,65,46,NA,NA
"46",160,4538,66,46,NA,NA
"47",160,4554,66,46,0,56
"48",160,4583,66,46,0,56
"49",160,4625,66,46,NA,NA
"50",160,4639,66,46,NA,NA
"51",160,2020,67,21,NA,NA
"52",160,4603,67,46,0,56
"53",160,4610,67,46,0,56
"54",160,4628,67,46,0,56
"55",160,4560,68,46,0,56
"56",160,4566,68,46,0,56
"57",160,4586,68,46,0,56
"58",160,4609,68,46,0,56
"59",160,4612,68,46,NA,NA
"60",160,4624,68,46,0,56
"61",160,2818,69,29,NA,NA
"62",160,2906,69,29,0,56
"63",160,4578,69,46,0,56
"64",160,2042,70,21,NA,NA
"65",160,2061,70,21,NA,NA
"66",160,2827,70,29,0,56
"67",160,2888,70,29,NA,NA
"68",160,4559,70,46,0,56
"69",160,1980,71,21,0,56
"70",160,1983,71,21,NA,NA
"71",160,2866,71,29,NA,NA
"72",160,4548,71,46,NA,NA
"73",160,4552,71,46,0,56
"74",160,4576,71,46,NA,NA
"75",160,4616,71,46,0,56
"76",160,4626,71,46,NA,NA
"77",160,1986,72,21,NA,NA
"78",160,2821,72,29,NA,NA
"79",160,4557,72,46,0,56
"80",160,4573,72,46,0,56
"81",160,4574,72,46,0,56
"82",160,4584,72,46,0,56
"83",160,4590,72,46,0,56
"84",160,4593,72,46,NA,NA
"85",160,4598,72,46,NA,NA
"86",160,4620,72,46,NA,NA
"87",160,2815,73,29,0,56
"88",160,3702,73,37,0,56
"89",160,4545,73,46,NA,NA
"90",160,4577,73,46,0,56
"91",160,4579,73,46,0,56
"92",160,4632,73,46,NA,NA
"93",160,2816,74,29,0,56
"94",160,2845,74,29,0,56
"95",160,4562,74,46,0,56
"96",160,4564,74,46,0,56
"97",160,4569,74,46,NA,NA
"98",160,4589,74,46,0,56
"99",160,4605,74,46,0,56
"100",160,2041,75,21,NA,NA
"101",160,2833,75,29,NA,NA
"102",160,2899,75,29,NA,NA
"103",160,4572,75,46,0,56
"104",160,4585,75,46,NA,NA
"105",160,4608,75,46,NA,NA
"106",160,4633,75,46,0,56
"107",160,4644,75,46,0,56
"108",160,2052,76,21,NA,NA
"109",160,2918,76,29,NA,NA
"110",160,4543,76,46,0,56
"111",160,4599,76,46,0,56
"112",160,4611,76,46,NA,NA
"113",160,4621,76,46,0,56
"114",160,460,77,5,NA,NA
"115",160,2069,77,21,NA,NA
"116",160,2071,77,21,0,56
"117",160,4541,77,46,NA,NA
"118",160,4550,77,46,NA,NA
"119",160,4558,77,46,0,56
"120",160,4618,77,46,NA,NA
"121",160,1999,78,21,0,56
"122",160,2001,78,21,NA,NA
"123",160,2834,78,29,0,56
"124",160,2846,78,29,0,56
"125",160,2878,78,29,NA,NA
"126",160,3657,78,37,NA,NA
"127",160,4542,78,46,NA,NA
