"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",154,2632,51,28,NA,NA
"2",154,2639,60,28,0,56
"3",154,2622,62,28,0,56
"4",154,2648,66,28,NA,NA
"5",154,2629,68,28,NA,NA
"6",154,2623,72,28,NA,NA
"7",154,2643,72,28,NA,NA
"8",154,2661,72,28,NA,NA
"9",154,4177,73,43,0,56
"10",154,2644,76,28,NA,NA
"11",154,2627,77,28,NA,NA
"12",154,2694,78,28,NA,NA
"13",154,2702,78,28,0,56
"14",154,4100,78,43,NA,NA
"15",154,2658,79,28,0,56
"16",154,2685,79,28,NA,NA
"17",154,2699,79,28,0,56
"18",154,4129,80,43,NA,NA
"19",154,2619,82,28,0,56
"20",154,4091,83,43,0,56
"21",154,2652,84,28,0,56
"22",154,4132,84,43,NA,NA
"23",154,2691,85,28,NA,NA
"24",154,2697,85,28,0,56
"25",154,2704,85,28,0,56
"26",154,5910,86,61,0,56
"27",154,2662,87,28,0,56
"28",154,4161,87,43,0,56
"29",154,4169,87,43,0,56
"30",154,2620,88,28,0,56
"31",154,2689,88,28,NA,NA
"32",154,4144,88,43,0,56
"33",154,2673,89,28,0,56
"34",154,2631,90,28,NA,NA
"35",154,2646,90,28,0,56
"36",154,2655,90,28,0,56
"37",154,2696,90,28,NA,NA
"38",154,4130,90,43,0,56
"39",154,2637,91,28,0,56
"40",154,2688,91,28,NA,NA
"41",154,2621,92,28,NA,NA
"42",154,2681,92,28,NA,NA
"43",154,2690,92,28,NA,NA
"44",154,2703,92,28,NA,NA
"45",154,4160,92,43,NA,NA
"46",154,4125,93,43,0,56
"47",154,5857,93,61,NA,NA
"48",154,4102,94,43,0,56
"49",154,4112,94,43,0,56
"50",154,4168,94,43,0,56
"51",154,5951,94,61,NA,NA
"52",154,2675,95,28,0,56
"53",154,2678,95,28,0,56
"54",154,2693,95,28,NA,NA
"55",154,2668,96,28,0,56
"56",154,4139,96,43,NA,NA
"57",154,4175,96,43,0,56
"58",154,2645,97,28,0,56
