0_0_515_200_19,1_0_497_200_7,2_0_502_200_11,3_1_514_200_3,4_0_517_200_0,5_1_507_200_16,6_1_483_200_4,7_0_511_200_4,8_0_484_200_6,9_0_518_200_14,10_1_515_200_4,11_1_520_200_15,12_1_502_200_6,13_1_494_200_0,14_0_509_200_8,15_0_520_200_0,16_1_503_200_0,17_1_509_200_4,18_0_498_200_2,19_1_510_200_0,
0_0_484_200_0,1_0_484_200_0,2_0_496_200_17,3_0_489_200_13,4_1_490_200_8,5_1_502_200_14,6_1_511_200_6,7_1_489_200_3,8_0_494_200_0,9_0_505_200_0,10_0_506_200_0,11_1_491_200_18,12_0_503_200_0,13_0_502_200_3,14_1_492_200_4,15_1_504_200_14,16_1_480_200_0,17_1_517_200_0,18_1_493_200_10,19_0_485_200_6,
0_0_506_199_10,1_1_497_200_11,2_1_482_200_10,3_0_494_200_0,4_0_510_200_13,5_1_514_200_0,6_1_499_200_0,7_0_489_200_21,8_0_495_200_13,9_1_500_200_0,10_0_496_200_0,11_0_502_200_0,12_1_485_200_20,13_1_492_200_0,14_0_498_200_0,15_1_487_200_10,16_1_520_200_9,17_1_489_200_12,18_0_491_200_0,19_0_513_200_0,
0_0_480_199_0,1_0_499_200_1,2_0_518_200_0,3_0_488_200_0,4_1_502_200_2,5_1_510_200_0,6_0_498_200_0,7_1_507_200_13,8_1_508_200_3,9_1_511_200_3,10_0_493_200_2,11_1_490_200_0,12_1_492_200_5,13_1_489_200_2,14_0_504_200_2,15_1_515_200_5,16_0_482_200_1,17_1_510_200_0,18_0_519_200_1,19_0_487_200_1,
0_0_483_200_0,1_0_498_200_1,2_0_507_200_11,3_0_488_200_0,4_0_481_200_17,5_1_493_200_0,6_1_487_200_0,7_1_519_200_10,8_1_484_200_11,9_1_510_200_0,10_0_512_200_0,11_1_515_200_3,12_1_512_200_6,13_0_491_200_5,14_1_516_200_11,15_0_511_200_0,16_0_500_200_0,17_1_499_200_0,18_0_485_200_2,19_1_494_200_6,
0_0_504_200_2,1_1_489_200_0,2_1_512_200_0,3_1_511_200_0,4_1_492_200_0,5_0_500_200_5,6_0_484_200_6,7_1_488_200_12,8_0_490_200_0,9_0_499_200_19,10_0_481_200_0,11_0_510_200_3,12_0_495_200_13,13_1_507_200_3,14_1_514_200_16,15_1_485_200_4,16_1_517_200_0,17_0_509_200_0,18_0_497_200_0,19_1_498_200_0,
0_1_483_200_11,1_0_511_200_0,2_0_493_200_3,3_1_487_200_14,4_1_504_200_11,5_1_520_200_8,6_1_485_200_0,7_1_516_200_6,8_0_496_200_7,9_0_501_200_3,10_0_520_200_5,11_0_489_200_3,12_1_514_200_0,13_0_504_200_5,14_1_484_200_0,15_1_482_200_2,16_1_509_200_3,17_0_487_200_0,18_0_514_200_0,19_0_494_200_1,
0_1_485_200_2,1_0_512_200_12,2_1_514_200_5,3_0_520_200_14,4_1_487_200_10,5_1_488_200_7,6_1_515_200_0,7_0_512_200_0,8_0_512_200_1,9_1_503_200_6,10_0_510_200_0,11_0_486_200_3,12_0_501_200_2,13_1_512_200_0,14_0_511_200_7,15_1_520_200_0,16_0_518_200_2,17_1_503_200_17,18_1_485_200_4,19_0_497_200_0,
0_1_496_199_14,1_0_515_200_11,2_1_514_200_0,3_1_482_200_9,4_1_510_200_4,5_0_509_200_0,6_0_510_200_5,7_1_493_200_0,8_0_490_200_0,9_0_489_200_8,10_1_501_200_13,11_0_480_200_0,12_1_502_200_11,13_1_514_200_19,14_0_488_200_9,15_1_519_200_0,16_1_481_200_9,17_0_514_200_6,18_0_517_200_4,19_0_497_200_9,
0_1_513_200_0,1_0_489_200_3,2_1_510_200_14,3_0_488_200_7,4_1_493_200_9,5_0_491_200_7,6_0_499_200_10,7_1_495_200_4,8_1_504_200_3,9_1_488_200_9,10_1_506_200_15,11_0_490_200_0,12_1_512_200_17,13_0_483_200_19,14_0_512_200_0,15_1_480_200_0,16_0_502_200_7,17_1_505_200_0,18_0_512_200_0,19_0_519_200_4,
0_0_489_200_0,1_0_496_200_1,2_1_487_200_0,3_1_492_200_0,4_1_495_200_15,5_0_503_200_0,6_0_498_200_0,7_1_511_200_0,8_1_480_200_11,9_0_510_200_11,10_1_505_200_8,11_0_512_200_8,12_1_500_200_10,13_1_485_200_0,14_0_519_200_1,15_0_510_200_2,16_1_506_200_3,17_0_504_200_4,18_1_498_200_0,19_0_494_200_1,
0_1_516_200_1,1_0_490_200_0,2_0_519_200_3,3_0_504_200_1,4_1_503_200_7,5_1_487_200_7,6_1_510_200_12,7_0_507_200_7,8_1_499_200_0,9_0_487_200_1,10_1_518_200_0,11_0_516_200_0,12_0_509_200_0,13_1_505_200_4,14_1_513_200_2,15_1_515_200_0,16_0_480_200_4,17_1_503_200_0,18_0_484_200_3,19_0_518_200_23,
0_0_510_200_4,1_0_483_200_7,2_0_514_200_4,3_1_486_200_9,4_1_511_200_10,5_0_517_200_10,6_1_505_200_1,7_0_515_200_0,8_0_482_200_0,9_0_517_200_4,10_1_519_200_6,11_0_486_200_10,12_0_498_200_14,13_1_493_200_5,14_1_488_200_0,15_1_499_200_13,16_1_480_200_1,17_0_495_200_0,18_1_519_200_0,19_1_507_200_3,
0_1_499_200_9,1_1_489_200_4,2_1_491_200_5,3_1_498_200_3,4_0_519_200_20,5_1_519_200_0,6_1_515_200_2,7_0_502_200_0,8_0_495_200_0,9_0_510_200_0,10_0_494_200_0,11_1_490_200_6,12_0_517_200_2,13_0_511_200_0,14_0_512_200_3,15_1_486_200_2,16_0_495_200_0,17_1_502_200_3,18_0_514_200_14,19_1_487_200_10,
0_1_501_200_7,1_1_498_200_10,2_1_506_200_0,3_1_492_200_0,4_0_511_200_0,5_1_490_200_10,6_0_506_200_8,7_1_517_200_0,8_0_494_200_7,9_1_488_200_7,10_0_490_200_6,11_1_491_200_13,12_0_511_200_0,13_0_501_200_6,14_0_518_200_5,15_1_502_200_15,16_0_495_200_3,17_1_492_200_12,18_0_497_200_0,19_0_495_200_2,
0_1_489_200_0,1_1_501_200_0,2_1_482_200_3,3_0_518_200_2,4_1_507_200_0,5_0_512_200_13,6_1_483_200_10,7_1_509_200_0,8_0_517_200_2,9_0_495_200_15,10_0_518_200_0,11_0_509_200_5,12_1_514_200_0,13_0_484_200_5,14_1_506_200_14,15_0_518_200_17,16_1_513_200_5,17_0_502_200_0,18_1_482_200_0,19_0_514_200_0,
0_0_484_200_0,1_0_508_200_12,2_1_520_200_8,3_1_487_200_20,4_1_502_200_15,5_1_495_200_0,6_0_498_200_0,7_0_480_200_3,8_1_481_200_0,9_0_495_200_17,10_0_505_200_0,11_1_483_200_0,12_1_500_200_4,13_0_491_200_5,14_1_481_200_2,15_0_510_200_0,16_1_494_200_9,17_1_502_200_7,18_0_480_200_1,19_0_486_200_0,
0_0_483_200_10,1_0_483_200_0,2_0_480_200_0,3_1_494_200_0,4_1_499_200_1,5_0_485_200_0,6_1_483_200_0,7_1_481_200_3,8_1_510_200_0,9_0_497_200_0,10_1_496_200_11,11_1_488_200_15,12_1_482_200_11,13_1_513_200_8,14_1_518_200_8,15_0_481_200_0,16_0_513_200_8,17_0_518_200_11,18_0_484_200_5,19_0_485_200_0,
0_0_489_200_0,1_0_505_200_10,2_0_483_200_13,3_1_480_200_10,4_0_518_200_14,5_1_511_200_2,6_1_517_200_12,7_1_493_200_0,8_1_489_200_7,9_1_506_200_4,10_1_490_200_11,11_1_511_200_0,12_1_501_200_2,13_1_488_200_0,14_0_492_200_0,15_0_484_200_3,16_0_519_200_0,17_0_519_200_6,18_0_515_200_6,19_0_481_200_3,
0_1_482_199_10,1_0_484_200_5,2_1_488_200_0,3_0_514_200_12,4_1_490_200_0,5_0_495_200_4,6_0_483_200_0,7_0_510_200_0,8_0_494_200_0,9_0_498_200_1,10_0_481_200_7,11_0_488_200_15,12_1_509_200_3,13_1_516_200_9,14_0_487_200_0,15_1_486_200_0,16_1_500_200_0,17_1_514_200_0,18_1_503_200_2,19_1_516_200_7,
0_0_489_199_4,1_1_512_200_12,2_1_482_200_0,3_0_488_200_6,4_1_520_200_4,5_1_520_200_5,6_0_507_200_10,7_1_510_200_18,8_0_482_200_2,9_1_483_200_5,10_0_490_200_5,11_0_503_200_0,12_1_516_200_0,13_0_513_200_2,14_1_516_200_0,15_1_506_200_0,16_0_508_200_3,17_0_510_200_0,18_0_489_200_5,19_1_498_200_0,
0_1_506_200_0,1_1_516_200_4,2_0_493_200_12,3_1_518_200_8,4_0_507_200_25,5_0_496_200_2,6_0_511_200_0,7_0_516_200_15,8_1_487_200_0,9_0_493_200_3,10_1_500_200_0,11_1_512_200_11,12_1_492_200_5,13_0_510_200_0,14_0_488_200_8,15_0_512_200_16,16_0_483_200_15,17_1_492_200_0,18_1_489_200_17,19_1_511_200_4,
0_0_501_200_8,1_0_495_200_5,2_1_502_200_9,3_1_507_200_7,4_1_492_200_0,5_0_483_200_3,6_1_491_200_3,7_0_511_200_6,8_0_520_200_0,9_0_516_200_8,10_1_494_200_0,11_0_511_200_0,12_1_493_200_0,13_1_482_200_21,14_1_492_200_1,15_0_503_200_0,16_1_517_200_22,17_1_510_200_14,18_0_486_200_15,19_0_492_200_0,
0_1_508_199_0,1_0_509_200_0,2_0_502_200_0,3_0_513_200_12,4_1_507_200_0,5_0_506_200_0,6_0_491_200_9,7_1_494_200_13,8_0_492_200_2,9_1_485_200_12,10_1_496_200_0,11_0_507_200_12,12_1_494_200_3,13_0_486_200_0,14_1_519_200_9,15_1_519_200_5,16_1_484_200_0,17_0_508_200_17,18_0_502_200_0,19_1_482_200_17,
0_0_480_199_5,1_1_503_200_8,2_1_508_200_0,3_0_506_200_9,4_1_495_200_0,5_1_511_200_11,6_1_483_200_6,7_1_494_200_0,8_0_510_200_3,9_0_486_200_0,10_0_481_200_0,11_0_509_200_6,12_0_508_200_0,13_1_486_200_0,14_1_493_200_0,15_1_490_200_4,16_0_505_200_0,17_0_506_200_0,18_0_509_200_3,19_1_481_200_1,
0_1_519_199_7,1_1_487_200_20,2_1_481_200_9,3_1_494_200_0,4_1_510_200_6,5_0_520_200_15,6_1_498_200_0,7_1_511_200_24,8_0_489_200_4,9_0_520_200_13,10_0_494_200_0,11_0_487_200_4,12_0_492_200_0,13_1_493_200_0,14_1_494_200_14,15_0_483_200_0,16_0_500_200_0,17_1_508_200_7,18_0_520_200_12,19_0_490_200_5,
0_1_515_199_0,1_0_501_200_1,2_0_485_200_7,3_0_515_200_0,4_1_487_200_12,5_1_515_200_22,6_0_516_200_4,7_0_483_200_11,8_0_504_200_8,9_1_491_200_5,10_1_496_200_4,11_1_501_200_2,12_1_481_200_13,13_1_484_200_0,14_1_517_200_22,15_0_506_200_0,16_0_483_200_7,17_0_511_200_5,18_0_508_200_3,19_1_513_200_0,
0_1_511_199_1,1_0_482_200_5,2_0_512_200_0,3_0_502_200_0,4_1_488_200_0,5_0_485_200_0,6_1_501_200_0,7_1_480_200_0,8_0_520_200_0,9_0_494_200_6,10_1_487_200_0,11_0_489_200_2,12_1_501_200_0,13_0_488_200_12,14_0_518_200_3,15_0_480_200_15,16_1_482_200_2,17_1_518_200_28,18_1_494_200_20,19_1_488_200_0,
0_0_511_200_9,1_0_514_200_10,2_0_516_200_0,3_1_480_200_13,4_1_512_200_0,5_0_516_200_13,6_1_489_200_0,7_0_483_200_0,8_1_501_200_0,9_1_519_200_2,10_1_513_200_13,11_0_517_200_4,12_1_520_200_1,13_0_519_200_0,14_0_496_200_0,15_0_520_200_18,16_1_489_200_6,17_1_487_200_3,18_1_513_200_0,19_0_510_200_0,
0_1_500_199_0,1_1_519_200_0,2_0_487_200_3,3_0_510_200_0,4_0_504_200_2,5_0_505_200_2,6_0_497_200_4,7_1_504_200_0,8_0_492_200_0,9_0_482_200_4,10_0_488_200_3,11_1_504_200_0,12_1_514_200_0,13_0_490_200_0,14_1_496_200_2,15_1_491_200_4,16_1_490_200_0,17_0_491_200_11,18_1_481_200_0,19_1_511_200_11,
0_1_493_200_1,1_1_482_200_20,2_1_499_200_4,3_0_518_200_0,4_1_502_200_5,5_0_492_200_17,6_0_501_200_11,7_1_512_200_3,8_0_494_200_0,9_0_497_200_7,10_1_503_200_9,11_0_519_200_0,12_1_494_200_0,13_0_516_200_0,14_0_512_200_0,15_1_486_200_0,16_1_495_200_0,17_0_507_200_6,18_1_502_200_8,19_0_488_200_0,
0_0_506_199_2,1_0_509_200_13,2_1_494_200_14,3_1_518_200_13,4_0_480_200_0,5_1_501_200_0,6_0_516_200_0,7_1_500_200_0,8_1_496_200_0,9_0_502_200_19,10_0_496_200_14,11_1_489_200_1,12_1_516_200_10,13_0_480_200_0,14_1_517_200_7,15_0_501_200_0,16_0_490_200_0,17_0_508_200_0,18_1_514_200_0,19_1_518_200_4,
0_1_512_200_16,1_1_513_200_0,2_1_502_200_0,3_0_502_200_0,4_0_487_200_0,5_0_501_200_11,6_1_499_200_0,7_0_506_200_0,8_0_502_200_12,9_1_500_200_6,10_1_512_200_9,11_1_514_200_24,12_1_485_200_0,13_0_480_200_0,14_1_489_200_0,15_0_514_200_0,16_0_499_200_0,17_1_511_200_6,18_0_515_200_0,19_0_502_200_0,
0_0_498_200_7,1_1_513_200_16,2_1_498_200_0,3_0_517_200_4,4_0_497_200_8,5_0_488_200_12,6_0_487_200_1,7_1_486_200_8,8_1_514_200_8,9_1_504_200_2,10_0_497_200_0,11_1_498_200_6,12_1_483_200_2,13_1_484_200_0,14_0_504_200_0,15_1_486_200_3,16_0_488_200_3,17_1_495_200_1,18_0_505_200_0,19_0_485_200_4,
0_0_518_199_12,1_1_504_200_0,2_1_503_200_0,3_1_480_200_9,4_1_510_200_14,5_0_484_200_0,6_0_487_200_7,7_1_497_200_11,8_0_507_200_0,9_1_484_200_2,10_1_480_200_5,11_0_494_200_0,12_1_483_200_9,13_0_515_200_6,14_0_498_200_6,15_0_480_200_0,16_1_502_200_0,17_0_487_200_3,18_1_520_200_1,19_0_520_200_7,
0_0_515_199_7,1_0_490_200_9,2_0_499_200_0,3_0_492_200_1,4_1_515_200_0,5_1_520_200_18,6_0_485_200_7,7_0_483_200_12,8_1_512_200_10,9_1_505_200_4,10_0_506_200_10,11_1_506_200_0,12_1_517_200_0,13_1_481_200_0,14_1_515_200_33,15_0_485_200_2,16_1_503_200_0,17_0_508_200_3,18_1_502_200_0,19_0_516_200_0,
0_1_494_200_0,1_0_495_200_0,2_1_488_200_0,3_0_500_200_0,4_0_497_200_0,5_1_519_200_8,6_0_515_200_0,7_1_520_200_15,8_0_500_200_0,9_1_505_200_0,10_1_520_200_10,11_0_502_200_0,12_1_496_200_12,13_0_490_200_0,14_0_511_200_3,15_1_491_200_0,16_0_498_200_0,17_0_485_200_13,18_1_491_200_0,19_1_515_200_17,
0_1_492_200_0,1_0_515_200_9,2_1_513_200_11,3_0_484_200_2,4_1_494_200_0,5_0_504_200_6,6_0_489_200_1,7_0_506_200_0,8_1_503_200_3,9_1_480_200_15,10_1_488_200_0,11_1_505_200_4,12_0_511_200_16,13_0_492_200_0,14_1_520_200_19,15_1_500_200_2,16_0_498_200_5,17_0_495_200_0,18_0_514_200_14,19_1_485_200_5,
0_0_517_200_0,1_1_515_200_1,2_1_516_200_5,3_0_520_200_0,4_1_484_200_12,5_0_485_200_0,6_0_496_200_0,7_1_509_200_0,8_1_517_200_0,9_0_480_200_5,10_1_511_200_0,11_0_507_200_11,12_0_517_200_0,13_0_509_200_10,14_1_486_200_11,15_1_483_200_0,16_0_500_200_22,17_0_485_200_12,18_1_494_200_4,19_1_505_200_12,
0_1_516_200_0,1_1_500_200_7,2_0_513_200_8,3_1_512_200_0,4_0_495_200_0,5_0_484_200_16,6_1_493_200_0,7_0_501_200_15,8_0_504_200_0,9_1_492_200_7,10_0_506_200_0,11_0_516_200_13,12_1_489_200_0,13_0_516_200_1,14_0_489_200_6,15_1_515_200_15,16_1_510_200_0,17_1_501_200_27,18_0_504_200_4,19_1_517_200_1,
0_0_491_199_3,1_1_498_200_2,2_1_510_200_0,3_0_516_200_19,4_1_499_200_7,5_0_514_200_14,6_1_496_200_0,7_1_512_200_8,8_0_492_200_5,9_1_519_200_5,10_1_492_200_0,11_1_516_200_2,12_0_483_200_3,13_1_489_200_13,14_0_493_200_8,15_0_493_200_0,16_0_520_200_0,17_0_516_200_4,18_0_482_200_9,19_1_514_200_2,
0_1_519_200_0,1_1_511_200_0,2_0_503_200_0,3_0_506_200_0,4_1_485_200_2,5_0_481_200_4,6_1_486_200_7,7_0_518_200_8,8_1_482_200_3,9_0_490_200_0,10_0_510_200_0,11_1_493_200_7,12_0_495_200_1,13_1_498_200_21,14_1_484_200_4,15_0_510_200_22,16_1_499_200_3,17_1_495_200_5,18_0_518_200_0,19_0_495_200_0,
0_1_503_199_0,1_1_485_200_0,2_1_514_200_4,3_1_507_200_1,4_0_485_200_26,5_1_488_200_1,6_0_505_200_10,7_1_516_200_14,8_0_495_200_3,9_1_490_200_5,10_0_511_200_0,11_1_485_200_1,12_1_518_200_6,13_1_510_200_14,14_0_498_200_0,15_0_516_200_0,16_0_516_200_0,17_0_509_200_12,18_0_488_200_13,19_0_496_200_0,
0_0_511_199_9,1_1_494_200_5,2_1_481_200_11,3_0_503_200_11,4_1_507_200_0,5_0_501_200_0,6_1_496_200_0,7_0_496_200_0,8_0_503_200_0,9_1_483_200_0,10_0_495_200_20,11_0_488_200_13,12_0_512_200_0,13_1_501_200_13,14_1_510_200_18,15_1_500_200_0,16_0_485_200_0,17_1_499_200_0,18_1_481_200_5,19_0_499_200_0,
0_0_509_200_10,1_1_499_200_6,2_0_483_200_22,3_0_507_200_4,4_1_515_200_14,5_1_491_200_4,6_1_504_200_0,7_1_502_200_1,8_0_493_200_0,9_1_507_200_25,10_0_516_200_0,11_0_502_200_0,12_0_485_200_4,13_1_502_200_6,14_1_482_200_2,15_1_480_200_0,16_0_496_200_0,17_0_503_200_0,18_0_510_200_22,19_1_504_200_14,
0_1_503_200_7,1_0_490_200_0,2_0_517_200_15,3_0_517_200_16,4_1_500_200_7,5_0_510_200_13,6_1_502_200_0,7_0_499_200_6,8_0_481_200_5,9_1_513_200_0,10_0_492_200_0,11_1_509_200_13,12_1_488_200_6,13_0_494_200_0,14_0_497_200_0,15_1_492_200_5,16_0_492_200_0,17_1_504_200_0,18_1_516_200_0,19_1_488_200_2,
0_0_514_199_0,1_1_485_200_0,2_1_514_200_17,3_0_488_200_16,4_1_520_200_0,5_0_518_200_0,6_0_485_200_7,7_0_519_200_0,8_1_482_200_0,9_0_514_200_12,10_0_513_200_20,11_0_509_200_4,12_1_496_200_0,13_0_509_200_15,14_1_502_200_19,15_1_485_200_16,16_1_493_200_2,17_1_489_200_0,18_1_506_200_0,19_0_488_200_0,
0_1_485_200_14,1_0_502_200_0,2_1_485_200_10,3_0_515_200_0,4_0_506_200_4,5_0_482_200_0,6_0_494_200_0,7_0_508_200_0,8_0_508_200_2,9_1_491_200_6,10_0_495_200_0,11_0_502_200_8,12_1_519_200_9,13_1_509_200_0,14_1_505_200_0,15_1_513_200_13,16_0_491_200_14,17_1_513_200_15,18_1_502_200_2,19_1_482_200_4,
0_0_517_199_0,1_1_487_200_0,2_1_504_200_0,3_0_509_200_0,4_0_481_200_1,5_1_508_200_0,6_1_496_200_20,7_1_506_200_3,8_1_494_200_0,9_0_495_200_9,10_0_482_200_2,11_0_488_200_23,12_1_504_200_4,13_1_515_200_1,14_0_503_200_1,15_0_518_200_9,16_1_506_200_5,17_0_508_200_12,18_0_485_200_14,19_1_501_200_23,
0_1_515_199_14,1_0_508_200_18,2_1_511_200_13,3_0_482_200_8,4_0_511_200_0,5_1_508_200_15,6_0_489_200_0,7_0_512_200_14,8_0_502_200_5,9_1_498_200_6,10_0_484_200_0,11_1_507_200_0,12_0_488_200_5,13_1_480_200_3,14_1_494_200_0,15_1_485_200_9,16_1_508_200_13,17_0_506_200_0,18_0_495_200_14,19_1_506_200_2,
0_1_486_200_5,1_0_492_200_0,2_0_519_200_0,3_1_507_200_0,4_1_503_200_13,5_1_519_200_17,6_1_486_200_8,7_1_483_200_0,8_0_519_200_0,9_1_501_200_5,10_1_499_200_0,11_0_504_200_0,12_0_480_200_0,13_1_514_200_2,14_0_498_200_3,15_0_518_200_0,16_0_505_200_11,17_0_484_200_10,18_1_491_200_5,19_0_493_200_0,
0_0_482_200_2,1_0_498_200_3,2_0_487_200_2,3_1_502_200_0,4_0_498_200_0,5_0_489_200_3,6_1_481_200_21,7_1_492_200_1,8_1_493_200_11,9_0_506_200_4,10_0_502_200_0,11_1_504_200_14,12_0_495_200_0,13_0_489_200_18,14_1_517_200_0,15_0_515_200_19,16_1_515_200_0,17_1_511_200_6,18_1_510_200_0,19_1_502_200_0,
0_1_517_200_9,1_1_519_200_23,2_1_493_200_4,3_0_511_200_0,4_1_494_200_9,5_0_499_200_0,6_0_492_200_14,7_1_485_200_13,8_0_484_200_0,9_0_515_200_10,10_1_512_200_9,11_0_517_200_0,12_1_520_200_5,13_0_492_200_17,14_1_520_200_2,15_1_517_200_15,16_0_487_200_0,17_0_489_200_0,18_0_511_200_6,19_1_506_200_20,
0_1_497_199_1,1_1_495_200_0,2_0_505_200_0,3_0_493_200_5,4_1_513_200_0,5_0_505_200_2,6_0_486_200_5,7_1_490_200_0,8_1_481_200_4,9_0_487_200_4,10_0_493_200_15,11_1_513_200_17,12_1_489_200_0,13_1_499_200_18,14_0_491_200_0,15_0_508_200_7,16_0_503_200_17,17_0_493_200_5,18_1_488_200_0,19_1_483_200_3,
0_0_515_199_0,1_0_505_200_7,2_0_498_200_6,3_1_516_200_0,4_0_505_200_12,5_0_509_200_0,6_0_480_200_0,7_1_518_200_0,8_1_492_200_22,9_1_510_200_1,10_1_520_200_0,11_0_490_200_9,12_0_486_200_1,13_1_509_200_14,14_1_517_200_0,15_1_496_200_0,16_1_507_200_6,17_1_515_200_0,18_0_490_200_13,19_0_512_200_15,
0_1_510_200_14,1_1_515_200_0,2_1_480_200_0,3_1_506_200_11,4_1_487_200_10,5_0_487_200_20,6_0_491_200_7,7_0_512_200_13,8_0_500_200_0,9_1_511_200_11,10_0_499_200_13,11_1_486_200_5,12_0_504_200_0,13_1_515_200_9,14_0_494_200_10,15_0_488_200_0,16_0_506_200_0,17_0_488_200_19,18_1_510_200_16,19_1_512_200_13,
0_0_489_199_8,1_0_492_200_14,2_1_510_200_2,3_0_497_200_0,4_1_511_200_0,5_0_485_200_9,6_1_485_200_0,7_0_491_200_5,8_1_512_200_0,9_1_514_200_10,10_1_489_200_1,11_0_490_200_14,12_1_499_200_0,13_1_499_200_12,14_0_519_200_11,15_1_498_200_16,16_1_492_200_8,17_0_491_200_5,18_0_519_200_0,19_0_499_200_11,
0_1_506_200_7,1_1_517_200_12,2_1_513_200_0,3_0_487_200_12,4_0_519_200_4,5_0_495_200_0,6_0_496_200_3,7_0_496_200_17,8_1_483_200_0,9_1_488_200_5,10_1_503_200_9,11_1_498_200_2,12_0_504_200_0,13_0_487_200_14,14_1_491_200_3,15_1_482_200_18,16_0_509_200_1,17_0_513_200_15,18_0_502_200_10,19_1_490_200_0,
0_1_504_199_11,1_0_489_200_11,2_0_518_200_9,3_0_516_200_18,4_1_487_200_1,5_1_512_200_5,6_0_505_200_0,7_1_482_200_12,8_0_490_200_2,9_0_518_200_3,10_0_495_200_7,11_1_500_200_0,12_0_481_200_8,13_1_484_200_6,14_1_509_200_0,15_0_513_200_4,16_1_507_200_15,17_0_516_200_5,18_1_483_200_6,19_1_513_200_6,
0_1_487_200_9,1_0_511_200_0,2_1_495_200_5,3_1_505_200_0,4_1_495_200_4,5_0_517_200_0,6_0_501_200_0,7_1_497_200_0,8_0_498_200_0,9_1_504_200_0,10_1_492_200_0,11_1_492_200_9,12_0_515_200_9,13_0_518_200_11,14_1_508_200_17,15_0_504_200_1,16_0_496_200_4,17_1_480_200_0,18_0_514_200_0,19_0_480_200_0,
0_0_496_199_2,1_1_517_200_3,2_1_516_200_9,3_0_499_200_2,4_1_480_200_1,5_1_481_200_10,6_1_497_200_3,7_0_508_200_17,8_1_481_200_0,9_0_501_200_4,10_0_504_200_6,11_0_508_200_4,12_1_501_200_0,13_0_480_200_15,14_1_492_200_0,15_1_491_200_7,16_0_502_200_0,17_0_518_200_2,18_1_507_200_4,19_0_486_200_6,
0_1_517_200_15,1_0_490_200_21,2_0_487_200_0,3_0_481_200_2,4_0_507_200_0,5_1_490_200_4,6_0_481_200_1,7_1_516_200_4,8_0_514_200_9,9_0_493_200_9,10_1_496_200_8,11_1_498_200_15,12_0_498_200_0,13_1_506_200_6,14_1_502_200_11,15_0_487_200_7,16_1_518_200_1,17_1_500_200_0,18_1_504_200_0,19_0_498_200_0,
0_0_506_200_1,1_1_506_200_9,2_1_501_200_0,3_0_500_200_0,4_1_513_200_0,5_1_506_200_8,6_0_514_200_20,7_0_515_200_0,8_0_488_200_0,9_0_514_200_0,10_0_504_200_14,11_0_520_200_0,12_1_502_200_0,13_0_518_200_5,14_1_490_200_15,15_1_492_200_0,16_1_504_200_0,17_1_499_200_0,18_0_501_200_6,19_1_509_200_4,
0_1_494_200_5,1_1_501_200_0,2_0_514_200_1,3_0_501_200_0,4_0_500_200_8,5_0_491_200_11,6_0_494_200_3,7_1_487_200_4,8_0_502_200_9,9_1_507_200_8,10_1_510_200_0,11_0_486_200_0,12_1_494_200_11,13_1_484_200_2,14_0_492_200_0,15_0_485_200_16,16_1_502_200_8,17_1_517_200_5,18_0_507_200_13,19_1_514_200_10,
0_1_487_200_0,1_0_505_200_0,2_0_520_200_16,3_1_497_200_0,4_0_513_200_7,5_0_492_200_15,6_0_519_200_6,7_1_499_200_20,8_1_498_200_10,9_1_483_200_8,10_0_502_200_1,11_0_499_200_0,12_0_513_200_0,13_1_494_200_0,14_1_496_200_0,15_0_515_200_20,16_1_484_200_2,17_0_502_200_4,18_1_507_200_0,19_1_488_200_5,
0_0_503_200_0,1_0_502_200_0,2_0_518_200_0,3_1_492_200_4,4_0_517_200_0,5_0_494_200_3,6_0_489_200_7,7_1_493_200_0,8_1_515_200_0,9_0_518_200_1,10_1_481_200_1,11_1_504_200_0,12_1_506_200_8,13_0_502_200_7,14_1_501_200_3,15_1_507_200_13,16_1_519_200_0,17_1_519_200_16,18_0_494_200_0,19_0_516_200_0,
0_1_500_199_6,1_1_489_200_15,2_1_502_200_20,3_1_488_200_7,4_1_508_200_4,5_0_499_200_0,6_0_513_200_4,7_0_504_200_9,8_1_484_200_18,9_0_491_200_1,10_0_490_200_8,11_1_508_200_16,12_0_500_200_2,13_0_499_200_0,14_1_493_200_15,15_0_489_200_0,16_1_520_200_0,17_0_518_200_16,18_1_508_200_0,19_0_507_200_0,
0_1_497_200_0,1_1_518_200_11,2_1_480_200_7,3_1_514_200_15,4_1_485_200_0,5_0_485_200_2,6_1_514_200_2,7_0_507_200_0,8_0_489_200_16,9_0_484_200_0,10_0_484_200_0,11_0_516_200_0,12_1_507_200_0,13_1_499_200_2,14_0_490_200_13,15_0_501_200_12,16_0_516_200_4,17_1_485_200_0,18_1_507_200_9,19_0_488_200_1,
0_1_487_199_4,1_1_489_200_1,2_0_490_200_1,3_0_501_200_10,4_1_502_200_2,5_0_486_200_3,6_0_485_200_4,7_0_492_200_1,8_1_501_200_11,9_1_506_200_15,10_1_487_200_0,11_0_482_200_3,12_0_513_200_0,13_1_485_200_1,14_1_484_200_6,15_1_489_200_6,16_0_483_200_5,17_0_516_200_0,18_1_509_200_19,19_0_502_200_0,
