0_0_486_399_22,1_1_495_400_0,2_1_508_400_0,3_0_480_400_3,4_0_500_400_0,5_1_485_400_0,6_0_518_400_34,7_1_491_400_7,8_0_495_400_5,9_1_516_400_6,
0_1_489_399_8,1_0_514_400_17,2_1_484_400_0,3_0_480_400_0,4_0_507_400_31,5_0_512_400_0,6_1_494_400_13,7_0_509_400_25,8_1_488_400_0,9_1_482_400_14,
0_0_497_400_20,1_1_518_400_49,2_1_501_400_18,3_0_502_400_12,4_0_506_400_10,5_1_510_400_18,6_0_497_400_18,7_1_501_400_3,8_0_499_400_13,9_1_486_400_14,
0_0_502_399_7,1_1_499_400_0,2_1_513_400_0,3_1_498_400_0,4_1_508_400_14,5_0_495_400_0,6_0_516_400_24,7_1_483_400_7,8_0_499_400_4,9_0_503_400_20,
0_0_504_399_4,1_1_499_400_0,2_1_494_358_47,3_0_508_400_32,4_1_514_400_31,5_0_513_400_15,6_1_513_400_11,7_0_492_400_21,8_0_506_400_22,9_1_514_400_42,
0_0_489_399_0,1_1_489_388_38,2_0_481_400_0,3_1_520_400_7,4_0_519_400_5,5_0_508_400_2,6_0_514_400_0,7_1_519_400_0,8_1_483_400_5,9_1_519_400_7,
0_0_497_399_1,1_0_505_400_0,2_0_508_400_0,3_1_517_400_26,4_1_520_400_35,5_0_505_400_0,6_1_518_400_0,7_0_508_400_0,8_1_500_400_23,9_1_500_400_0,
0_1_500_399_12,1_0_510_400_4,2_1_511_400_0,3_0_497_400_0,4_0_513_400_0,5_1_486_400_10,6_0_519_400_27,7_1_485_400_9,8_0_489_400_5,9_1_519_400_10,
0_1_495_399_32,1_1_516_400_27,2_1_499_400_0,3_0_494_400_14,4_0_488_400_0,5_1_500_400_13,6_0_501_400_3,7_0_512_400_2,8_0_485_400_0,9_1_509_400_11,
0_0_507_400_10,1_0_485_400_2,2_0_494_400_0,3_1_509_400_7,4_0_495_400_11,5_1_494_400_0,6_0_484_400_0,7_1_487_400_39,8_1_482_400_6,9_1_495_400_29,
0_0_479_399_0,1_1_502_400_6,2_0_485_400_25,3_0_505_400_2,4_1_519_400_33,5_1_506_400_0,6_0_485_400_0,7_1_488_400_26,8_0_510_400_2,9_1_492_400_0,
0_0_510_399_24,1_0_490_400_0,2_1_519_400_0,3_1_487_400_12,4_0_483_400_0,5_0_486_400_0,6_1_507_400_0,7_1_489_400_6,8_0_502_400_24,9_1_482_400_0,
0_1_515_399_33,1_0_491_400_15,2_0_507_400_0,3_1_501_400_14,4_0_517_400_26,5_1_501_400_13,6_1_507_400_0,7_0_495_400_0,8_0_494_400_7,9_1_513_400_5,
0_1_497_399_0,1_0_498_400_13,2_1_518_400_0,3_0_516_400_0,4_0_489_400_19,5_1_481_400_34,6_1_485_400_0,7_1_503_400_27,8_0_493_400_26,9_0_480_400_4,
0_0_518_399_0,1_1_518_400_0,2_0_497_400_0,3_1_511_400_4,4_0_486_400_0,5_1_518_400_7,6_0_505_400_28,7_1_487_400_22,8_0_511_400_8,9_1_502_400_0,
0_1_500_399_29,1_1_504_400_15,2_1_508_400_26,3_0_480_398_22,4_0_499_400_7,5_0_514_400_0,6_1_489_400_4,7_0_496_369_27,8_1_498_400_14,9_0_515_400_18,
0_0_510_400_12,1_0_510_400_0,2_1_508_400_3,3_0_502_400_39,4_1_500_400_4,5_1_498_400_0,6_0_486_400_0,7_1_515_400_18,8_0_489_400_16,9_1_501_400_6,
0_1_496_399_5,1_0_506_400_4,2_0_501_385_37,3_0_517_400_0,4_1_485_400_19,5_1_499_400_5,6_0_517_400_0,7_1_515_400_21,8_0_499_400_0,9_1_518_400_21,
0_1_507_400_5,1_0_490_374_51,2_1_490_400_2,3_0_502_400_13,4_1_510_400_6,5_0_490_400_19,6_0_514_400_0,7_1_500_400_32,8_1_493_400_18,9_0_494_400_10,
0_0_499_399_12,1_0_494_400_11,2_1_492_400_23,3_0_510_400_10,4_0_507_400_10,5_1_485_400_3,6_1_494_400_0,7_1_490_400_15,8_1_502_400_21,9_0_504_400_12,
0_0_512_399_11,1_0_486_400_0,2_1_481_400_27,3_0_516_400_0,4_1_520_400_22,5_0_496_400_10,6_1_502_400_10,7_1_508_400_0,8_0_519_400_14,9_1_486_400_0,
0_0_519_399_4,1_1_487_400_4,2_1_513_400_11,3_0_494_400_13,4_0_494_400_24,5_1_486_400_14,6_1_516_400_0,7_0_499_400_26,8_1_488_400_1,9_0_511_400_0,
0_0_503_399_0,1_0_483_400_14,2_0_517_400_1,3_1_485_400_18,4_1_511_400_36,5_1_508_400_0,6_0_493_400_13,7_0_486_365_31,8_1_495_400_0,9_1_509_400_18,
0_1_488_399_0,1_0_490_400_2,2_0_483_400_0,3_1_517_400_22,4_1_498_400_0,5_1_484_400_5,6_0_515_400_16,7_0_513_400_30,8_0_516_388_40,9_1_482_372_14,
0_1_483_400_0,1_0_495_400_0,2_1_501_346_43,3_0_513_400_25,4_1_512_400_0,5_0_486_400_0,6_1_511_400_0,7_0_513_400_1,8_0_519_400_8,9_1_493_400_14,
0_1_501_399_0,1_1_483_400_11,2_1_483_400_23,3_0_514_400_0,4_1_480_398_25,5_1_515_400_13,6_0_484_400_7,7_0_496_400_0,8_0_493_400_0,9_0_512_388_35,
0_0_501_400_24,1_1_515_400_31,2_0_515_400_10,3_1_496_400_0,4_0_486_400_25,5_1_483_400_2,6_1_519_400_0,7_1_495_400_0,8_0_504_400_0,9_0_500_400_10,
0_0_509_399_0,1_0_491_400_0,2_0_489_400_24,3_1_482_400_32,4_0_506_400_10,5_1_504_400_15,6_0_501_400_20,7_1_504_400_10,8_1_482_400_5,9_1_520_400_11,
0_1_490_399_0,1_1_519_400_14,2_0_489_400_1,3_1_519_400_3,4_0_507_400_2,5_0_490_400_0,6_1_488_400_35,7_0_515_400_7,8_0_501_400_34,9_1_520_400_0,
0_1_491_399_20,1_0_508_400_6,2_1_498_400_4,3_0_520_400_7,4_0_482_400_16,5_1_487_400_0,6_1_488_400_10,7_1_505_400_29,8_0_508_400_0,9_0_509_400_0,
0_1_496_377_28,1_0_504_400_26,2_1_504_400_39,3_0_517_400_36,4_0_512_400_30,5_0_492_400_0,6_1_504_400_0,7_0_486_400_14,8_1_520_400_0,9_1_510_400_9,
0_1_495_399_0,1_1_495_400_0,2_1_481_400_9,3_0_505_400_0,4_1_510_400_0,5_0_485_400_27,6_0_507_400_39,7_1_494_400_30,8_0_504_400_20,9_0_496_400_3,
0_1_495_399_0,1_0_499_400_0,2_0_520_400_19,3_1_487_400_0,4_0_509_400_29,5_1_504_400_0,6_1_492_400_0,7_0_484_400_0,8_0_504_376_34,9_1_515_400_0,
0_0_497_399_0,1_1_520_400_21,2_0_508_400_0,3_0_520_400_0,4_1_503_400_6,5_1_483_400_0,6_1_513_400_6,7_0_484_374_38,8_1_483_400_7,9_0_508_400_0,
0_0_494_400_0,1_1_483_400_0,2_0_507_400_1,3_1_494_400_11,4_0_502_400_7,5_1_480_363_18,6_0_501_400_0,7_1_501_400_9,8_0_496_400_5,9_1_517_400_38,
0_0_503_400_20,1_1_508_400_21,2_1_513_400_0,3_1_505_400_5,4_0_486_400_7,5_1_506_400_33,6_1_500_400_17,7_0_518_400_24,8_0_496_400_13,9_0_501_400_0,
0_1_486_399_23,1_0_510_400_1,2_0_490_400_4,3_1_496_400_0,4_1_510_400_20,5_1_508_400_15,6_0_499_400_15,7_0_514_400_0,8_0_499_400_28,9_1_491_400_0,
0_1_490_399_0,1_0_488_400_0,2_0_498_400_0,3_0_491_400_8,4_1_483_400_6,5_0_509_400_33,6_1_514_400_1,7_0_513_400_32,8_1_502_400_8,9_1_514_400_22,
