"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",96,9735,84,96,NA,NA
"2",96,9661,91,96,0,56
"3",96,9749,92,96,0,56
"4",96,3465,97,35,0,56
"5",96,9668,99,96,0,56
"6",96,9748,99,96,NA,NA
"7",96,2703,100,27,NA,NA
"8",96,9704,100,96,NA,NA
"9",96,9679,101,96,0,56
"10",96,9717,101,96,0,56
"11",96,9678,105,96,0,56
"12",96,9726,105,96,0,56
"13",96,9732,105,96,NA,NA
"14",96,9682,106,96,NA,NA
"15",96,9707,106,96,NA,NA
"16",96,3497,107,35,NA,NA
"17",96,9691,107,96,0,56
"18",96,9716,108,96,0,56
"19",96,9730,109,96,0,56
"20",96,9648,110,96,0,56
"21",96,9667,111,96,NA,NA
"22",96,9747,111,96,0,56
"23",96,9731,112,96,NA,NA
"24",96,3568,113,35,NA,NA
"25",96,9646,113,96,0,56
"26",96,9650,113,96,NA,NA
"27",96,9654,113,96,NA,NA
"28",96,9676,113,96,NA,NA
"29",96,9680,113,96,NA,NA
"30",96,9690,113,96,0,56
"31",96,9697,113,96,NA,NA
"32",96,9720,113,96,NA,NA
"33",96,9741,113,96,NA,NA
"34",96,3511,114,35,NA,NA
"35",96,9711,114,96,NA,NA
"36",96,9714,114,96,0,56
"37",96,9740,114,96,0,56
"38",96,9744,114,96,NA,NA
"39",96,9753,114,96,0,56
"40",96,9665,115,96,0,56
"41",96,9670,115,96,NA,NA
"42",96,9673,115,96,0,56
"43",96,9705,115,96,NA,NA
"44",96,9651,116,96,NA,NA
"45",96,9664,116,96,NA,NA
"46",96,9683,116,96,NA,NA
"47",96,9687,116,96,NA,NA
"48",96,9702,116,96,NA,NA
"49",96,1300,117,13,NA,NA
"50",96,9677,117,96,0,56
"51",96,9713,117,96,NA,NA
"52",96,8898,118,88,0,56
"53",96,9685,118,96,0,56
"54",96,9688,118,96,NA,NA
"55",96,9752,118,96,0,56
"56",96,9675,119,96,NA,NA
"57",96,9692,119,96,0,56
"58",96,9710,119,96,0,56
"59",96,9725,119,96,NA,NA
"60",96,9729,119,96,0,56
"61",96,3506,120,35,0,56
"62",96,9657,120,96,NA,NA
"63",96,9659,120,96,NA,NA
"64",96,9696,120,96,0,56
"65",96,9715,120,96,NA,NA
"66",96,9723,120,96,0,56
"67",96,9733,120,96,NA,NA
"68",96,9737,120,96,0,56
"69",96,9739,120,96,0,56
"70",96,3477,121,35,0,56
"71",96,3563,121,35,NA,NA
"72",96,4605,121,45,0,56
"73",96,9653,121,96,0,56
"74",96,9660,121,96,NA,NA
"75",96,9669,121,96,0,56
"76",96,9745,121,96,NA,NA
"77",96,9652,122,96,NA,NA
"78",96,9689,122,96,0,56
"79",96,9698,122,96,0,56
"80",96,9701,122,96,NA,NA
"81",96,3464,123,35,0,56
"82",96,3486,123,35,NA,NA
"83",96,9647,123,96,NA,NA
"84",96,9655,123,96,0,56
"85",96,9663,123,96,NA,NA
"86",96,9694,123,96,NA,NA
"87",96,9736,123,96,0,56
"88",96,3537,124,35,0,56
"89",96,3550,124,35,0,56
"90",96,9649,124,96,0,56
"91",96,9662,124,96,NA,NA
"92",96,9671,124,96,NA,NA
"93",96,9686,124,96,0,56
"94",96,9746,124,96,0,56
"95",96,9751,124,96,NA,NA
"96",96,3478,125,35,0,56
"97",96,3539,125,35,NA,NA
"98",96,8900,125,88,0,56
"99",96,9666,125,96,NA,NA
"100",96,9681,125,96,NA,NA
"101",96,9695,125,96,NA,NA
"102",96,9699,125,96,NA,NA
"103",96,9700,125,96,0,56
"104",96,9742,125,96,0,56
"105",96,9743,125,96,0,56
"106",96,3556,126,35,NA,NA
"107",96,9712,126,96,0,56
"108",96,9721,126,96,0,56
"109",96,9722,126,96,0,56
"110",96,1684,127,17,0,56
"111",96,3488,127,35,0,56
"112",96,3512,127,35,NA,NA
"113",96,3515,127,35,0,56
"114",96,3558,127,35,NA,NA
"115",96,9684,127,96,0,56
"116",96,9738,127,96,NA,NA
"117",96,3489,128,35,0,56
"118",96,3513,128,35,NA,NA
"119",96,3529,128,35,NA,NA
"120",96,4544,128,45,NA,NA
"121",96,9693,128,96,0,56
"122",96,9718,128,96,0,56
"123",96,9724,128,96,NA,NA
"124",96,9750,128,96,0,56
"125",96,9656,129,96,NA,NA
"126",96,9703,129,96,NA,NA
"127",96,3466,130,35,0,56
"128",96,3482,130,35,0,56
"129",96,3530,130,35,0,56
"130",96,3571,130,35,0,56
"131",96,8888,130,88,0,56
"132",96,9708,130,96,NA,NA
"133",96,3494,131,35,0,56
"134",96,3495,131,35,NA,NA
"135",96,9728,131,96,0,56
"136",96,1311,132,13,NA,NA
"137",96,3472,132,35,NA,NA
"138",96,3493,132,35,0,56
"139",96,3505,132,35,0,56
"140",96,3548,132,35,NA,NA
"141",96,3555,132,35,NA,NA
"142",96,4540,132,45,0,56
"143",96,9709,132,96,0,56
"144",96,9719,132,96,NA,NA
"145",96,3501,133,35,NA,NA
"146",96,3521,133,35,0,56
"147",96,3524,133,35,0,56
"148",96,4534,133,45,NA,NA
"149",96,7726,133,76,NA,NA
"150",96,9672,133,96,NA,NA
"151",96,1270,134,13,0,56
"152",96,1347,134,13,NA,NA
"153",96,3499,134,35,0,56
"154",96,3517,134,35,NA,NA
"155",96,3535,134,35,0,56
"156",96,3557,134,35,0,56
"157",96,4621,134,45,NA,NA
"158",96,8877,134,88,NA,NA
"159",96,3528,135,35,NA,NA
"160",96,3552,135,35,0,56
"161",96,3560,135,35,0,56
"162",96,3562,135,35,NA,NA
"163",96,4564,135,45,0,56
"164",96,8848,135,88,0,56
"165",96,8885,135,88,0,56
"166",96,9674,135,96,NA,NA
"167",96,9727,135,96,0,56
"168",96,9754,135,96,0,56
"169",96,1289,136,13,0,56
"170",96,3480,136,35,NA,NA
"171",96,3519,136,35,NA,NA
"172",96,3526,136,35,NA,NA
"173",96,3534,136,35,0,56
"174",96,8899,136,88,0,56
"175",96,1704,137,17,0,56
"176",96,3483,137,35,NA,NA
"177",96,3500,137,35,0,56
"178",96,3523,137,35,NA,NA
"179",96,3561,137,35,0,56
"180",96,3565,137,35,NA,NA
"181",96,4572,137,45,0,56
"182",96,1292,138,13,NA,NA
"183",96,3471,138,35,0,56
"184",96,3542,138,35,NA,NA
"185",96,3547,138,35,NA,NA
"186",96,4336,138,43,0,56
"187",96,4563,138,45,0,56
"188",96,8832,138,88,NA,NA
"189",96,8883,138,88,0,56
"190",96,9113,138,90,0,56
"191",96,3461,139,35,0,56
"192",96,3502,139,35,0,56
"193",96,3504,139,35,NA,NA
"194",96,3543,139,35,0,56
"195",96,4598,139,45,NA,NA
"196",96,8436,139,83,NA,NA
"197",96,8891,139,88,NA,NA
"198",96,9658,139,96,NA,NA
"199",96,9734,139,96,0,56
"200",96,3462,140,35,0,56
"201",96,3468,140,35,NA,NA
"202",96,3514,140,35,0,56
"203",96,3518,140,35,0,56
"204",96,4609,140,45,NA,NA
"205",96,1269,141,13,NA,NA
"206",96,1741,141,17,NA,NA
"207",96,3491,141,35,NA,NA
"208",96,3507,141,35,0,56
"209",96,3570,141,35,0,56
"210",96,4533,141,45,0,56
"211",96,4611,141,45,NA,NA
"212",96,4624,141,45,NA,NA
"213",96,7685,141,76,NA,NA
"214",96,8845,141,88,NA,NA
"215",96,1332,142,13,0,56
"216",96,3503,142,35,0,56
"217",96,3544,142,35,NA,NA
"218",96,3549,142,35,NA,NA
"219",96,3554,142,35,NA,NA
"220",96,3564,142,35,NA,NA
"221",96,3566,142,35,NA,NA
"222",96,3572,142,35,0,56
"223",96,4524,142,45,0,56
"224",96,4560,142,45,NA,NA
"225",96,4592,142,45,NA,NA
"226",96,4610,142,45,NA,NA
"227",96,7712,142,76,NA,NA
"228",96,7728,142,76,0,56
