"","SimulationNumber","Node","Community","TrialStatus","DayEnrolled"
"1",7,4,1,1,56
"2",7,9,1,1,56
"3",7,11,1,1,56
"4",7,12,1,1,56
"5",7,13,1,1,56
"6",7,15,1,1,56
"7",7,16,1,1,56
"8",7,17,1,1,56
"9",7,24,1,1,56
"10",7,26,1,1,56
"11",7,28,1,1,56
"12",7,29,1,1,56
"13",7,31,1,1,56
"14",7,32,1,1,56
"15",7,33,1,1,56
"16",7,37,1,1,56
"17",7,39,1,1,56
"18",7,40,1,1,56
"19",7,44,1,1,56
"20",7,47,1,1,56
"21",7,50,1,1,56
"22",7,53,1,1,56
"23",7,54,1,1,56
"24",7,55,1,1,56
"25",7,56,1,1,56
"26",7,60,1,1,56
"27",7,61,1,1,56
"28",7,62,1,1,56
"29",7,63,1,1,56
"30",7,66,1,1,56
"31",7,67,1,1,56
"32",7,68,1,1,56
"33",7,69,1,1,56
"34",7,71,1,1,56
"35",7,76,1,1,56
"36",7,78,1,1,56
"37",7,79,1,1,56
"38",7,80,1,1,56
"39",7,81,1,1,56
"40",7,83,1,1,56
"41",7,85,1,1,56
"42",7,86,1,1,56
"43",7,87,1,1,56
"44",7,89,1,1,56
"45",7,92,1,1,56
"46",7,93,1,1,56
"47",7,95,1,1,56
"48",7,97,1,1,56
"49",7,98,1,1,56
"50",7,99,1,1,56
"51",7,101,1,1,56
"52",7,103,1,1,56
"53",7,105,2,0,56
"54",7,108,2,0,56
"55",7,109,2,0,56
"56",7,110,2,0,56
"57",7,112,2,0,56
"58",7,116,2,0,56
"59",7,117,2,0,56
"60",7,122,2,0,56
"61",7,125,2,0,56
"62",7,127,2,0,56
"63",7,128,2,0,56
"64",7,130,2,0,56
"65",7,133,2,0,56
"66",7,135,2,0,56
"67",7,137,2,0,56
"68",7,139,2,0,56
"69",7,141,2,0,56
"70",7,142,2,0,56
"71",7,144,2,0,56
"72",7,145,2,0,56
"73",7,146,2,0,56
"74",7,147,2,0,56
"75",7,148,2,0,56
"76",7,149,2,0,56
"77",7,151,2,0,56
"78",7,152,2,0,56
"79",7,154,2,0,56
"80",7,156,2,0,56
"81",7,158,2,0,56
"82",7,161,2,0,56
"83",7,162,2,0,56
"84",7,163,2,0,56
"85",7,165,2,0,56
"86",7,166,2,0,56
"87",7,168,2,0,56
"88",7,171,2,0,56
"89",7,172,2,0,56
"90",7,176,2,0,56
"91",7,177,2,0,56
"92",7,181,2,0,56
"93",7,182,2,0,56
"94",7,184,2,0,56
"95",7,185,2,0,56
"96",7,188,2,0,56
"97",7,189,2,0,56
"98",7,191,2,0,56
"99",7,194,2,0,56
"100",7,198,2,0,56
"101",7,199,2,0,56
"102",7,200,2,0,56
"103",7,201,2,0,56
"104",7,203,2,0,56
"105",7,204,2,0,56
"106",7,206,2,0,56
"107",7,208,2,0,56
"108",7,209,2,0,56
"109",7,214,2,0,56
"110",7,217,2,0,56
"111",7,220,2,0,56
"112",7,222,2,0,56
"113",7,224,3,0,56
"114",7,226,3,0,56
"115",7,227,3,0,56
"116",7,228,3,0,56
"117",7,229,3,0,56
"118",7,230,3,0,56
"119",7,232,3,0,56
"120",7,234,3,0,56
"121",7,235,3,0,56
"122",7,237,3,0,56
"123",7,238,3,0,56
"124",7,242,3,0,56
"125",7,244,3,0,56
"126",7,245,3,0,56
"127",7,246,3,0,56
"128",7,247,3,0,56
"129",7,250,3,0,56
"130",7,251,3,0,56
"131",7,252,3,0,56
"132",7,253,3,0,56
"133",7,256,3,0,56
"134",7,257,3,0,56
"135",7,258,3,0,56
"136",7,259,3,0,56
"137",7,262,3,0,56
"138",7,265,3,0,56
"139",7,266,3,0,56
"140",7,268,3,0,56
"141",7,272,3,0,56
"142",7,276,3,0,56
"143",7,277,3,0,56
"144",7,279,3,0,56
"145",7,280,3,0,56
"146",7,282,3,0,56
"147",7,284,3,0,56
"148",7,285,3,0,56
"149",7,291,3,0,56
"150",7,293,3,0,56
"151",7,299,3,0,56
"152",7,300,3,0,56
"153",7,303,3,0,56
"154",7,304,3,0,56
"155",7,305,3,0,56
"156",7,310,3,0,56
"157",7,312,3,0,56
"158",7,316,3,0,56
"159",7,317,3,0,56
"160",7,320,3,0,56
"161",7,322,3,0,56
"162",7,323,3,0,56
"163",7,329,4,1,56
"164",7,332,4,1,56
"165",7,334,4,1,56
"166",7,338,4,1,56
"167",7,340,4,1,56
"168",7,341,4,1,56
"169",7,343,4,1,56
"170",7,346,4,1,56
"171",7,347,4,1,56
"172",7,352,4,1,56
"173",7,353,4,1,56
"174",7,356,4,1,56
"175",7,359,4,1,56
"176",7,362,4,1,56
"177",7,364,4,1,56
"178",7,366,4,1,56
"179",7,367,4,1,56
"180",7,369,4,1,56
"181",7,372,4,1,56
"182",7,373,4,1,56
"183",7,375,4,1,56
"184",7,377,4,1,56
"185",7,378,4,1,56
"186",7,379,4,1,56
"187",7,380,4,1,56
"188",7,381,4,1,56
"189",7,382,4,1,56
"190",7,383,4,1,56
"191",7,384,4,1,56
"192",7,386,4,1,56
"193",7,387,4,1,56
"194",7,389,4,1,56
"195",7,392,4,1,56
"196",7,393,4,1,56
"197",7,394,4,1,56
"198",7,396,4,1,56
"199",7,398,4,1,56
"200",7,400,4,1,56
"201",7,401,4,1,56
"202",7,404,4,1,56
"203",7,406,4,1,56
"204",7,409,4,1,56
"205",7,410,4,1,56
"206",7,415,4,1,56
"207",7,416,4,1,56
"208",7,417,4,1,56
"209",7,419,4,1,56
"210",7,421,4,1,56
"211",7,426,4,1,56
"212",7,428,4,1,56
"213",7,429,4,1,56
"214",7,430,4,1,56
"215",7,432,4,1,56
"216",7,433,4,1,56
"217",7,435,4,1,56
"218",7,436,4,1,56
"219",7,438,5,1,56
"220",7,439,5,1,56
"221",7,440,5,1,56
"222",7,443,5,1,56
"223",7,444,5,1,56
"224",7,445,5,1,56
"225",7,449,5,1,56
"226",7,450,5,1,56
"227",7,451,5,1,56
"228",7,452,5,1,56
"229",7,453,5,1,56
"230",7,454,5,1,56
"231",7,456,5,1,56
"232",7,459,5,1,56
"233",7,460,5,1,56
"234",7,462,5,1,56
"235",7,466,5,1,56
"236",7,471,5,1,56
"237",7,478,5,1,56
"238",7,482,5,1,56
"239",7,483,5,1,56
"240",7,486,5,1,56
"241",7,487,5,1,56
"242",7,488,5,1,56
"243",7,491,5,1,56
"244",7,492,5,1,56
"245",7,493,5,1,56
"246",7,494,5,1,56
"247",7,495,5,1,56
"248",7,497,5,1,56
"249",7,498,5,1,56
"250",7,499,5,1,56
"251",7,500,5,1,56
"252",7,501,5,1,56
"253",7,507,5,1,56
"254",7,510,5,1,56
"255",7,512,5,1,56
"256",7,513,5,1,56
"257",7,516,5,1,56
"258",7,517,5,1,56
"259",7,519,5,1,56
"260",7,523,5,1,56
"261",7,524,5,1,56
"262",7,525,5,1,56
"263",7,526,5,1,56
