"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",2,84,51,2,0,0,0,0,0,18,29,0,0,0,0
"2",9,84,46,2,0,0,0,0,0,0,0,0,0,0,0
"3",46,84,57,2,0,0,0,0,0,0,0,0,0,1,20
"4",50,84,52,2,0,0,0,0,0,0,0,0,0,0,0
"5",42,112,42,3,0,0,0,0,0,0,0,0,0,0,0
"6",19,112,43,3,0,0,0,0,0,0,0,0,0,0,0
"7",36,112,60,3,0,0,0,0,0,0,0,0,0,0,0
"8",55,112,46,3,0,0,0,0,0,0,0,0,0,0,0
"9",20,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"10",38,140,54,4,0,0,0,0,0,0,0,0,0,0,0
"11",98,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"12",5,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"13",44,168,42,5,0,0,0,0,1,9,29,2,0,0,0
"14",25,168,46,5,0,0,0,0,2,14,27,2,0,0,0
"15",30,168,52,5,0,0,0,0,0,0,0,0,0,0,0
"16",47,168,60,5,0,0,0,2,56,2,0,0,0,0,0
"17",10,196,56,6,0,0,0,0,0,0,0,0,4,44,4
"18",32,196,46,6,0,0,0,0,0,0,0,0,0,0,0
"19",70,196,56,6,0,0,0,0,0,0,1,0,4,35,15
"20",67,196,52,6,0,0,0,0,0,0,0,0,0,0,0
"21",22,224,43,7,1,0,0,0,0,0,0,1,28,9,1
"22",33,224,40,7,0,0,0,0,0,0,0,0,0,2,13
"23",94,224,52,7,0,0,0,0,0,0,6,40,3,0,0
"24",88,224,55,7,0,0,0,0,0,0,0,0,0,0,0
"25",39,252,49,8,0,0,0,0,0,0,0,0,0,0,0
"26",81,252,43,8,0,0,0,0,0,0,0,0,0,0,0
"27",83,252,58,8,0,0,0,0,0,0,0,2,17,38,0
"28",95,252,56,8,0,0,0,0,0,0,0,0,0,0,0
"29",56,280,42,9,0,0,0,0,0,0,0,0,0,0,0
"30",13,280,54,9,0,0,0,0,0,0,0,0,0,0,0
"31",100,280,56,9,0,0,0,0,0,0,3,39,11,0,0
"32",60,280,40,9,0,0,0,0,0,0,0,0,0,2,7
"33",18,308,44,10,0,0,0,0,0,0,0,0,0,0,0
"34",68,308,56,10,0,0,0,0,0,17,35,4,0,0,0
"35",77,308,46,10,0,0,0,0,0,0,0,0,0,0,0
"36",43,308,59,10,0,0,0,0,0,0,3,53,2,0,0
"37",92,336,51,11,0,0,0,0,0,0,0,0,0,0,0
"38",15,336,46,11,0,0,0,0,0,0,0,0,0,0,0
"39",40,336,54,11,0,0,0,0,0,0,0,0,0,0,0
"40",16,336,40,11,0,0,0,0,0,0,0,9,23,5,0
"41",62,364,51,12,0,0,0,0,0,0,0,0,0,0,0
"42",57,364,48,12,0,0,0,0,0,0,0,0,0,0,0
"43",76,364,47,12,0,0,0,0,0,0,0,0,0,0,0
"44",82,364,44,12,0,0,1,15,21,3,0,0,1,0,0
