"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",21,84,46,2,0,0,0,0,0,0,0,0,0,29,14
"2",72,84,44,2,0,0,0,0,0,0,0,0,0,0,0
"3",58,84,51,2,0,0,0,0,0,0,0,0,1,22,27
"4",46,84,56,2,0,0,0,0,0,0,0,0,0,0,0
"5",86,112,54,3,0,0,0,0,0,0,1,1,20,29,0
"6",23,112,52,3,0,0,0,0,0,0,0,0,0,0,0
"7",100,112,48,3,0,0,0,0,0,0,0,0,0,0,0
"8",30,112,60,3,0,0,0,0,0,0,0,0,0,0,0
"9",33,140,60,4,0,0,0,0,0,0,0,0,0,0,0
"10",88,140,47,4,0,0,0,0,0,0,0,0,8,35,4
"11",38,140,60,4,0,0,0,0,0,0,0,0,0,0,0
"12",65,140,44,4,0,0,0,0,0,0,0,0,0,0,0
"13",40,168,56,5,0,0,1,0,0,0,0,0,0,0,0
"14",80,168,49,5,0,0,0,0,0,0,0,0,0,0,0
"15",59,168,57,5,0,0,0,0,0,0,0,5,38,14,0
"16",42,168,58,5,0,10,41,4,0,0,0,0,0,0,0
"17",34,196,42,6,0,0,0,0,0,0,0,0,13,27,1
"18",96,196,54,6,0,0,0,0,0,0,0,0,0,0,0
"19",73,196,58,6,3,42,10,0,0,0,0,0,0,0,0
"20",26,196,52,6,0,0,0,0,0,15,29,5,0,0,0
"21",66,224,46,7,0,0,0,0,0,0,0,2,16,22,3
"22",27,224,53,7,0,0,0,0,0,0,1,0,0,0,0
"23",85,224,59,7,0,0,0,0,0,0,0,0,0,0,0
"24",51,224,52,7,0,0,0,0,0,0,0,0,0,0,0
"25",13,252,56,8,0,0,0,0,0,0,0,0,0,0,0
"26",4,252,56,8,0,6,43,5,0,0,0,0,0,0,0
"27",81,252,50,8,0,0,0,0,0,0,0,0,0,0,0
"28",84,252,56,8,0,0,0,0,0,0,0,0,0,0,0
"29",19,280,46,9,0,0,0,0,1,1,29,12,1,0,0
"30",50,280,46,9,0,0,0,0,0,0,0,0,0,0,0
"31",97,280,60,9,0,0,0,0,0,0,0,0,0,0,0
"32",76,280,53,9,0,0,0,0,0,0,0,0,0,0,0
"33",16,308,60,10,0,0,0,1,37,20,1,0,0,0,0
"34",48,308,56,10,1,0,0,0,6,42,6,0,0,0,0
"35",83,308,50,10,0,0,0,0,0,0,0,0,0,0,0
"36",1,308,50,10,0,0,0,0,0,0,0,1,17,31,0
"37",37,336,58,11,0,0,0,0,0,0,0,0,22,34,0
"38",49,336,42,11,0,0,0,0,0,0,0,0,0,0,0
"39",61,336,52,11,0,0,0,0,0,0,0,0,0,0,0
"40",41,336,54,11,0,0,0,0,0,0,0,0,0,0,0
"41",52,364,48,12,0,0,0,0,0,0,0,13,29,1,0
"42",24,364,44,12,0,0,0,0,0,0,0,0,0,0,0
"43",5,364,51,12,0,0,0,0,0,0,0,0,0,0,0
"44",90,364,58,12,0,0,0,0,0,0,0,0,0,0,0
