"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",73,84,48,2,0,0,0,0,0,0,0,0,0,0,0
"2",1,84,43,2,0,0,0,0,0,0,0,0,0,0,0
"3",90,84,57,2,0,0,0,0,0,0,0,0,0,0,0
"4",21,84,53,2,0,0,0,0,0,0,0,0,0,0,0
"5",39,112,54,3,0,0,0,0,0,0,0,0,0,0,0
"6",34,112,49,3,0,0,0,0,0,0,0,0,0,0,0
"7",82,112,43,3,0,0,0,0,0,0,0,0,0,0,0
"8",44,112,46,3,0,0,0,0,0,1,11,24,3,0,0
"9",55,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"10",81,140,44,4,0,0,0,0,1,27,13,0,0,0,0
"11",17,140,47,4,0,0,0,0,0,0,0,0,0,1,16
"12",92,140,50,4,0,0,0,0,0,0,0,0,0,0,0
"13",19,168,47,5,0,0,13,33,0,0,0,0,0,0,0
"14",96,168,59,5,0,0,0,0,0,0,0,0,0,0,0
"15",63,168,59,5,0,0,0,0,0,0,0,5,43,11,0
"16",74,168,56,5,0,0,0,0,14,36,4,0,0,0,0
"17",6,196,50,6,0,0,0,0,0,0,1,18,31,0,0
"18",88,196,42,6,0,0,0,0,0,24,16,0,0,0,0
"19",15,196,49,6,0,0,0,0,0,0,0,0,0,1,29
"20",68,196,43,6,0,0,0,0,0,0,0,0,0,4,25
"21",8,224,60,7,0,0,0,39,20,0,0,0,0,0,0
"22",60,224,60,7,0,0,0,0,0,0,0,0,0,0,0
"23",16,224,46,7,0,0,0,0,0,3,15,23,1,2,0
"24",45,224,57,7,0,0,0,0,0,0,0,0,0,0,0
"25",61,252,56,8,0,0,0,0,0,0,0,0,0,0,0
"26",65,252,54,8,0,0,0,0,0,0,0,0,0,0,0
"27",77,252,52,8,0,0,0,0,0,0,0,0,0,0,0
"28",31,252,59,8,0,0,0,0,0,0,0,0,0,0,0
"29",58,280,58,9,0,0,2,39,16,1,0,0,0,0,0
"30",64,280,43,9,0,0,0,0,9,27,0,0,0,0,0
"31",51,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"32",9,280,56,9,0,0,0,0,0,6,45,3,0,0,0
"33",5,308,40,10,0,0,0,0,0,7,20,8,2,0,0
"34",78,308,50,10,0,0,0,0,0,0,0,1,22,23,0
"35",20,308,53,10,0,0,0,0,0,8,36,3,0,0,0
"36",72,308,48,10,0,0,0,2,35,9,0,0,0,0,0
"37",80,336,56,11,0,0,0,0,0,0,0,0,0,0,0
"38",100,336,58,11,0,4,41,11,0,0,0,0,0,0,0
"39",7,336,56,11,0,0,0,0,0,0,0,0,0,0,0
"40",10,336,55,11,0,0,0,0,0,0,0,0,0,0,0
"41",62,364,58,12,0,0,0,0,0,0,0,0,0,0,0
"42",79,364,40,12,0,0,0,0,0,0,0,11,22,2,0
"43",56,364,40,12,0,0,0,0,0,0,0,0,0,0,0
"44",43,364,59,12,0,0,0,0,0,0,0,0,43,13,1
