"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",33,84,48,2,0,0,0,0,0,0,0,0,0,0,0
"2",65,84,56,2,0,0,0,0,8,38,9,0,0,0,0
"3",66,84,42,2,0,0,0,0,0,0,0,0,0,0,0
"4",56,84,48,2,1,14,28,3,0,0,0,0,0,0,0
"5",90,112,56,3,0,0,0,0,0,0,0,0,0,0,0
"6",62,112,40,3,0,0,0,0,0,2,24,10,0,0,0
"7",9,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"8",59,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"9",63,140,54,4,0,0,0,0,0,0,0,0,0,0,0
"10",5,140,58,4,0,0,0,0,0,0,0,0,5,44,7
"11",70,140,43,4,0,0,0,0,0,0,0,0,0,0,0
"12",23,140,41,4,0,4,24,13,0,0,0,0,0,0,0
"13",50,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"14",78,168,54,5,0,0,0,0,0,0,0,26,25,0,0
"15",72,168,59,5,43,13,0,0,0,0,0,0,0,0,0
"16",77,168,52,5,0,0,0,0,0,0,0,0,0,0,0
"17",11,196,55,6,0,0,0,0,0,0,13,41,0,0,0
"18",99,196,56,6,0,0,0,0,0,1,0,0,0,0,0
"19",52,196,50,6,0,0,0,0,0,0,0,0,0,0,0
"20",20,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"21",98,224,47,7,0,0,0,0,0,0,0,0,0,0,0
"22",18,224,52,7,0,0,0,0,0,0,2,37,8,1,0
"23",14,224,42,7,0,0,0,0,0,0,0,0,4,34,2
"24",26,224,50,7,0,0,0,0,0,0,0,0,0,0,1
"25",71,252,52,8,0,0,0,0,0,0,0,0,0,0,0
"26",88,252,52,8,0,0,0,0,6,41,3,0,0,0,0
"27",40,252,56,8,0,0,0,0,0,0,0,0,0,0,0
"28",19,252,47,8,0,0,0,0,0,1,0,0,0,0,0
"29",31,280,46,9,0,0,0,0,0,0,0,0,0,0,12
"30",80,280,44,9,0,0,0,0,0,0,0,0,0,0,0
"31",83,280,41,9,0,0,0,0,0,0,0,0,0,0,0
"32",17,280,46,9,0,0,0,0,0,0,0,0,0,0,0
"33",97,308,53,10,0,0,0,0,0,0,0,0,0,0,2
"34",64,308,54,10,0,0,0,0,0,0,0,0,0,0,0
"35",61,308,45,10,0,0,0,0,0,0,0,0,0,0,0
"36",35,308,45,10,0,0,0,0,0,0,0,0,0,0,0
"37",86,336,58,11,0,0,0,0,0,0,0,0,0,0,0
"38",74,336,45,11,0,0,0,0,0,0,0,0,0,0,0
"39",12,336,41,11,0,0,0,0,0,0,0,0,0,0,0
"40",28,336,55,11,0,0,0,1,0,0,0,0,0,0,0
"41",51,364,54,12,0,0,0,0,0,0,0,0,0,0,0
"42",27,364,47,12,0,0,0,0,0,0,0,0,0,0,0
"43",91,364,46,12,0,6,30,6,0,0,0,0,0,0,0
"44",37,364,58,12,0,0,0,0,3,30,23,0,0,0,0
