"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",30,912,59,10,NA,NA
"2",30,956,65,10,0,56
"3",30,934,67,10,NA,NA
"4",30,877,68,10,0,56
"5",30,928,71,10,NA,NA
"6",30,946,71,10,NA,NA
"7",30,876,73,10,0,56
"8",30,885,74,10,NA,NA
"9",30,871,75,10,0,56
"10",30,886,76,10,0,56
"11",30,923,76,10,NA,NA
"12",30,951,77,10,NA,NA
"13",30,888,79,10,NA,NA
"14",30,953,80,10,0,56
"15",30,924,81,10,0,56
"16",30,870,82,10,NA,NA
"17",30,945,84,10,NA,NA
"18",30,908,85,10,NA,NA
"19",30,932,85,10,NA,NA
"20",30,938,85,10,0,56
"21",30,879,87,10,NA,NA
"22",30,2170,88,22,0,56
"23",30,881,89,10,NA,NA
"24",30,899,89,10,NA,NA
"25",30,918,89,10,0,56
"26",30,933,89,10,NA,NA
"27",30,902,91,10,NA,NA
"28",30,944,91,10,NA,NA
"29",30,875,92,10,0,56
"30",30,882,92,10,NA,NA
"31",30,935,92,10,NA,NA
"32",30,949,92,10,0,56
"33",30,896,93,10,NA,NA
"34",30,907,93,10,0,56
"35",30,922,93,10,NA,NA
"36",30,927,93,10,0,56
"37",30,936,94,10,0,56
"38",30,1330,94,14,0,56
"39",30,2111,94,22,NA,NA
"40",30,919,95,10,0,56
"41",30,2160,95,22,NA,NA
"42",30,891,96,10,0,56
"43",30,894,96,10,NA,NA
"44",30,910,96,10,0,56
"45",30,873,97,10,0,56
"46",30,943,97,10,NA,NA
"47",30,954,97,10,0,56
"48",30,2117,97,22,NA,NA
"49",30,887,98,10,NA,NA
"50",30,893,98,10,NA,NA
"51",30,906,98,10,0,56
"52",30,915,98,10,0,56
"53",30,2200,98,22,0,56
"54",30,920,99,10,NA,NA
"55",30,1339,99,14,NA,NA
"56",30,2113,99,22,0,56
"57",30,878,100,10,NA,NA
"58",30,897,100,10,0,56
"59",30,2165,100,22,0,56
"60",30,2171,100,22,0,56
