"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",33,84,58,2,0,0,0,0,0,0,0,0,21,33,0
"2",21,84,56,2,0,0,0,0,0,0,0,0,0,0,0
"3",82,84,51,2,3,38,9,0,0,0,0,0,0,0,0
"4",90,84,44,2,0,0,0,0,0,0,0,0,0,15,23
"5",81,112,43,3,0,0,0,0,0,0,1,4,28,8,0
"6",44,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"7",22,112,59,3,0,0,0,0,0,38,20,1,0,0,0
"8",87,112,56,3,0,0,0,0,0,0,0,0,0,0,0
"9",25,140,42,4,0,0,0,0,0,0,0,0,0,0,0
"10",28,140,52,4,0,0,0,0,0,0,0,0,0,0,0
"11",32,140,46,4,0,0,0,0,0,4,31,9,0,0,0
"12",74,140,40,4,0,0,11,22,1,0,0,0,0,0,0
"13",66,168,54,5,0,0,0,0,0,0,0,1,0,0,0
"14",75,168,55,5,0,0,0,11,35,5,1,0,0,0,0
"15",54,168,54,5,0,0,0,0,0,0,0,0,0,0,0
"16",79,168,59,5,0,0,0,0,3,43,11,0,0,0,0
"17",45,196,56,6,0,14,37,4,0,0,0,0,0,0,0
"18",7,196,44,6,0,0,0,0,5,25,9,0,0,0,0
"19",88,196,42,6,0,0,0,0,0,0,0,0,0,0,0
"20",94,196,54,6,0,0,0,0,0,0,0,0,0,1,22
"21",56,224,42,7,0,0,0,0,0,0,0,0,0,0,0
"22",34,224,55,7,0,0,0,0,0,0,0,0,0,0,0
"23",85,224,47,7,0,0,0,0,0,0,0,0,0,0,0
"24",29,224,50,7,0,0,0,0,0,0,0,0,0,0,0
"25",2,252,50,8,0,0,0,0,0,0,0,0,0,8,36
"26",98,252,42,8,0,0,0,0,0,0,0,0,8,22,9
"27",80,252,58,8,0,0,0,0,0,12,42,3,0,0,0
"28",55,252,42,8,0,0,0,0,0,1,28,12,0,0,0
"29",16,280,46,9,0,0,0,0,0,0,0,0,0,2,5
"30",12,280,60,9,0,0,0,0,0,1,0,0,0,0,0
"31",62,280,50,9,0,0,0,0,0,0,0,0,0,0,0
"32",93,280,43,9,0,0,0,0,0,0,0,0,0,0,0
"33",40,308,54,10,0,0,0,0,0,0,23,29,0,0,0
"34",48,308,42,10,0,0,0,0,0,4,31,4,0,0,0
"35",65,308,57,10,0,0,0,0,0,0,0,30,24,1,0
"36",24,308,54,10,0,0,0,0,0,0,0,18,33,2,0
"37",19,336,58,11,0,4,33,20,1,0,0,0,0,0,0
"38",30,336,52,11,0,0,0,0,0,0,0,0,0,0,0
"39",69,336,47,11,0,0,0,0,0,0,0,0,0,0,0
"40",13,336,41,11,0,0,0,0,0,0,0,0,0,0,0
"41",59,364,56,12,0,0,1,28,26,0,0,0,0,0,0
"42",3,364,42,12,0,0,0,0,0,0,0,0,8,32,1
"43",35,364,60,12,0,0,0,0,0,0,6,40,12,0,0
"44",46,364,56,12,5,41,8,0,0,0,0,0,0,0,0
