"","SimulationNumber","Node","Community","TrialStatus","DayEnrolled"
"1",15,1,1,0,56
"2",15,2,1,0,56
"3",15,4,1,0,56
"4",15,5,1,0,56
"5",15,6,1,0,56
"6",15,8,1,0,56
"7",15,11,1,0,56
"8",15,12,1,0,56
"9",15,14,1,0,56
"10",15,15,1,0,56
"11",15,17,1,0,56
"12",15,19,1,0,56
"13",15,24,1,0,56
"14",15,25,1,0,56
"15",15,27,1,0,56
"16",15,29,1,0,56
"17",15,33,1,0,56
"18",15,38,1,0,56
"19",15,39,1,0,56
"20",15,40,1,0,56
"21",15,45,1,0,56
"22",15,46,1,0,56
"23",15,48,1,0,56
"24",15,51,1,0,56
"25",15,55,1,0,56
"26",15,56,1,0,56
"27",15,57,1,0,56
"28",15,58,1,0,56
"29",15,59,1,0,56
"30",15,61,1,0,56
"31",15,63,1,0,56
"32",15,64,1,0,56
"33",15,65,1,0,56
"34",15,72,1,0,56
"35",15,76,1,0,56
"36",15,77,1,0,56
"37",15,79,1,0,56
"38",15,83,1,0,56
"39",15,84,1,0,56
"40",15,86,1,0,56
"41",15,87,1,0,56
"42",15,88,1,0,56
"43",15,90,1,0,56
"44",15,91,1,0,56
"45",15,93,1,0,56
"46",15,94,1,0,56
"47",15,95,1,0,56
"48",15,96,1,0,56
"49",15,97,1,0,56
"50",15,98,1,0,56
"51",15,101,1,0,56
"52",15,103,1,0,56
"53",15,108,2,1,56
"54",15,110,2,1,56
"55",15,111,2,1,56
"56",15,112,2,1,56
"57",15,113,2,1,56
"58",15,114,2,1,56
"59",15,116,2,1,56
"60",15,119,2,1,56
"61",15,120,2,1,56
"62",15,123,2,1,56
"63",15,124,2,1,56
"64",15,125,2,1,56
"65",15,128,2,1,56
"66",15,130,2,1,56
"67",15,132,2,1,56
"68",15,134,2,1,56
"69",15,136,2,1,56
"70",15,138,2,1,56
"71",15,139,2,1,56
"72",15,141,2,1,56
"73",15,142,2,1,56
"74",15,146,2,1,56
"75",15,147,2,1,56
"76",15,152,2,1,56
"77",15,156,2,1,56
"78",15,159,2,1,56
"79",15,161,2,1,56
"80",15,163,2,1,56
"81",15,165,2,1,56
"82",15,166,2,1,56
"83",15,168,2,1,56
"84",15,169,2,1,56
"85",15,170,2,1,56
"86",15,171,2,1,56
"87",15,173,2,1,56
"88",15,177,2,1,56
"89",15,179,2,1,56
"90",15,180,2,1,56
"91",15,184,2,1,56
"92",15,187,2,1,56
"93",15,188,2,1,56
"94",15,190,2,1,56
"95",15,191,2,1,56
"96",15,192,2,1,56
"97",15,194,2,1,56
"98",15,195,2,1,56
"99",15,198,3,0,56
"100",15,202,3,0,56
"101",15,204,3,0,56
"102",15,206,3,0,56
"103",15,210,3,0,56
"104",15,211,3,0,56
"105",15,215,3,0,56
"106",15,219,3,0,56
"107",15,221,3,0,56
"108",15,222,3,0,56
"109",15,223,3,0,56
"110",15,224,3,0,56
"111",15,226,3,0,56
"112",15,229,3,0,56
"113",15,231,3,0,56
"114",15,232,3,0,56
"115",15,233,3,0,56
"116",15,234,3,0,56
"117",15,235,3,0,56
"118",15,238,3,0,56
"119",15,243,3,0,56
"120",15,247,3,0,56
"121",15,248,3,0,56
"122",15,249,3,0,56
"123",15,252,3,0,56
"124",15,253,3,0,56
"125",15,255,3,0,56
"126",15,258,3,0,56
"127",15,259,3,0,56
"128",15,260,3,0,56
"129",15,262,3,0,56
"130",15,267,3,0,56
"131",15,269,3,0,56
"132",15,274,3,0,56
"133",15,279,3,0,56
"134",15,280,3,0,56
"135",15,281,3,0,56
"136",15,282,3,0,56
"137",15,283,3,0,56
"138",15,286,3,0,56
"139",15,287,3,0,56
"140",15,289,3,0,56
"141",15,290,3,0,56
"142",15,294,3,0,56
"143",15,295,3,0,56
"144",15,296,3,0,56
"145",15,297,3,0,56
"146",15,298,3,0,56
"147",15,299,3,0,56
"148",15,300,3,0,56
"149",15,303,3,0,56
"150",15,305,3,0,56
"151",15,306,3,0,56
"152",15,307,3,0,56
"153",15,308,3,0,56
"154",15,309,3,0,56
"155",15,315,4,0,56
"156",15,316,4,0,56
"157",15,317,4,0,56
"158",15,318,4,0,56
"159",15,319,4,0,56
"160",15,321,4,0,56
"161",15,323,4,0,56
"162",15,325,4,0,56
"163",15,327,4,0,56
"164",15,328,4,0,56
"165",15,329,4,0,56
"166",15,330,4,0,56
"167",15,331,4,0,56
"168",15,332,4,0,56
"169",15,335,4,0,56
"170",15,341,4,0,56
"171",15,343,4,0,56
"172",15,344,4,0,56
"173",15,346,4,0,56
"174",15,347,4,0,56
"175",15,349,4,0,56
"176",15,351,4,0,56
"177",15,352,4,0,56
"178",15,353,4,0,56
"179",15,356,4,0,56
"180",15,358,4,0,56
"181",15,359,4,0,56
"182",15,363,4,0,56
"183",15,364,4,0,56
"184",15,365,4,0,56
"185",15,368,4,0,56
"186",15,369,4,0,56
"187",15,370,4,0,56
"188",15,372,4,0,56
"189",15,377,4,0,56
"190",15,378,4,0,56
"191",15,379,4,0,56
"192",15,380,4,0,56
"193",15,381,4,0,56
"194",15,382,4,0,56
"195",15,383,4,0,56
"196",15,384,4,0,56
"197",15,386,4,0,56
"198",15,392,4,0,56
"199",15,393,4,0,56
"200",15,398,4,0,56
"201",15,400,4,0,56
"202",15,402,4,0,56
"203",15,406,4,0,56
"204",15,407,4,0,56
"205",15,408,4,0,56
"206",15,415,4,0,56
"207",15,417,4,0,56
"208",15,419,4,0,56
"209",15,420,4,0,56
"210",15,422,4,0,56
"211",15,423,4,0,56
"212",15,425,5,0,56
"213",15,430,5,0,56
"214",15,431,5,0,56
"215",15,434,5,0,56
"216",15,435,5,0,56
"217",15,437,5,0,56
"218",15,438,5,0,56
"219",15,439,5,0,56
"220",15,444,5,0,56
"221",15,445,5,0,56
"222",15,447,5,0,56
"223",15,448,5,0,56
"224",15,449,5,0,56
"225",15,450,5,0,56
"226",15,451,5,0,56
"227",15,452,5,0,56
"228",15,453,5,0,56
"229",15,455,5,0,56
"230",15,458,5,0,56
"231",15,459,5,0,56
"232",15,460,5,0,56
"233",15,461,5,0,56
"234",15,462,5,0,56
"235",15,463,5,0,56
"236",15,465,5,0,56
"237",15,467,5,0,56
"238",15,468,5,0,56
"239",15,470,5,0,56
"240",15,475,5,0,56
"241",15,478,5,0,56
"242",15,479,5,0,56
"243",15,480,5,0,56
"244",15,481,5,0,56
"245",15,482,5,0,56
"246",15,483,5,0,56
"247",15,486,5,0,56
"248",15,491,5,0,56
"249",15,493,5,0,56
"250",15,494,5,0,56
"251",15,495,5,0,56
"252",15,496,5,0,56
"253",15,497,5,0,56
"254",15,500,5,0,56
"255",15,501,5,0,56
"256",15,502,5,0,56
"257",15,506,5,0,56
"258",15,508,5,0,56
"259",15,513,5,0,56
"260",15,515,5,0,56
"261",15,516,5,0,56
"262",15,517,5,0,56
"263",15,520,5,0,56
"264",15,521,5,0,56
"265",15,524,5,0,56
"266",15,526,5,0,56
"267",15,527,5,0,56
"268",15,530,5,0,56
"269",15,535,5,0,56
"270",15,539,5,0,56
"271",15,541,5,0,56
"272",15,544,6,0,56
"273",15,545,6,0,56
"274",15,547,6,0,56
"275",15,550,6,0,56
"276",15,552,6,1,56
"277",15,554,6,0,56
"278",15,556,6,0,56
"279",15,557,6,0,56
"280",15,559,6,0,56
"281",15,560,6,0,56
"282",15,561,6,0,56
"283",15,562,6,0,56
"284",15,563,6,0,56
"285",15,564,6,0,56
"286",15,565,6,0,56
"287",15,571,6,0,56
"288",15,572,6,0,56
"289",15,573,6,0,56
"290",15,574,6,0,56
"291",15,575,6,0,56
"292",15,576,6,0,56
"293",15,582,6,0,56
"294",15,586,6,1,56
"295",15,589,6,0,56
"296",15,592,6,0,56
"297",15,593,6,0,56
"298",15,596,6,0,56
"299",15,600,6,0,56
"300",15,602,6,0,56
"301",15,603,6,0,56
"302",15,606,6,0,56
"303",15,608,6,0,56
"304",15,611,6,0,56
"305",15,613,6,0,56
"306",15,614,6,0,56
"307",15,615,6,0,56
"308",15,617,6,0,56
"309",15,621,6,0,56
"310",15,623,6,0,56
"311",15,624,6,0,56
"312",15,625,6,1,56
