"","SimulationNumber","Node","Community","TrialStatus","DayEnrolled"
"1",18,2,1,0,56
"2",18,13,1,0,56
"3",18,15,1,0,56
"4",18,17,1,0,56
"5",18,19,1,0,56
"6",18,24,1,0,56
"7",18,25,1,0,56
"8",18,26,1,0,56
"9",18,28,1,0,56
"10",18,29,1,0,56
"11",18,30,1,0,56
"12",18,31,1,0,56
"13",18,32,1,0,56
"14",18,34,1,0,56
"15",18,35,1,0,56
"16",18,37,1,0,56
"17",18,39,1,0,56
"18",18,47,1,0,56
"19",18,49,1,0,56
"20",18,50,1,0,56
"21",18,51,1,0,56
"22",18,53,1,0,56
"23",18,54,1,0,56
"24",18,55,1,0,56
"25",18,56,1,0,56
"26",18,59,1,0,56
"27",18,60,1,0,56
"28",18,61,1,0,56
"29",18,62,1,0,56
"30",18,64,1,0,56
"31",18,65,1,0,56
"32",18,69,1,0,56
"33",18,70,1,0,56
"34",18,71,1,0,56
"35",18,72,1,0,56
"36",18,73,1,0,56
"37",18,74,1,0,56
"38",18,75,1,0,56
"39",18,77,1,0,56
"40",18,78,1,0,56
"41",18,79,1,0,56
"42",18,81,1,0,56
"43",18,82,1,0,56
"44",18,83,1,0,56
"45",18,89,1,0,56
"46",18,91,1,0,56
"47",18,92,1,0,56
"48",18,101,1,0,56
"49",18,103,1,0,56
"50",18,104,1,0,56
"51",18,106,1,0,56
"52",18,107,1,0,56
"53",18,109,1,0,56
"54",18,110,1,0,56
"55",18,112,1,0,56
"56",18,113,1,0,56
"57",18,114,1,0,56
"58",18,124,2,1,56
"59",18,126,2,1,56
"60",18,127,2,1,56
"61",18,129,2,1,56
"62",18,131,2,1,56
"63",18,132,2,1,56
"64",18,134,2,1,56
"65",18,136,2,1,56
"66",18,137,2,1,56
"67",18,138,2,1,56
"68",18,139,2,1,56
"69",18,143,2,1,56
"70",18,145,2,1,56
"71",18,147,2,1,56
"72",18,150,2,1,56
"73",18,153,2,1,56
"74",18,155,2,1,56
"75",18,156,2,1,56
"76",18,158,2,1,56
"77",18,159,2,1,56
"78",18,160,2,1,56
"79",18,161,2,1,56
"80",18,162,2,1,56
"81",18,163,2,1,56
"82",18,164,2,1,56
"83",18,165,2,1,56
"84",18,167,2,1,56
"85",18,168,2,1,56
"86",18,172,2,1,56
"87",18,174,2,1,56
"88",18,178,2,1,56
"89",18,181,2,1,56
"90",18,185,2,1,56
"91",18,187,2,1,56
"92",18,189,2,1,56
