"","SimulationNumber","Node","Community","TrialStatus","DayEnrolled"
"1",5,3,1,0,56
"2",5,5,1,0,56
"3",5,6,1,0,56
"4",5,7,1,0,56
"5",5,10,1,0,56
"6",5,13,1,0,56
"7",5,17,1,0,56
"8",5,19,1,0,56
"9",5,20,1,0,56
"10",5,21,1,0,56
"11",5,26,1,0,56
"12",5,27,1,0,56
"13",5,28,1,0,56
"14",5,31,1,0,56
"15",5,33,1,0,56
"16",5,35,1,0,56
"17",5,36,1,0,56
"18",5,38,1,0,56
"19",5,39,1,0,56
"20",5,40,1,0,56
"21",5,43,1,0,56
"22",5,46,1,0,56
"23",5,49,1,0,56
"24",5,53,1,0,56
"25",5,54,1,0,56
"26",5,57,1,0,56
"27",5,58,1,0,56
"28",5,59,1,0,56
"29",5,63,1,0,56
"30",5,65,1,0,56
"31",5,66,1,0,56
"32",5,67,1,0,56
"33",5,68,1,0,56
"34",5,69,1,0,56
"35",5,70,1,0,56
"36",5,74,1,0,56
"37",5,76,1,0,56
"38",5,79,1,0,56
"39",5,80,1,0,56
"40",5,81,1,0,56
"41",5,82,2,1,56
"42",5,83,2,0,56
"43",5,86,2,0,56
"44",5,89,2,0,56
"45",5,90,2,0,56
"46",5,92,2,0,56
"47",5,94,2,0,56
"48",5,97,2,0,56
"49",5,98,2,0,56
"50",5,99,2,0,56
"51",5,102,2,1,56
"52",5,103,2,0,56
"53",5,104,2,0,56
"54",5,105,2,0,56
"55",5,106,2,0,56
"56",5,107,2,0,56
"57",5,108,2,0,56
"58",5,109,2,0,56
"59",5,111,2,0,56
"60",5,112,2,0,56
"61",5,114,2,0,56
"62",5,118,2,0,56
"63",5,127,2,0,56
"64",5,129,2,0,56
"65",5,132,2,0,56
"66",5,134,2,0,56
"67",5,136,2,0,56
"68",5,137,2,0,56
"69",5,139,2,0,56
"70",5,140,2,0,56
"71",5,141,2,0,56
"72",5,143,2,0,56
"73",5,144,2,0,56
"74",5,147,2,0,56
"75",5,148,2,0,56
"76",5,149,2,0,56
"77",5,158,2,0,56
"78",5,160,2,0,56
"79",5,163,2,0,56
"80",5,164,2,0,56
"81",5,165,2,0,56
"82",5,166,2,0,56
"83",5,168,2,0,56
"84",5,170,2,0,56
"85",5,171,2,0,56
"86",5,172,2,0,56
"87",5,176,3,0,56
