"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",99,84,41,2,0,0,0,0,0,0,0,0,0,0,0
"2",36,84,60,2,0,0,0,0,0,0,0,0,0,0,0
"3",35,84,56,2,0,0,0,0,1,35,15,2,0,0,0
"4",57,84,53,2,0,0,0,0,0,0,5,40,7,0,0
"5",38,112,46,3,0,10,24,6,0,0,0,0,0,0,0
"6",91,112,42,3,0,0,0,0,0,0,0,0,0,2,16
"7",10,112,56,3,0,0,0,0,0,0,0,0,0,0,0
"8",86,112,44,3,0,0,0,0,0,0,0,0,0,4,19
"9",70,140,56,4,0,0,0,2,44,9,0,0,0,0,0
"10",77,140,42,4,0,0,0,0,0,0,0,0,0,0,0
"11",20,140,44,4,0,0,0,0,0,0,0,0,0,0,0
"12",12,140,40,4,0,0,0,7,9,17,3,0,0,0,0
"13",83,168,56,5,0,0,0,0,0,0,0,6,42,7,0
"14",74,168,41,5,0,0,0,0,0,0,0,0,0,0,0
"15",89,168,46,5,0,0,0,0,0,0,0,0,0,0,0
"16",8,168,44,5,0,0,0,0,0,0,0,0,5,35,1
"17",33,196,50,6,0,0,0,0,0,0,15,30,2,0,0
"18",34,196,50,6,0,0,0,0,0,0,0,0,0,0,0
"19",78,196,44,6,0,0,0,0,1,14,27,0,0,0,0
"20",94,196,46,6,0,0,0,1,2,16,22,2,0,0,0
"21",28,224,51,7,0,0,0,3,26,20,0,0,0,0,0
"22",65,224,53,7,0,0,0,0,0,0,0,0,0,0,0
"23",64,224,50,7,0,0,0,0,0,0,13,31,2,0,0
"24",11,224,48,7,0,0,0,0,25,22,0,0,0,0,0
"25",90,252,58,8,0,0,0,0,0,0,0,11,42,1,0
"26",60,252,56,8,0,0,0,0,0,0,0,0,0,0,0
"27",54,252,55,8,0,0,0,0,0,0,0,0,0,0,0
"28",30,252,59,8,0,0,0,0,1,11,44,0,0,0,0
"29",24,280,44,9,0,0,0,0,0,0,0,0,0,0,0
"30",7,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"31",93,280,52,9,0,0,0,0,1,31,19,1,0,0,0
"32",41,280,56,9,0,0,0,0,0,0,0,0,0,0,0
"33",32,308,50,10,0,0,0,0,0,0,0,0,0,0,0
"34",6,308,54,10,1,4,45,3,0,0,0,0,0,0,0
"35",76,308,52,10,0,0,0,0,1,15,32,4,0,0,0
"36",66,308,60,10,0,0,0,0,0,0,0,0,0,0,0
"37",40,336,44,11,0,0,14,29,1,0,0,0,0,0,0
"38",50,336,43,11,0,0,0,0,0,0,0,0,0,0,0
"39",48,336,56,11,0,0,0,0,0,0,0,0,0,0,0
"40",81,336,48,11,0,0,0,0,0,0,0,0,0,0,0
"41",47,364,46,12,0,0,0,0,0,32,14,0,0,0,0
"42",72,364,48,12,0,1,0,27,18,0,0,0,0,0,0
"43",43,364,46,12,0,0,0,0,0,0,0,0,0,0,0
"44",29,364,48,12,0,0,0,0,0,0,0,0,0,0,0
