"","SimulationNumber","Node","Community","TrialStatus","DayEnrolled"
"1",76,1,1,1,56
"2",76,4,1,1,56
"3",76,6,1,1,56
"4",76,9,1,1,56
"5",76,10,1,1,56
"6",76,13,1,1,56
"7",76,14,1,1,56
"8",76,15,1,1,56
"9",76,17,1,1,56
"10",76,19,1,1,56
"11",76,21,1,1,56
"12",76,23,1,1,56
"13",76,24,1,1,56
"14",76,26,1,1,56
"15",76,27,1,1,56
"16",76,29,1,1,56
"17",76,31,1,1,56
"18",76,39,1,1,56
"19",76,40,1,1,56
"20",76,48,1,1,56
"21",76,49,1,1,56
"22",76,51,1,1,56
"23",76,52,1,1,56
"24",76,54,1,1,56
"25",76,55,1,1,56
"26",76,56,1,1,56
"27",76,57,1,1,56
"28",76,58,1,1,56
"29",76,59,1,1,56
"30",76,61,1,1,56
"31",76,63,1,1,56
"32",76,64,1,1,56
"33",76,65,1,1,56
"34",76,66,1,1,56
"35",76,69,1,1,56
"36",76,70,1,1,56
"37",76,79,1,1,56
"38",76,81,1,1,56
"39",76,82,1,1,56
"40",76,84,1,1,56
"41",76,85,1,1,56
"42",76,87,1,1,56
"43",76,88,1,1,56
"44",76,91,1,1,56
"45",76,92,1,1,56
"46",76,93,1,1,56
"47",76,94,2,0,56
"48",76,97,2,0,56
"49",76,98,2,0,56
"50",76,99,2,0,56
"51",76,101,2,0,56
"52",76,102,2,0,56
"53",76,103,2,0,56
"54",76,106,2,0,56
"55",76,107,2,0,56
"56",76,108,2,0,56
"57",76,112,2,0,56
"58",76,113,2,0,56
"59",76,115,2,0,56
"60",76,116,2,0,56
"61",76,117,2,0,56
"62",76,120,2,0,56
"63",76,121,2,0,56
"64",76,125,2,0,56
"65",76,126,2,0,56
"66",76,129,2,0,56
"67",76,132,2,0,56
"68",76,134,2,0,56
"69",76,136,2,0,56
"70",76,137,2,0,56
"71",76,138,2,0,56
"72",76,139,2,0,56
"73",76,140,2,0,56
"74",76,144,2,0,56
"75",76,145,2,0,56
"76",76,146,2,0,56
"77",76,147,2,0,56
"78",76,151,2,0,56
"79",76,152,2,0,56
"80",76,154,2,0,56
"81",76,157,2,0,56
"82",76,159,2,0,56
"83",76,160,2,0,56
"84",76,161,2,0,56
"85",76,164,2,0,56
"86",76,166,2,0,56
"87",76,168,2,0,56
"88",76,174,2,0,56
"89",76,175,2,0,56
"90",76,180,2,0,56
"91",76,183,2,0,56
"92",76,185,2,0,56
"93",76,186,3,1,56
"94",76,188,3,1,56
"95",76,189,3,1,56
"96",76,191,3,1,56
