"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",99,84,40,2,0,0,0,0,0,0,0,0,0,0,0
"2",54,84,45,2,0,0,0,0,0,0,0,0,0,0,0
"3",43,84,48,2,0,0,0,0,0,0,0,0,0,0,0
"4",19,84,44,2,0,0,0,0,0,0,0,0,0,0,0
"5",16,112,48,3,0,0,0,0,0,0,0,0,0,5,26
"6",57,112,40,3,0,0,0,0,0,0,0,0,0,0,0
"7",76,112,54,3,0,0,0,0,0,0,0,0,0,0,0
"8",7,112,52,3,0,0,0,0,0,0,0,0,0,0,0
"9",72,140,60,4,0,8,48,1,0,0,0,0,0,0,0
"10",50,140,43,4,0,0,0,0,0,0,0,0,0,0,0
"11",96,140,50,4,0,0,0,0,0,0,0,0,0,0,0
"12",44,140,60,4,0,2,46,10,0,0,0,0,0,0,0
"13",98,168,43,5,0,12,29,0,0,0,0,0,0,0,0
"14",79,168,59,5,0,0,0,0,0,0,0,0,0,1,0
"15",6,168,46,5,0,0,0,0,0,1,10,28,3,0,0
"16",95,168,56,5,0,0,0,0,0,0,0,0,0,0,0
"17",41,196,44,6,0,0,0,0,3,35,5,0,0,0,0
"18",40,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"19",4,196,44,6,0,0,0,0,0,0,0,0,0,0,0
"20",49,196,42,6,0,0,4,27,8,0,0,0,0,0,0
"21",71,224,48,7,0,0,0,0,0,0,0,0,0,0,0
"22",83,224,52,7,0,0,0,0,0,0,0,0,0,0,0
"23",63,224,60,7,0,0,0,0,0,6,46,6,0,0,0
"24",32,224,49,7,0,3,24,20,1,0,0,0,0,0,0
"25",97,252,51,8,0,0,0,0,0,0,0,0,0,0,0
"26",37,252,54,8,0,0,0,0,0,0,0,0,0,0,0
"27",80,252,54,8,0,0,0,0,0,0,0,0,0,5,45
"28",21,252,54,8,0,0,0,0,0,0,0,0,0,0,0
"29",13,280,58,9,0,0,0,0,0,0,0,0,0,0,0
"30",60,280,51,9,0,0,0,0,0,0,0,0,19,27,1
"31",58,280,59,9,0,0,0,0,0,0,0,0,0,7,49
"32",66,280,50,9,0,0,0,0,0,0,0,0,0,0,0
"33",35,308,40,10,0,0,0,0,0,0,0,0,0,0,0
"34",55,308,52,10,0,0,0,0,13,35,3,0,0,0,0
"35",61,308,42,10,0,0,0,0,0,0,0,0,0,0,0
"36",46,308,44,10,0,0,0,0,0,0,0,0,0,0,0
"37",1,336,46,11,0,0,0,0,0,0,0,0,0,0,0
"38",14,336,48,11,0,0,0,0,0,4,38,6,0,0,0
"39",20,336,58,11,0,0,0,0,0,1,49,7,0,0,0
"40",85,336,42,11,0,0,0,0,0,0,0,0,0,0,0
"41",22,364,46,12,0,0,0,0,0,0,0,0,0,0,0
"42",23,364,59,12,0,0,0,0,0,0,0,0,0,0,0
"43",48,364,56,12,0,0,0,0,0,0,0,7,42,4,0
"44",91,364,42,12,0,0,0,0,0,0,0,0,0,0,0
