"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",89,84,47,2,0,0,0,0,0,0,0,0,0,0,0
"2",70,84,46,2,0,0,0,0,1,9,34,1,0,0,0
"3",78,84,46,2,0,0,0,0,0,0,0,0,0,0,0
"4",97,84,48,2,0,0,0,0,0,0,0,0,0,0,0
"5",88,112,52,3,0,0,0,0,0,0,0,0,0,0,0
"6",41,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"7",1,112,50,3,0,0,0,0,0,6,38,1,0,0,0
"8",29,112,45,3,0,0,0,0,0,4,31,7,0,0,0
"9",32,140,42,4,0,0,0,0,0,0,0,0,0,0,4
"10",3,140,56,4,0,0,0,0,1,19,31,5,0,0,0
"11",60,140,42,4,0,0,0,0,0,0,0,0,0,0,2
"12",98,140,50,4,0,0,0,0,0,0,0,0,0,0,0
"13",72,168,53,5,0,0,0,0,0,0,0,0,0,0,0
"14",4,168,54,5,0,0,0,0,0,0,0,0,0,0,0
"15",58,168,40,5,0,0,0,0,0,0,2,30,5,0,0
"16",25,168,58,5,0,0,0,0,0,0,0,0,0,0,0
"17",53,196,43,6,0,0,0,0,0,2,6,16,11,3,0
"18",69,196,44,6,0,0,0,0,0,0,1,28,11,0,0
"19",6,196,45,6,0,0,3,31,11,0,0,0,0,0,0
"20",94,196,50,6,0,0,0,0,0,0,0,0,0,12,30
"21",27,224,42,7,0,0,0,0,0,0,0,0,0,0,0
"22",26,224,58,7,0,0,0,0,0,0,0,0,0,0,0
"23",30,224,52,7,0,0,0,0,0,0,0,0,0,0,0
"24",66,224,52,7,0,0,0,0,0,0,1,33,17,0,0
"25",61,252,58,8,0,0,0,0,0,0,0,0,0,0,0
"26",99,252,46,8,0,0,0,0,0,0,0,0,0,0,0
"27",81,252,48,8,2,27,16,0,0,0,0,0,0,0,0
"28",93,252,59,8,0,0,0,0,0,0,0,0,0,0,0
"29",31,280,44,9,0,0,0,0,0,0,0,7,36,0,0
"30",5,280,42,9,0,0,0,0,0,0,0,0,3,21,16
"31",56,280,41,9,0,0,0,0,0,1,6,27,5,0,0
"32",68,280,52,9,0,0,0,0,0,0,0,0,0,0,0
"33",43,308,44,10,0,0,0,2,16,23,0,0,0,0,0
"34",16,308,51,10,0,0,0,14,34,2,0,0,0,0,0
"35",12,308,42,10,0,0,0,0,0,0,14,25,0,0,0
"36",20,308,42,10,0,0,0,0,7,26,7,0,0,0,0
"37",85,336,60,11,0,0,0,0,0,0,0,0,0,0,0
"38",48,336,54,11,0,0,0,0,0,0,0,0,0,0,0
"39",15,336,46,11,0,0,0,0,0,0,0,0,1,16,24
"40",44,336,48,11,0,0,0,0,0,0,0,0,0,0,0
"41",8,364,60,12,0,0,0,0,0,0,0,0,0,0,0
"42",9,364,51,12,0,0,0,0,0,0,0,0,0,0,0
"43",36,364,53,12,0,0,0,4,47,1,0,0,0,0,0
"44",47,364,40,12,0,0,0,0,0,0,0,0,0,1,21
