"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",24,84,47,2,0,0,4,28,13,0,0,0,0,0,0
"2",23,84,60,2,0,0,0,0,0,0,0,2,44,12,0
"3",96,84,50,2,0,0,0,0,2,26,17,0,0,0,0
"4",22,84,50,2,0,0,0,0,1,2,40,7,0,0,0
"5",74,112,43,3,0,0,0,0,0,0,0,0,0,4,26
"6",53,112,52,3,0,0,0,0,0,0,0,0,0,0,0
"7",3,112,52,3,0,0,0,0,0,0,0,0,0,0,0
"8",36,112,49,3,0,0,0,0,0,0,6,41,0,0,0
"9",91,140,59,4,0,0,0,0,0,0,0,0,0,0,23
"10",48,140,58,4,0,0,0,0,0,0,0,4,52,1,0
"11",37,140,46,4,0,0,0,0,0,0,0,0,1,4,33
"12",11,140,46,4,0,0,0,0,0,0,0,0,0,0,0
"13",38,168,56,5,0,0,0,0,0,0,14,37,4,0,0
"14",85,168,56,5,0,0,0,0,0,0,0,0,0,0,4
"15",56,168,55,5,0,0,0,0,0,0,0,0,0,0,0
"16",51,168,48,5,0,0,0,0,0,0,0,0,0,0,0
"17",15,196,46,6,0,0,0,0,0,0,0,0,0,0,0
"18",72,196,50,6,0,0,0,0,0,3,29,15,0,0,0
"19",10,196,54,6,0,0,0,0,1,15,36,0,0,0,0
"20",5,196,49,6,0,0,0,0,0,0,0,0,0,0,0
"21",47,224,56,7,0,0,0,0,0,0,0,0,0,0,0
"22",94,224,54,7,0,0,0,0,0,1,17,30,2,0,0
"23",42,224,46,7,0,0,0,2,36,6,0,0,0,0,0
"24",35,224,59,7,0,0,0,0,0,0,0,0,0,0,0
"25",89,252,40,8,0,0,0,2,17,18,0,0,0,0,0
"26",86,252,46,8,0,0,0,0,0,0,0,0,0,0,0
"27",44,252,41,8,0,0,0,0,0,1,10,23,2,0,0
"28",16,252,48,8,0,0,0,0,0,0,0,0,0,0,0
"29",25,280,41,9,0,0,0,0,0,0,0,0,0,0,0
"30",60,280,46,9,0,1,25,19,0,0,0,0,0,0,0
"31",67,280,50,9,0,0,0,0,0,0,0,0,0,0,0
"32",9,280,41,9,0,0,0,0,0,0,0,0,0,0,0
"33",88,308,50,10,0,0,0,5,35,9,0,0,0,0,0
"34",34,308,56,10,0,0,0,0,0,0,0,0,0,0,0
"35",27,308,42,10,0,0,0,0,0,0,0,0,0,0,0
"36",8,308,48,10,0,0,0,0,0,0,0,0,0,0,0
"37",99,336,46,11,0,0,0,0,0,0,0,0,0,0,0
"38",14,336,41,11,0,0,0,3,8,27,0,0,0,0,0
"39",68,336,46,11,0,0,0,0,0,0,0,0,0,0,0
"40",31,336,44,11,0,0,0,0,0,0,0,0,0,0,0
"41",69,364,48,12,0,0,0,0,0,0,0,0,0,0,0
"42",18,364,42,12,0,0,0,0,0,0,0,0,0,7,19
"43",46,364,45,12,0,0,0,0,0,0,0,0,0,0,1
"44",76,364,54,12,0,0,0,0,3,25,25,0,0,0,0
