"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",10,84,60,2,0,0,0,0,0,0,0,0,0,0,0
"2",53,84,52,2,0,0,1,13,37,0,0,0,0,0,0
"3",57,84,59,2,0,1,23,34,1,0,0,0,0,0,0
"4",71,84,59,2,0,0,0,0,0,0,4,49,5,0,0
"5",95,112,48,3,0,0,0,0,7,22,14,1,0,0,0
"6",41,112,47,3,6,31,8,0,0,0,0,0,0,0,0
"7",2,112,58,3,0,0,1,18,35,0,0,0,0,0,0
"8",5,112,56,3,0,0,0,0,0,0,0,0,0,0,0
"9",80,140,41,4,0,0,0,0,0,0,0,0,0,0,0
"10",18,140,41,4,0,0,0,0,0,0,0,0,0,0,0
"11",34,140,50,4,0,0,0,0,0,0,0,0,0,0,0
"12",45,140,45,4,0,0,0,0,0,0,0,0,0,0,0
"13",76,168,44,5,0,0,0,0,0,0,0,0,0,0,0
"14",84,168,57,5,0,0,0,0,1,6,47,1,0,0,0
"15",78,168,58,5,0,0,0,0,0,0,0,0,0,0,0
"16",61,168,48,5,11,24,8,0,0,0,0,0,0,0,0
"17",4,196,59,6,0,0,0,0,0,0,0,0,0,0,0
"18",27,196,45,6,0,0,0,0,0,0,0,0,0,0,0
"19",65,196,45,6,0,0,0,0,0,0,0,0,0,0,0
"20",60,196,48,6,0,0,0,1,32,14,0,0,0,0,0
"21",15,224,48,7,0,0,0,0,0,1,2,36,8,1,0
"22",97,224,41,7,0,0,0,0,0,0,0,0,0,0,0
"23",93,224,55,7,0,0,0,0,0,0,0,0,0,0,0
"24",12,224,54,7,0,0,0,0,0,0,0,0,0,0,0
"25",6,252,44,8,0,0,0,0,0,0,0,0,0,0,0
"26",62,252,59,8,0,0,0,0,0,0,0,0,2,29,28
"27",19,252,54,8,0,0,0,0,0,0,0,11,40,3,0
"28",38,252,42,8,0,0,0,0,0,0,0,1,12,21,4
"29",90,280,42,9,0,0,0,0,0,0,0,0,0,0,0
"30",96,280,56,9,0,0,0,0,0,4,46,5,0,0,0
"31",24,280,50,9,0,0,0,0,0,0,0,0,0,0,0
"32",77,280,58,9,0,0,0,0,0,0,0,0,0,0,0
"33",35,308,44,10,0,0,0,0,0,0,0,0,0,0,0
"34",36,308,45,10,0,0,0,0,0,0,0,0,0,0,0
"35",94,308,42,10,0,0,0,0,0,0,0,0,0,0,0
"36",64,308,47,10,0,0,0,0,0,0,0,0,0,0,0
"37",23,336,42,11,0,0,0,0,0,2,26,11,0,0,0
"38",43,336,50,11,0,0,0,0,0,0,0,0,0,0,0
"39",1,336,56,11,0,0,0,0,0,0,0,0,0,0,0
"40",86,336,48,11,0,0,0,0,0,0,0,5,6,20,12
"41",11,364,55,12,0,0,2,0,0,0,0,0,0,0,0
"42",91,364,48,12,0,0,0,0,0,0,0,0,0,0,0
"43",30,364,55,12,0,0,0,0,0,10,41,3,0,0,0
"44",39,364,48,12,0,0,0,0,0,0,0,0,0,0,0
