"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",97,84,54,2,0,0,0,0,0,0,0,0,0,0,0
"2",23,84,56,2,0,0,0,0,0,0,0,0,18,37,1
"3",11,84,48,2,0,0,0,0,0,0,0,0,0,0,0
"4",49,84,41,2,0,0,0,0,0,0,0,0,1,19,20
"5",92,112,56,3,0,0,0,4,40,11,0,0,0,0,0
"6",13,112,46,3,0,0,0,0,0,0,0,0,0,7,24
"7",68,112,50,3,0,5,24,20,0,0,0,0,0,0,0
"8",29,112,48,3,0,0,0,0,0,1,14,31,1,0,0
"9",19,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"10",16,140,45,4,0,0,0,0,0,0,0,0,0,0,0
"11",52,140,50,4,0,0,0,4,35,4,0,0,0,0,0
"12",59,140,46,4,0,0,0,0,0,0,0,0,0,0,1
"13",45,168,59,5,0,0,0,0,0,0,0,0,0,0,0
"14",77,168,50,5,0,0,0,0,0,0,0,0,0,0,0
"15",89,168,50,5,0,0,0,0,0,0,0,0,0,0,0
"16",93,168,48,5,0,0,0,0,4,32,9,0,0,0,0
"17",42,196,46,6,0,0,0,0,0,0,1,0,0,0,0
"18",25,196,56,6,0,0,0,0,0,0,0,0,0,0,0
"19",99,196,40,6,30,7,0,0,0,0,0,0,0,0,0
"20",46,196,42,6,0,0,0,2,23,13,1,0,0,0,0
"21",18,224,47,7,0,0,0,0,0,0,0,0,0,0,0
"22",14,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"23",37,224,44,7,0,0,0,0,0,0,0,0,0,0,0
"24",6,224,54,7,0,0,0,0,0,0,0,0,0,0,0
"25",9,252,60,8,0,0,0,0,0,0,8,41,10,0,0
"26",88,252,44,8,0,0,0,0,0,0,0,0,0,0,0
"27",86,252,44,8,0,0,0,0,0,0,0,0,0,0,0
"28",85,252,57,8,0,0,0,0,0,0,0,0,0,0,0
"29",27,280,54,9,0,0,0,0,0,41,11,0,0,0,0
"30",15,280,50,9,0,0,4,36,6,0,0,0,0,0,0
"31",51,280,44,9,0,0,0,0,0,0,0,0,0,0,0
"32",60,280,60,9,0,0,0,0,0,0,0,0,0,0,0
"33",24,308,60,10,0,0,0,0,0,0,0,0,0,0,0
"34",55,308,44,10,0,0,0,0,8,29,3,0,0,0,0
"35",36,308,50,10,0,0,0,0,0,0,0,0,0,0,0
"36",100,308,55,10,0,0,0,0,0,3,42,7,0,0,0
"37",67,336,58,11,0,1,33,22,0,0,0,0,0,0,0
"38",12,336,59,11,9,39,9,0,0,0,0,0,0,0,0
"39",78,336,50,11,0,0,0,0,0,0,1,29,20,0,0
"40",61,336,60,11,0,0,0,0,0,0,0,0,0,0,0
"41",2,364,40,12,0,0,0,0,0,0,0,0,0,0,0
"42",64,364,46,12,0,0,0,0,0,1,0,0,0,0,0
"43",35,364,56,12,0,0,0,0,0,0,0,0,0,0,0
"44",39,364,56,12,0,0,0,0,0,0,0,0,0,0,0
