"","SimulationNumber","Node","Community","TrialStatus","DayEnrolled"
"1",94,1,1,1,56
"2",94,3,1,1,56
"3",94,4,1,1,56
"4",94,7,1,1,56
"5",94,9,1,1,56
"6",94,11,1,1,56
"7",94,12,1,1,56
"8",94,13,1,1,56
"9",94,15,1,1,56
"10",94,16,1,1,56
"11",94,18,1,1,56
"12",94,20,1,1,56
"13",94,22,1,1,56
"14",94,23,1,1,56
"15",94,24,1,1,56
"16",94,25,1,1,56
"17",94,29,1,1,56
"18",94,32,1,1,56
"19",94,34,1,1,56
"20",94,35,1,1,56
"21",94,37,1,1,56
"22",94,38,1,1,56
"23",94,39,1,1,56
"24",94,40,1,1,56
"25",94,42,1,1,56
"26",94,44,1,1,56
"27",94,47,1,1,56
"28",94,49,1,1,56
"29",94,51,1,1,56
"30",94,53,1,1,56
"31",94,54,1,1,56
"32",94,57,1,1,56
"33",94,62,1,1,56
"34",94,63,1,1,56
"35",94,66,1,1,56
"36",94,67,1,1,56
"37",94,70,1,1,56
"38",94,71,1,1,56
"39",94,75,1,1,56
"40",94,77,1,1,56
"41",94,78,1,1,56
"42",94,79,1,1,56
"43",94,80,1,1,56
"44",94,82,1,1,56
"45",94,83,1,1,56
"46",94,85,1,1,56
"47",94,89,1,1,56
"48",94,90,1,1,56
"49",94,91,1,1,56
"50",94,96,1,1,56
"51",94,98,1,1,56
"52",94,100,1,1,56
"53",94,103,1,1,56
"54",94,108,1,1,56
"55",94,109,1,1,56
"56",94,111,1,1,56
"57",94,114,2,0,56
"58",94,115,2,0,56
"59",94,118,2,0,56
"60",94,119,2,0,56
"61",94,123,2,0,56
"62",94,124,2,0,56
"63",94,128,2,0,56
"64",94,129,2,0,56
"65",94,130,2,0,56
"66",94,133,2,0,56
"67",94,135,2,0,56
"68",94,136,2,0,56
"69",94,137,2,0,56
"70",94,139,2,0,56
"71",94,142,2,0,56
"72",94,143,2,0,56
"73",94,145,2,0,56
"74",94,152,2,0,56
"75",94,153,2,0,56
"76",94,154,2,0,56
"77",94,158,2,0,56
"78",94,163,2,0,56
"79",94,164,2,0,56
"80",94,167,2,0,56
"81",94,168,2,0,56
"82",94,172,2,0,56
"83",94,173,2,0,56
"84",94,175,2,0,56
"85",94,178,2,0,56
"86",94,179,2,0,56
"87",94,180,2,0,56
"88",94,182,2,0,56
"89",94,184,2,0,56
"90",94,187,2,0,56
"91",94,188,2,0,56
"92",94,189,2,0,56
"93",94,190,2,0,56
"94",94,192,2,0,56
