"","SimulationNumber","InfectedNode","DayInfected","Community","TrialStatus","DayEnrolled"
"1",31,3837,41,38,NA,NA
"2",31,3805,48,38,NA,NA
"3",31,3846,48,38,NA,NA
"4",31,3871,49,38,NA,NA
"5",31,3803,54,38,NA,NA
"6",31,3874,54,38,NA,NA
"7",31,3811,55,38,NA,NA
"8",31,3865,55,38,NA,NA
"9",31,3806,56,38,0,56
"10",31,3851,56,38,0,56
"11",31,3854,57,38,0,56
"12",31,3818,59,38,0,56
"13",31,3864,59,38,NA,NA
"14",31,3882,59,38,0,56
"15",31,3817,60,38,NA,NA
"16",31,3825,60,38,0,56
"17",31,3867,62,38,0,56
"18",31,3869,62,38,0,56
"19",31,3824,64,38,NA,NA
"20",31,3804,65,38,0,56
"21",31,3834,65,38,0,56
"22",31,3870,65,38,0,56
"23",31,3827,66,38,0,56
"24",31,3852,66,38,NA,NA
"25",31,3812,67,38,NA,NA
"26",31,3829,67,38,NA,NA
"27",31,3816,69,38,NA,NA
"28",31,3833,69,38,NA,NA
"29",31,3862,69,38,NA,NA
"30",31,3847,70,38,NA,NA
"31",31,3849,71,38,0,56
"32",31,3822,72,38,NA,NA
"33",31,3838,72,38,NA,NA
"34",31,3850,72,38,NA,NA
"35",31,3855,72,38,NA,NA
"36",31,3883,72,38,0,56
"37",31,3841,73,38,0,56
"38",31,3844,73,38,0,56
"39",31,3873,73,38,NA,NA
"40",31,3877,73,38,NA,NA
"41",31,3881,73,38,0,56
"42",31,3809,74,38,NA,NA
"43",31,3884,74,38,0,56
"44",31,3828,75,38,0,56
"45",31,3861,75,38,NA,NA
"46",31,3853,76,38,0,56
"47",31,3863,76,38,NA,NA
"48",31,3808,77,38,0,56
"49",31,3810,77,38,0,56
"50",31,3842,77,38,NA,NA
"51",31,3836,78,38,0,56
"52",31,3813,79,38,0,56
"53",31,3815,79,38,0,56
"54",31,3819,79,38,NA,NA
"55",31,3839,79,38,NA,NA
"56",31,3843,79,38,0,56
"57",31,3858,79,38,NA,NA
"58",31,3878,79,38,0,56
"59",31,3859,80,38,NA,NA
"60",31,3880,80,38,0,56
"61",31,3814,81,38,0,56
"62",31,3826,81,38,0,56
"63",31,3832,81,38,NA,NA
"64",31,3856,81,38,NA,NA
"65",31,3848,82,38,0,56
"66",31,3860,82,38,0,56
"67",31,3875,82,38,0,56
"68",31,3823,83,38,0,56
"69",31,3840,83,38,0,56
"70",31,3868,83,38,0,56
"71",31,6255,83,62,NA,NA
"72",31,3820,84,38,0,56
"73",31,3845,84,38,NA,NA
"74",31,3807,85,38,NA,NA
"75",31,3830,85,38,0,56
"76",31,3835,86,38,NA,NA
"77",31,3885,86,38,NA,NA
